frame,class,snr_a_db
0,1,-508.84
1,1,-509.17
2,1,-509.06
3,1,-509.67
4,1,-508.97
5,1,-509.85
6,1,-509.18
7,1,-509.57
8,1,-508.71
9,1,-509.1
10,1,-509.65
11,1,-509.12
12,1,-509.08
13,1,-509.21
14,1,-509.16
15,1,-510.14
16,1,-509.04
17,1,-509.97
18,1,-511.03
19,1,-509.83
20,1,-509.29
21,1,-509.25
22,1,-508.75
23,1,-510.1
24,1,-509.16
25,1,-508.99
26,1,-509.32
27,1,-509.54
28,1,-509.39
29,1,-508.97
30,1,-509.78
31,1,-509.43
32,1,-508.9
33,1,-509.02
34,1,-509.27
35,1,-509.42
36,1,-510.3
37,1,31.61
38,1,38.33
39,1,-175.5
40,1,40.16
41,1,41.32
42,1,41.17
43,1,37.57
44,1,9.58
45,1,41.57
46,1,41.28
47,1,39.82
48,1,37.17
49,1,17.76
50,1,40.73
51,1,41.09
52,1,39.97
53,1,37.17
54,1,20.01
55,1,40.21
56,1,40.32
57,1,39.51
58,1,36.19
59,1,15.93
60,1,39.49
61,1,39.1
62,1,39.1
63,1,36.1
64,1,3.57
65,1,38.17
66,1,38.57
67,1,38.19
68,1,34.23
69,1,-104.25
70,1,35.08
71,1,36.77
72,1,36.94
73,1,33.43
74,1,-351.35
75,1,35.28
76,1,36.25
77,1,34.46
78,1,33.76
79,1,-509.53
80,1,33.31
81,1,35.45
82,1,34.42
83,1,32.82
84,1,-509.03
85,1,33.14
86,1,30.33
87,1,-509.26
88,1,-509.68
89,1,-509.46
90,1,-509.66
91,1,-509.19
92,1,-509.3
93,1,-510.35
94,1,-509.06
95,1,-509.97
96,1,-508.78
97,1,-509.16
98,1,-509.79
99,1,-509.03
