1,4,0,-3,-1,28.48
1,4,1,-178,-1,35.55
2,4,0,-3,-1,28.13
2,4,1,-178,-1,34.94
2,4,2,-6,0,59.52
3,4,0,-3,-1,27.78
3,4,1,-178,-1,34.32
3,4,2,-6,0,58.81
4,4,0,-3,-1,27.43
4,4,1,-178,-1,33.71
4,4,2,-6,-1,58.10
5,4,0,-3,-1,27.09
5,4,1,-178,-1,33.09
5,4,2,-6,-1,57.39
6,4,0,-3,-1,26.74
6,4,1,-178,-1,32.48
6,4,2,-6,-1,56.68
7,4,0,-3,-1,26.39
7,4,1,-178,-1,31.87
7,4,2,-6,-1,55.97
8,4,0,-3,-1,26.04
8,4,1,-178,-1,31.25
8,4,2,-6,-1,55.26
9,4,0,-3,-1,25.70
9,4,1,-178,-1,30.64
9,4,2,-7,-1,54.55
10,4,0,-3,-1,25.35
10,4,1,-178,-1,30.02
10,4,2,-7,-1,53.84
11,4,0,-3,-1,25.00
11,4,1,-178,-1,29.41
11,4,2,-7,-1,53.13
12,4,0,-3,-1,24.65
12,4,1,-178,-1,28.80
12,4,2,-7,-1,52.42
13,4,0,-3,-1,24.31
13,4,1,-178,-1,28.18
13,4,2,-7,-1,51.71
14,4,0,-4,-1,23.96
14,4,1,-178,-1,27.57
14,4,2,-7,-1,51.00
15,4,0,-4,-1,23.61
15,4,1,-178,-1,26.95
15,4,2,-7,-1,50.29
16,4,0,-4,-1,23.27
16,4,1,-178,-1,26.34
16,4,2,-7,-1,49.58
17,4,0,-4,-1,22.92
17,4,1,-178,-1,25.73
17,4,2,-7,-1,48.87
18,4,0,-4,-1,22.57
18,4,1,-178,-1,25.11
18,4,2,-7,-1,48.16
19,4,0,-4,-1,22.22
19,4,1,-178,-1,24.50
19,4,2,-7,-1,47.45
20,4,0,-4,-1,21.88
20,4,1,-178,-1,23.89
20,4,2,-8,-1,46.74
21,4,0,-4,-1,21.53
21,4,1,-177,-1,23.27
21,4,2,-8,-1,46.04
22,4,0,-4,-1,21.18
22,4,1,-177,-1,22.66
22,4,2,-8,-1,45.33
23,4,0,-4,-1,20.83
23,4,1,-177,-2,22.05
23,4,2,-8,-1,44.62
