frame,class,snr_a_db
0,4,-496.38
1,4,-496.68
2,4,4.05
3,4,4.62
4,4,5.04
5,4,4.52
6,4,4.17
7,4,5.23
8,4,5.57
9,4,5.43
10,4,5.34
11,4,5.04
12,4,5.63
13,4,5.75
14,4,5.37
15,4,5.17
16,4,5.59
17,4,6.2
18,4,6.46
19,4,5.54
20,4,5.68
21,4,5.99
22,4,6.43
23,4,5.59
24,4,6.22
25,4,6.5
26,4,6.14
27,4,5.46
28,4,6.11
29,4,5.99
30,4,6.45
31,4,6.65
32,4,6.65
33,4,6.92
34,4,7.24
35,4,7.66
36,4,7.66
37,4,7.97
38,4,8.72
39,4,7.87
40,4,8.96
41,4,9.83
42,4,9.56
43,4,10.43
44,4,10.65
45,4,11.46
46,4,12.52
47,4,12.61
48,4,13.95
49,4,13.97
50,4,15.11
51,4,15.16
52,4,15.63
53,4,16.2
54,4,16.58
55,4,16.61
56,4,17.46
57,4,17.43
58,4,18.24
59,4,19.36
60,4,20.47
61,4,20.9
62,4,21.91
63,4,22.44
64,4,23.94
65,4,25.2
66,4,26.7
67,4,28.21
68,4,30.48
69,4,31.44
70,4,34.68
71,4,35.13
72,4,34.62
73,4,32.43
74,4,30.23
75,4,28.08
76,4,26.82
77,4,25.34
78,4,24.6
79,4,23.18
80,4,22.03
81,4,21.54
82,4,20.62
83,4,19.87
84,4,18.6
85,4,17.8
86,4,18.16
87,4,17.08
88,4,16.7
89,4,16.64
90,4,15.92
91,4,15.57
92,4,15.43
93,4,14.89
94,4,14.05
95,4,13.1
96,4,12.67
97,4,11.46
98,4,10.94
99,4,10.9
0,3,-496.38
1,3,-496.68
2,3,-496.25
3,3,-496.68
4,3,-496.47
5,3,-496.54
6,3,-496.8
7,3,-496.34
8,3,-496.44
9,3,-496.39
10,3,-496.77
11,3,-496.74
12,3,-496.53
13,3,-496.53
14,3,-496.52
15,3,-496.69
16,3,-496.84
17,3,-496.26
18,3,-496.45
19,3,-496.47
20,3,-496.64
21,3,-496.39
22,3,-496.45
23,3,-496.82
24,3,-496.51
25,3,7.21
26,3,28.76
27,3,27.15
28,3,23.67
29,3,19.85
30,3,15.55
31,3,11.34
32,3,6.97
33,3,1.39
34,3,-8.0
35,3,-15.1
36,3,-6.52
37,3,-3.59
38,3,-2.88
39,3,-4.14
40,3,-4.63
41,3,-5.72
42,3,34.32
43,3,35.54
44,3,32.98
45,3,30.56
46,3,29.21
47,3,35.13
48,3,30.89
49,3,25.42
50,3,15.7
51,3,14.88
52,3,19.89
53,3,20.95
54,3,19.86
55,3,17.28
56,3,13.83
57,3,8.94
58,3,0.14
59,3,-4.16
60,3,2.68
61,3,3.78
62,3,38.23
63,3,42.19
64,3,37.52
65,3,31.44
66,3,22.48
67,3,31.05
68,3,31.26
69,3,25.94
70,3,20.95
71,3,22.98
72,3,26.32
73,3,27.36
74,3,26.23
75,3,22.95
76,3,16.91
77,3,7.09
78,3,-1.29
79,3,4.55
80,3,4.81
81,3,-382.28
82,3,-496.55
83,3,-496.37
84,3,-496.32
85,3,-496.47
86,3,-496.18
87,3,-496.67
88,3,-496.57
89,3,-496.69
90,3,-496.42
91,3,-496.51
92,3,-496.56
93,3,-496.22
94,3,-496.59
95,3,-496.5
96,3,-496.63
97,3,-496.85
98,3,-496.45
99,3,-496.48
