frame,class,snr_a_db
0,4,-512.95
1,4,-15.47
2,4,-9.71
3,4,-9.44
4,4,-9.45
5,4,-10.01
6,4,-9.51
7,4,-10.11
8,4,-9.43
9,4,-9.38
10,4,-9.45
11,4,-9.66
12,4,-9.21
13,4,-8.91
14,4,-9.9
15,4,-8.7
16,4,-9.63
17,4,-9.05
18,4,-9.15
19,4,-8.31
20,4,-9.48
21,4,-8.64
22,4,-9.17
23,4,-8.85
24,4,-9.61
25,4,-8.81
26,4,-8.61
27,4,-8.55
28,4,-9.21
29,4,-8.21
30,4,-7.95
31,4,-8.98
32,4,-7.71
33,4,-8.19
34,4,-7.83
35,4,-7.19
36,4,-7.17
37,4,-8.15
38,4,-7.51
39,4,-7.09
40,4,-6.88
41,4,-6.77
42,4,-6.16
43,4,-6.19
44,4,-6.35
45,4,-5.52
46,4,-5.27
47,4,-4.88
48,4,-4.8
49,4,-4.7
50,4,-4.53
51,4,-3.89
52,4,-3.16
53,4,-3.4
54,4,-2.8
55,4,-2.46
56,4,-1.81
57,4,-1.47
58,4,-0.89
59,4,-0.97
60,4,-0.58
61,4,-0.61
62,4,0.44
63,4,0.53
64,4,0.49
65,4,-0.08
66,4,1.66
67,4,1.01
68,4,1.26
69,4,1.28
70,4,1.34
71,4,1.17
72,4,1.81
73,4,1.79
74,4,1.99
75,4,2.3
76,4,2.91
77,4,2.83
78,4,2.0
79,4,3.5
80,4,3.15
81,4,2.14
82,4,3.49
83,4,2.82
84,4,3.39
85,4,2.89
86,4,3.0
87,4,2.83
88,4,2.66
89,4,3.09
90,4,2.05
91,4,3.08
92,4,1.23
93,4,2.32
94,4,1.82
95,4,1.66
96,4,0.98
97,4,1.94
98,4,1.54
99,4,0.83
0,2,-512.95
1,2,-513.15
2,2,-512.62
3,2,-512.97
4,2,-513.07
5,2,-512.98
6,2,-513.06
7,2,-512.9
8,2,-512.89
9,2,-513.13
10,2,-513.14
11,2,-512.92
12,2,-512.55
13,2,-512.81
14,2,-513.25
15,2,-512.82
16,2,-513.03
17,2,-512.96
18,2,-512.93
19,2,-512.7
20,2,-513.18
21,2,-512.8
22,2,-512.99
23,2,-512.86
24,2,-513.14
25,2,-513.03
26,2,-513.07
27,2,-513.01
28,2,-513.03
29,2,-512.92
30,2,-512.6
31,2,-512.86
32,2,-512.93
33,2,-513.03
34,2,-513.07
35,2,-512.72
36,2,-512.8
37,2,-513.27
38,2,-513.04
39,2,-513.07
40,2,-513.19
41,2,1.31
42,2,11.87
43,2,16.42
44,2,19.46
45,2,21.76
46,2,20.25
47,2,-512.94
48,2,-513.04
49,2,-513.02
50,2,-512.95
51,2,-3.28
52,2,24.23
53,2,23.79
54,2,22.25
55,2,20.5
56,2,18.12
57,2,-177.77
58,2,-513.13
59,2,-512.89
60,2,-512.86
61,2,-512.92
62,2,19.19
63,2,23.15
64,2,24.13
65,2,24.72
66,2,25.68
67,2,18.69
68,2,-513.13
69,2,-512.85
70,2,-512.53
71,2,-512.76
72,2,12.33
73,2,18.07
74,2,14.19
75,2,6.36
76,2,-512.86
77,2,-512.95
78,2,-513.14
79,2,-512.84
80,2,-513.08
81,2,-513.39
82,2,-512.99
83,2,-513.02
84,2,-512.55
85,2,-512.88
86,2,-512.82
87,2,-512.76
88,2,-512.8
89,2,-512.96
90,2,-513.11
91,2,-512.76
92,2,-513.06
93,2,-512.97
94,2,-512.59
95,2,-513.07
96,2,-513.33
97,2,-512.76
98,2,-513.01
99,2,-512.86
