frame,class,snr_a_db
0,4,-499.8
1,4,4.84
2,4,5.6
3,4,5.99
4,4,6.3
5,4,6.0
6,4,5.94
7,4,6.72
8,4,5.65
9,4,6.44
10,4,6.63
11,4,6.2
12,4,6.77
13,4,6.55
14,4,6.66
15,4,7.06
16,4,7.56
17,4,7.03
18,4,7.23
19,4,7.23
20,4,8.25
21,4,8.06
22,4,8.22
23,4,8.83
24,4,8.6
25,4,8.66
26,4,8.85
27,4,9.34
28,4,9.65
29,4,10.69
30,4,11.71
31,4,10.83
32,4,11.62
33,4,11.2
34,4,11.96
35,4,12.05
36,4,12.43
37,4,13.43
38,4,13.85
39,4,14.6
40,4,15.23
41,4,15.86
42,4,15.16
43,4,15.75
44,4,16.03
45,4,16.17
46,4,16.66
47,4,15.88
48,4,16.51
49,4,17.45
50,4,17.34
51,4,17.67
52,4,18.12
53,4,18.89
54,4,20.25
55,4,20.85
56,4,20.34
57,4,21.92
58,4,21.64
59,4,22.09
60,4,22.73
61,4,23.37
62,4,24.01
63,4,24.63
64,4,25.22
65,4,26.73
66,4,26.87
67,4,27.78
68,4,28.15
69,4,30.28
70,4,30.12
71,4,29.6
72,4,29.98
73,4,29.43
74,4,28.3
75,4,28.34
76,4,26.63
77,4,27.45
78,4,26.35
79,4,25.41
80,4,24.18
81,4,23.35
82,4,22.66
83,4,22.14
84,4,21.95
85,4,20.91
86,4,20.82
87,4,20.43
88,4,19.25
89,4,18.99
90,4,18.68
91,4,18.56
92,4,17.78
93,4,17.55
94,4,17.63
95,4,17.34
96,4,15.99
97,4,15.59
98,4,16.46
99,4,15.41
0,5,30.71
1,5,22.62
2,5,20.43
3,5,22.21
4,5,28.73
5,5,33.49
6,5,26.83
7,5,28.66
8,5,28.33
9,5,34.89
10,5,31.35
11,5,25.43
12,5,25.82
13,5,24.35
14,5,36.44
15,5,29.9
16,5,30.42
17,5,31.12
18,5,34.93
19,5,38.78
20,5,30.55
21,5,31.99
22,5,30.76
23,5,38.39
24,5,35.49
25,5,28.46
26,5,29.27
27,5,25.37
28,5,34.58
29,5,27.1
30,5,26.69
31,5,26.54
32,5,32.11
33,5,35.79
34,5,27.14
35,5,27.95
36,5,25.1
37,5,30.45
38,5,25.65
39,5,20.09
40,5,22.57
41,5,21.34
42,5,33.28
43,5,26.7
44,5,26.07
45,5,25.1
46,5,28.03
47,5,30.11
48,5,17.75
49,5,18.09
50,5,14.05
51,5,23.57
52,5,21.77
53,5,19.23
54,5,21.24
55,5,19.78
56,5,31.39
57,5,24.47
58,5,23.37
59,5,22.9
60,5,26.46
61,5,29.04
62,5,18.41
63,5,19.74
64,5,16.77
65,5,23.64
66,5,19.38
67,5,12.0
68,5,11.11
69,5,7.72
70,5,19.97
71,5,15.21
72,5,14.69
73,5,14.95
74,5,21.0
75,5,24.58
76,5,16.5
77,5,19.62
78,5,18.03
79,5,26.65
80,5,24.03
81,5,18.82
82,5,20.1
83,5,17.62
84,5,27.95
85,5,20.2
86,5,19.37
87,5,18.59
88,5,22.64
89,5,25.6
90,5,15.66
91,5,17.84
92,5,15.87
93,5,23.27
94,5,20.21
95,5,12.89
96,5,13.97
97,5,11.34
98,5,20.7
99,5,12.43
0,1,-499.8
1,1,-499.84
2,1,-499.92
3,1,-499.6
4,1,-499.37
5,1,-499.76
6,1,-500.0
7,1,-499.63
8,1,-499.86
9,1,-499.6
10,1,-499.86
11,1,-499.81
12,1,-499.57
13,1,-499.71
14,1,-499.78
15,1,-499.72
16,1,20.36
17,1,49.51
18,1,49.93
19,1,45.01
20,1,14.25
21,1,49.83
22,1,50.45
23,1,50.79
24,1,44.29
25,1,33.18
26,1,51.33
27,1,51.23
28,1,51.69
29,1,41.01
30,1,43.47
31,1,51.92
32,1,52.33
33,1,52.37
34,1,35.43
35,1,46.33
36,1,53.36
37,1,53.33
38,1,53.09
39,1,1.37
40,1,-499.5
41,1,-499.8
42,1,-499.96
43,1,-499.87
44,1,-499.76
45,1,-499.93
46,1,-499.78
47,1,-499.89
48,1,-499.83
49,1,-499.76
50,1,-499.71
51,1,-500.06
52,1,-499.9
53,1,-499.7
54,1,-499.84
55,1,-499.92
56,1,-499.51
57,1,-499.4
58,1,-499.77
59,1,-499.66
60,1,-499.69
61,1,-499.89
62,1,-499.74
63,1,-499.98
64,1,-500.24
65,1,-499.62
66,1,-499.61
67,1,-499.64
68,1,-499.67
69,1,-499.31
70,1,-499.62
71,1,-499.78
72,1,-499.86
73,1,-499.84
74,1,-499.92
75,1,-499.57
76,1,-499.76
77,1,-499.37
78,1,-499.8
79,1,-499.62
80,1,-499.76
81,1,-499.6
82,1,-499.72
83,1,-499.82
84,1,-499.72
85,1,-499.83
86,1,-499.57
87,1,-499.73
88,1,-499.7
89,1,-499.61
90,1,-499.66
91,1,-499.57
92,1,-499.63
93,1,-499.63
94,1,-499.4
95,1,-499.76
96,1,-500.0
97,1,-499.63
98,1,-499.93
99,1,-499.75
