frame,class,snr_a_db
0,4,-497.56
1,4,-12.05
2,4,5.11
3,4,5.3
4,4,5.37
5,4,5.24
6,4,4.7
7,4,5.26
8,4,6.02
9,4,5.35
10,4,6.62
11,4,5.57
12,4,5.58
13,4,5.97
14,4,6.06
15,4,5.55
16,4,5.6
17,4,6.71
18,4,5.73
19,4,6.14
20,4,6.35
21,4,6.61
22,4,6.36
23,4,7.01
24,4,6.57
25,4,6.25
26,4,7.37
27,4,7.52
28,4,7.49
29,4,8.23
30,4,8.54
31,4,8.54
32,4,8.37
33,4,8.73
34,4,8.98
35,4,9.92
36,4,10.09
37,4,10.83
38,4,11.14
39,4,12.31
40,4,11.73
41,4,12.74
42,4,13.36
43,4,14.4
44,4,13.99
45,4,15.68
46,4,15.04
47,4,16.14
48,4,15.86
49,4,17.09
50,4,16.66
51,4,17.04
52,4,18.05
53,4,18.23
54,4,19.03
55,4,19.77
56,4,21.08
57,4,21.84
58,4,22.07
59,4,23.53
60,4,24.02
61,4,25.62
62,4,26.18
63,4,26.99
64,4,29.17
65,4,30.26
66,4,32.11
67,4,32.12
68,4,32.66
69,4,31.03
70,4,29.75
71,4,28.19
72,4,27.2
73,4,26.47
74,4,25.09
75,4,23.97
76,4,23.67
77,4,22.4
78,4,21.02
79,4,21.53
80,4,20.66
81,4,18.62
82,4,18.62
83,4,18.24
84,4,17.53
85,4,16.78
86,4,16.23
87,4,16.12
88,4,15.34
89,4,15.35
90,4,15.6
91,4,14.25
92,4,13.75
93,4,13.48
94,4,12.97
95,4,13.18
96,4,12.41
97,4,11.08
98,4,9.78
99,4,10.26
0,5,24.79
1,5,20.82
2,5,17.27
3,5,18.79
4,5,19.65
5,5,25.28
6,5,17.02
7,5,19.95
8,5,18.16
9,5,23.74
10,5,23.06
11,5,18.34
12,5,20.18
13,5,16.04
14,5,25.92
15,5,18.67
16,5,19.67
17,5,19.05
18,5,21.24
19,5,24.63
20,5,18.13
21,5,20.19
22,5,17.51
23,5,25.25
24,5,21.06
25,5,18.68
26,5,19.48
27,5,15.26
28,5,25.81
29,5,18.36
30,5,20.03
31,5,18.79
32,5,23.42
33,5,23.41
34,5,18.37
35,5,19.92
36,5,16.62
37,5,25.43
38,5,20.12
39,5,19.49
40,5,19.81
41,5,19.48
42,5,25.49
43,5,18.09
44,5,20.02
45,5,17.83
46,5,24.48
47,5,21.69
48,5,18.36
49,5,20.13
50,5,15.67
51,5,26.12
52,5,18.77
53,5,19.87
54,5,18.82
55,5,23.22
56,5,23.87
57,5,17.7
58,5,20.32
59,5,17.53
60,5,25.19
61,5,21.09
62,5,18.81
63,5,19.34
64,5,18.48
65,5,25.57
66,5,17.87
67,5,19.77
68,5,18.41
69,5,23.92
70,5,23.36
71,5,18.33
72,5,20.08
73,5,16.21
74,5,25.94
75,5,19.25
76,5,19.84
77,5,19.22
78,5,20.1
79,5,25.14
80,5,17.85
81,5,20.21
82,5,17.48
83,5,25.09
84,5,21.18
85,5,18.56
86,5,19.65
87,5,15.31
88,5,25.81
89,5,18.88
90,5,20.17
91,5,18.57
92,5,23.41
93,5,23.5
94,5,18.04
95,5,20.27
96,5,16.93
97,5,25.19
98,5,20.42
99,5,19.55
0,1,-497.56
1,1,-497.55
2,1,-497.25
3,1,-497.42
4,1,-497.44
5,1,-497.73
6,1,-497.92
7,1,-497.39
8,1,-497.56
9,1,-497.82
10,1,38.33
11,1,45.16
12,1,45.6
13,1,44.52
14,1,-497.34
15,1,43.2
16,1,46.7
17,1,46.96
18,1,42.11
19,1,-121.92
20,1,47.08
21,1,47.94
22,1,48.15
23,1,34.4
24,1,41.83
25,1,49.07
26,1,49.53
27,1,48.74
28,1,-497.56
29,1,48.38
30,1,51.47
31,1,51.85
32,1,47.72
33,1,-134.94
34,1,51.98
35,1,51.83
36,1,48.25
37,1,-497.56
38,1,-497.29
39,1,-497.33
40,1,-497.27
41,1,-497.56
42,1,-497.4
43,1,-497.33
44,1,-497.56
45,1,-497.35
46,1,-497.64
47,1,-497.56
48,1,-497.5
49,1,-497.37
50,1,-497.64
51,1,-497.16
52,1,-497.55
53,1,-497.47
54,1,-497.43
55,1,-497.31
56,1,-497.48
57,1,-497.61
58,1,-497.3
59,1,-497.38
60,1,-497.42
61,1,-497.32
62,1,-497.92
63,1,-497.71
64,1,-497.41
65,1,-497.49
66,1,-497.28
67,1,-497.57
68,1,-497.6
69,1,-497.27
70,1,-497.28
71,1,-497.55
72,1,-497.46
73,1,-497.19
74,1,-497.3
75,1,-497.39
76,1,-497.05
77,1,-497.59
78,1,-497.78
79,1,-497.47
80,1,-497.59
81,1,-497.47
82,1,-497.5
83,1,-497.4
84,1,-497.35
85,1,-497.53
86,1,-497.6
87,1,-497.6
88,1,-497.57
89,1,-497.46
90,1,-497.3
91,1,-497.67
92,1,-497.59
93,1,-497.33
94,1,-497.34
95,1,-497.2
96,1,-497.47
97,1,-497.54
98,1,-497.52
99,1,-497.2
