1,4,0,-158,-1
2,4,0,-157,-1
3,4,0,-156,-1
4,4,0,-154,-1
5,4,0,-153,-1
6,4,0,-152,-1
7,4,0,-150,-1
8,4,0,-148,-1
9,4,0,-146,-1
10,4,0,-144,-1
11,4,0,-142,-1
12,4,0,-139,-1
13,4,0,-136,-1
14,4,0,-132,-1
15,4,0,-128,-2
16,4,0,-124,-2
17,4,0,-119,-2
18,4,0,-114,-2
19,4,0,-108,-2
20,4,0,-102,-2
21,4,0,-96,-2
22,4,0,-89,-2
23,4,0,-83,-2
24,4,0,-77,-2
25,4,0,-71,-2
26,4,0,-65,-2
27,4,0,-60,-2
28,4,0,-56,-2
29,4,0,-51,-2
30,4,0,-48,-1
31,4,0,-45,-1
32,4,0,-42,-1
33,4,0,-39,-1
34,4,0,-37,-1
35,4,0,-34,-1
36,4,0,-33,-1
37,4,0,-31,-1
38,4,0,-29,-1
39,4,0,-28,-1
40,4,0,-27,-1
41,4,0,-25,-1
42,4,0,-24,-1
43,4,0,-23,-1
44,4,0,-22,-1
45,4,0,-21,-1
46,4,0,-21,-1
47,4,0,-20,-1
48,4,0,-19,-1
49,0,0,128,-2
49,4,0,-18,-1
50,0,0,125,-2
50,4,0,-18,-1
51,0,0,120,-3
51,4,0,-17,-1
52,0,0,116,-3
52,4,0,-17,-1
53,0,0,111,-3
53,4,0,-16,-1
54,0,0,105,-3
54,4,0,-16,-1
55,0,0,100,-3
55,4,0,-15,-1
56,0,0,94,-3
56,4,0,-15,-1
57,0,0,88,-3
57,4,0,-15,0
58,0,0,82,-3
58,4,0,-14,0
59,0,0,77,-3
59,4,0,-14,0
60,0,0,71,-3
60,4,0,-13,0
61,0,0,66,-3
61,4,0,-13,0
62,0,0,62,-3
62,4,0,-13,0
63,0,0,57,-2
63,4,0,-12,0
64,0,0,53,-2
64,4,0,-12,0
65,0,0,50,-2
65,4,0,-12,0
66,0,0,47,-2
66,4,0,-12,0
67,0,0,44,-2
67,4,0,-11,0
68,0,0,41,-2
68,4,0,-11,0
69,0,0,39,-2
69,4,0,-11,0
70,0,0,36,-2
70,4,0,-11,0
71,0,0,35,-2
71,4,0,-11,0
72,0,0,33,-2
72,4,0,-10,0
73,0,0,31,-2
73,4,0,-10,0
74,0,0,30,-1
74,4,0,-10,0
75,4,0,-10,0
76,4,0,-10,0
77,4,0,-9,0
78,4,0,-9,0
79,4,0,-9,0
80,4,0,-9,0
81,4,0,-9,0
82,4,0,-9,0
83,4,0,-8,0
84,4,0,-8,0
85,4,0,-8,0
86,4,0,-8,0
87,4,0,-8,0
88,4,0,-8,0
89,4,0,-8,0
90,4,0,-8,0
91,4,0,-8,0
92,4,0,-7,0
93,4,0,-7,0
94,4,0,-7,0
95,4,0,-7,0
96,4,0,-7,0
97,4,0,-7,0
98,4,0,-7,0
99,4,0,-7,0
