0.0|
0.1|
0.2|車: 41.5m → 計測中
0.3|車: 40.7m → 計測中
0.4|車: 40.0m → 計測中
0.5|車: 39.3m → 計測中
0.6|車: 38.6m → 計測中
0.7|車: 37.9m → 計測中
0.8|車: 37.2m → 計測中
0.9|車: 36.5m → 計測中
1.0|車: 35.8m → 計測中
1.1|車: 35.0m → 計測中
1.2|車: 34.3m → 計測中
1.3|車: 33.6m → 計測中
1.4|車: 32.9m → 計測中
1.5|車: 32.2m → 計測中
1.6|車: 31.5m → 計測中
1.7|車: 30.8m → 計測中
1.8|車: 30.1m → 計測中
1.9|車: 29.3m 最接近予測1.5m 到達4.1s → ・抑制(安全)
2.0|車: 28.6m 最接近予測1.6m 到達4.0s → ・抑制(安全)
2.1|車: 27.9m 最接近予測1.9m 到達3.9s → ・抑制(安全)
2.2|車: 27.2m 最接近予測1.8m 到達3.8s → ・抑制(安全)
2.3|車: 26.5m 最接近予測1.7m 到達3.7s → ・抑制(安全)
2.4|車: 25.8m 最接近予測1.6m 到達3.6s → ・抑制(安全)
2.5|車: 25.1m 最接近予測1.8m 到達3.5s → ・抑制(安全)
2.6|車: 24.4m 最接近予測1.9m 到達3.4s → ・抑制(安全)
2.7|車: 23.6m 最接近予測1.8m 到達3.3s → ・抑制(安全)
2.8|車: 22.9m 最接近予測1.8m 到達3.2s → ・抑制(安全)
2.9|車: 22.2m 最接近予測1.6m 到達3.1s → ▲注意(中)域
3.0|車: 21.5m 最接近予測1.7m 到達3.0s → ・抑制(安全)
3.1|車: 20.8m 最接近予測1.8m 到達2.9s → ・抑制(安全)
3.2|車: 20.1m 最接近予測1.8m 到達2.8s → ・抑制(安全)
3.3|車: 19.4m 最接近予測1.8m 到達2.7s → ・抑制(安全)
3.4|車: 18.7m 最接近予測1.7m 到達2.6s → ・抑制(安全)
3.5|車: 18.0m 最接近予測1.6m 到達2.5s → ▲注意(中)域
3.6|車: 17.2m 最接近予測1.6m 到達2.4s → ・抑制(安全)
3.7|車: 16.5m 最接近予測1.7m 到達2.3s → ・抑制(安全)
3.8|車: 15.8m 最接近予測1.7m 到達2.2s → ・抑制(安全)
3.9|車: 15.1m 最接近予測1.7m 到達2.1s → ・抑制(安全)
4.0|車: 14.4m 最接近予測1.6m 到達2.0s → ・抑制(安全)
4.1|車: 13.7m 最接近予測1.6m 到達1.9s → ・抑制(安全)
4.2|車: 13.0m 最接近予測1.6m 到達1.8s → ▲注意(中)域
4.3|車: 12.3m 最接近予測1.6m 到達1.7s → ▲注意(中)域
4.4|車: 11.6m 最接近予測1.6m 到達1.6s → ▲注意(中)域
4.5|車: 10.9m 最接近予測1.5m 到達1.5s → ▲注意(中)域
4.6|車: 10.2m 最接近予測1.5m 到達1.4s → ▲注意(中)域
4.7|車: 9.5m 最接近予測1.5m 到達1.3s → ▲注意(中)域
4.8|車: 8.8m 最接近予測1.5m 到達1.2s → ▲注意(中)域
4.9|車: 8.1m 最接近予測1.5m 到達1.1s → ▲注意(中)域
5.0|車: 7.4m 最接近予測1.4m 到達1.0s → ▲注意(中)域
5.1|車: 6.7m 最接近予測1.4m 到達0.9s → ▲注意(中)域
5.2|車: 6.0m 最接近予測1.4m 到達0.8s → ▲注意(中)域
5.3|車: 5.4m 最接近予測1.3m 到達0.7s → ▲注意(中)域
5.4|車: 4.7m 最接近予測1.3m 到達0.7s → ★至近警告(強)域
5.5|車: 4.1m 最接近予測1.2m 到達0.6s → ★至近警告(強)域
5.6|車: 3.5m 最接近予測1.2m 到達0.5s → ★至近警告(強)域
5.7|車: 2.9m 最接近予測1.2m 到達0.4s → ★至近警告(強)域
5.8|車: 2.5m 最接近予測1.2m 到達0.3s → ★至近警告(強)域
5.9|車: 2.1m 最接近予測1.3m 到達0.3s → ★至近警告(強)域
6.0|車: 2.0m 最接近予測1.6m 到達0.2s → ▲注意(中)域
6.1|車: 2.1m 最接近予測2.0m 到達0.1s → ▲注意(中)域
6.2|車: 2.5m 最接近予測2.5m 到達0.0s → ▲注意(中)域
6.3|車: 2.9m → 計測中
6.4|車: 3.5m → 計測中
6.5|車: 4.1m → 計測中
6.6|車: 4.7m → 計測中
6.7|車: 5.4m → 計測中
6.8|車: 6.0m → 計測中
6.9|車: 6.7m → 計測中
7.0|車: 7.4m → 計測中
7.1|車: 8.1m → 計測中
7.2|車: 8.8m → 計測中
7.3|車: 9.5m → 計測中
7.4|車: 10.2m → 計測中
7.5|車: 10.9m → 計測中
7.6|車: 11.6m → 計測中
7.7|車: 12.3m → 計測中
7.8|車: 13.0m → 計測中
7.9|車: 13.7m → 計測中
8.0|車: 14.4m → 計測中
8.1|車: 15.1m → 計測中
8.2|車: 15.8m → 計測中
8.3|車: 16.5m → 計測中
8.4|車: 17.2m → 計測中
8.5|車: 18.0m → 計測中
8.6|車: 18.7m → 計測中
8.7|車: 19.4m → 計測中
8.8|車: 20.1m → 計測中
8.9|車: 20.8m → 計測中
9.0|車: 21.5m → 計測中
9.1|車: 22.2m → 計測中
9.2|車: 22.9m → 計測中
9.3|車: 23.6m → 計測中
9.4|車: 24.4m → 計測中
9.5|車: 25.1m → 計測中
9.6|車: 25.8m → 計測中
9.7|車: 26.5m → 計測中
9.8|車: 27.2m → 計測中
9.9|車: 27.9m → 計測中
