0.0|
0.1|
0.2|車: 48.3m → 計測中
0.3|車: 47.5m → 計測中  ／  車: 91.2m → 計測中
0.4|車: 46.7m → 計測中  ／  車: 90.1m → 計測中
0.5|車: 45.8m → 計測中  ／  車: 89.0m → 計測中
0.6|車: 45.0m → 計測中  ／  車: 87.9m → 計測中
0.7|車: 44.2m → 計測中  ／  車: 86.8m → 計測中
0.8|車: 43.3m → 計測中  ／  車: 85.7m → 計測中
0.9|車: 42.5m → 計測中  ／  車: 84.6m → 計測中
1.0|車: 41.7m → 計測中  ／  車: 83.5m → 計測中
1.1|車: 40.9m → 計測中  ／  車: 82.3m → 計測中
1.2|車: 40.0m → 計測中  ／  車: 81.2m → 計測中
1.3|車: 39.2m → 計測中  ／  車: 80.1m → 計測中
1.4|車: 38.4m → 計測中  ／  車: 79.0m → 計測中
1.5|車: 37.5m → 計測中  ／  車: 77.9m → 計測中
1.6|車: 36.7m → 計測中  ／  車: 76.8m → 計測中
1.7|車: 35.9m → 計測中  ／  車: 75.7m → 計測中
1.8|車: 35.0m → 計測中  ／  車: 74.6m → 計測中
1.9|車: 34.2m → 計測中  ／  車: 73.5m → 計測中
2.0|車: 33.4m → 計測中  ／  車: 72.4m → 計測中
2.1|車: 32.5m → 計測中  ／  車: 71.2m → 計測中
2.2|車: 31.7m → 計測中  ／  車: 70.1m → 計測中
2.3|車: 30.9m → 計測中  ／  車: 69.0m → 計測中
2.4|車: 30.0m → 計測中  ／  車: 67.9m → 計測中
2.5|車: 29.2m 最接近予測0.9m 到達3.5s → ▲注意(中)域  ／  車: 66.8m → 計測中
2.6|車: 28.4m 最接近予測0.8m 到達3.4s → ▲注意(中)域  ／  車: 65.7m → 計測中
2.7|車: 27.5m 最接近予測0.8m 到達3.3s → ▲注意(中)域  ／  車: 64.6m → 計測中
2.8|車: 26.7m 最接近予測0.7m 到達3.2s → ▲注意(中)域  ／  車: 63.5m → 計測中
2.9|車: 25.9m 最接近予測1.0m 到達3.1s → ▲注意(中)域  ／  車: 62.4m → 計測中
3.0|車: 25.0m 最接近予測0.8m 到達3.0s → ▲注意(中)域  ／  車: 61.3m → 計測中
3.1|車: 24.2m 最接近予測0.9m 到達2.9s → ▲注意(中)域  ／  車: 60.2m → 計測中
3.2|車: 23.4m 最接近予測0.8m 到達2.8s → ▲注意(中)域  ／  車: 59.1m → 計測中
3.3|車: 22.5m 最接近予測0.8m 到達2.7s → ▲注意(中)域  ／  車: 58.0m → 計測中
3.4|車: 21.7m 最接近予測1.0m 到達2.6s → ▲注意(中)域  ／  車: 56.9m → 計測中
3.5|車: 20.9m 最接近予測0.9m 到達2.5s → ▲注意(中)域  ／  車: 55.7m → 計測中
3.6|車: 20.0m 最接近予測0.8m 到達2.4s → ★至近警告(強)域  ／  車: 54.6m → 計測中
3.7|車: 19.2m 最接近予測0.8m 到達2.3s → ★至近警告(強)域  ／  車: 53.5m → 計測中
3.8|車: 18.4m 最接近予測0.7m 到達2.2s → ★至近警告(強)域  ／  車: 52.4m → 計測中
3.9|車: 17.5m 最接近予測0.8m 到達2.1s → ★至近警告(強)域  ／  車: 51.3m → 計測中
4.0|車: 16.7m 最接近予測0.9m 到達2.0s → ★至近警告(強)域  ／  車: 50.2m → 計測中
4.1|車: 15.9m 最接近予測0.8m 到達1.9s → ★至近警告(強)域  ／  車: 49.1m → 計測中
4.2|車: 15.0m 最接近予測0.8m 到達1.8s → ★至近警告(強)域  ／  車: 48.0m → 計測中
4.3|車: 14.2m 最接近予測0.7m 到達1.7s → ★至近警告(強)域  ／  車: 46.9m → 計測中
4.4|車: 13.4m 最接近予測0.7m 到達1.6s → ★至近警告(強)域  ／  車: 45.8m → 計測中
4.5|車: 12.5m 最接近予測0.8m 到達1.5s → ★至近警告(強)域  ／  車: 44.7m → 計測中
4.6|車: 11.7m 最接近予測0.8m 到達1.4s → ★至近警告(強)域  ／  車: 43.6m → 計測中
4.7|車: 10.9m 最接近予測0.7m 到達1.3s → ★至近警告(強)域  ／  車: 42.5m → 計測中
4.8|車: 10.1m 最接近予測0.7m 到達1.2s → ★至近警告(強)域  ／  車: 41.4m → 計測中
4.9|車: 9.2m 最接近予測0.7m 到達1.1s → ★至近警告(強)域  ／  車: 40.2m → 計測中
5.0|車: 8.4m 最接近予測0.7m 到達1.0s → ★至近警告(強)域  ／  車: 39.1m → 計測中
