0.0|
0.1|
0.2|車: 41.5m → 計測中
0.3|車: 40.8m → 計測中
0.4|車: 40.1m → 計測中
0.5|車: 39.4m → 計測中
0.6|車: 38.7m → 計測中
0.7|車: 38.0m → 計測中
0.8|車: 37.3m → 計測中
0.9|車: 36.6m → 計測中
1.0|車: 35.9m → 計測中
1.1|車: 35.2m → 計測中
1.2|車: 34.4m → 計測中
1.3|車: 33.7m → 計測中
1.4|車: 33.0m → 計測中
1.5|車: 32.3m → 計測中
1.6|車: 31.6m → 計測中
1.7|車: 30.9m → 計測中
1.8|車: 30.2m → 計測中
1.9|車: 29.5m 最接近予測3.2m 到達4.1s → ・抑制(安全)
2.0|車: 28.8m 最接近予測3.2m 到達4.0s → ・抑制(安全)
2.1|車: 28.1m 最接近予測3.3m 到達3.9s → ・抑制(安全)
2.2|車: 27.4m 最接近予測3.1m 到達3.8s → ・抑制(安全)
2.3|車: 26.6m 最接近予測3.1m 到達3.7s → ・抑制(安全)
2.4|車: 25.9m 最接近予測3.3m 到達3.6s → ・抑制(安全)
2.5|車: 25.2m 最接近予測3.1m 到達3.5s → ・抑制(安全)
2.6|車: 24.5m 最接近予測2.9m 到達3.4s → ・抑制(安全)
2.7|車: 23.8m 最接近予測2.8m 到達3.3s → ・抑制(安全)
2.8|車: 23.1m 最接近予測2.9m 到達3.2s → ・抑制(安全)
2.9|車: 22.4m 最接近予測3.1m 到達3.1s → ・抑制(安全)
3.0|車: 21.7m 最接近予測3.2m 到達3.0s → ・抑制(安全)
3.1|車: 21.0m 最接近予測3.2m 到達2.9s → ・抑制(安全)
3.2|車: 20.3m 最接近予測3.0m 到達2.8s → ・抑制(安全)
3.3|車: 19.6m 最接近予測2.8m 到達2.7s → ・抑制(安全)
3.4|車: 18.9m 最接近予測2.8m 到達2.6s → ・抑制(安全)
3.5|車: 18.2m 最接近予測2.8m 到達2.5s → ・抑制(安全)
3.6|車: 17.5m 最接近予測3.0m 到達2.4s → ・抑制(安全)
3.7|車: 16.8m 最接近予測3.0m 到達2.3s → ・抑制(安全)
3.8|車: 16.1m 最接近予測3.0m 到達2.2s → ・抑制(安全)
3.9|車: 15.4m 最接近予測2.9m 到達2.1s → ・抑制(安全)
4.0|車: 14.7m 最接近予測2.8m 到達2.0s → ・抑制(安全)
4.1|車: 14.0m 最接近予測2.8m 到達1.9s → ・抑制(安全)
4.2|車: 13.3m 最接近予測2.8m 到達1.8s → ・抑制(安全)
4.3|車: 12.6m 最接近予測2.9m 到達1.7s → ・抑制(安全)
4.4|車: 11.9m 最接近予測2.8m 到達1.6s → ・抑制(安全)
4.5|車: 11.3m 最接近予測2.8m 到達1.5s → ・抑制(安全)
4.6|車: 10.6m 最接近予測2.7m 到達1.5s → ・抑制(安全)
4.7|車: 9.9m 最接近予測2.7m 到達1.4s → ・抑制(安全)
4.8|車: 9.2m 最接近予測2.7m 到達1.3s → ・抑制(安全)
4.9|車: 8.6m 最接近予測2.7m 到達1.2s → ・抑制(安全)
5.0|車: 8.0m 最接近予測2.6m 到達1.1s → ・抑制(安全)
5.1|車: 7.3m 最接近予測2.6m 到達1.0s → ・抑制(安全)
5.2|車: 6.7m 最接近予測2.6m 到達0.9s → ・抑制(安全)
5.3|車: 6.1m 最接近予測2.5m 到達0.8s → ・抑制(安全)
5.4|車: 5.5m 最接近予測2.5m 到達0.7s → ・抑制(安全)
5.5|車: 5.0m 最接近予測2.5m 到達0.6s → ・抑制(安全)
5.6|車: 4.5m 最接近予測2.5m 到達0.6s → ・抑制(安全)
5.7|車: 4.1m 最接近予測2.6m 到達0.5s → ・抑制(安全)
5.8|車: 3.8m 最接近予測2.7m 到達0.4s → ・抑制(安全)
5.9|車: 3.6m 最接近予測2.9m 到達0.3s → ・抑制(安全)
6.0|車: 3.5m 最接近予測3.2m 到達0.2s → ・抑制(安全)
6.1|車: 3.6m 最接近予測3.5m 到達0.1s → ・抑制(安全)
6.2|車: 3.8m 最接近予測3.8m 到達0.0s → ・抑制(安全)
6.3|車: 4.1m → 計測中
6.4|車: 4.5m → 計測中
6.5|車: 5.0m → 計測中
6.6|車: 5.5m → 計測中
6.7|車: 6.1m → 計測中
6.8|車: 6.7m → 計測中
6.9|車: 7.3m → 計測中
7.0|車: 8.0m → 計測中
7.1|車: 8.6m → 計測中
7.2|車: 9.2m → 計測中
7.3|車: 9.9m → 計測中
7.4|車: 10.6m → 計測中
7.5|車: 11.3m → 計測中
7.6|車: 11.9m → 計測中
7.7|車: 12.6m → 計測中
7.8|車: 13.3m → 計測中
7.9|車: 14.0m → 計測中
8.0|車: 14.7m → 計測中
8.1|車: 15.4m → 計測中
8.2|車: 16.1m → 計測中
8.3|車: 16.8m → 計測中
8.4|車: 17.5m → 計測中
8.5|車: 18.2m → 計測中
8.6|車: 18.9m → 計測中
8.7|車: 19.6m → 計測中
8.8|車: 20.3m → 計測中
8.9|車: 21.0m → 計測中
9.0|車: 21.7m → 計測中
9.1|車: 22.4m → 計測中
9.2|車: 23.1m → 計測中
9.3|車: 23.8m → 計測中
9.4|車: 24.5m → 計測中
9.5|車: 25.2m → 計測中
9.6|車: 25.9m → 計測中
9.7|車: 26.6m → 計測中
9.8|車: 27.4m → 計測中
9.9|車: 28.1m → 計測中
