0.0|踏切: 検出 -132°
0.1|踏切: 検出 -132°  ／  車: 48.8m → 計測中
0.2|踏切: 検出 -132°  ／  車: 48.1m → 計測中
0.3|踏切: 検出 -132°  ／  車: 47.4m → 計測中
0.4|踏切: 検出 -132°  ／  車: 46.7m → 計測中
0.5|踏切: 検出 -132°  ／  車: 46.0m → 計測中
0.6|踏切: 検出 -132°  ／  車: 45.3m → 計測中
0.7|踏切: 検出 -132°  ／  車: 44.6m → 計測中
0.8|踏切: 検出 -132°  ／  車: 43.9m → 計測中
0.9|踏切: 検出 -132°  ／  車: 43.2m → 計測中
1.0|踏切: 検出 -132°  ／  車: 42.5m → 計測中
1.1|踏切: 検出 -132°  ／  車: 41.8m → 計測中
1.2|踏切: 検出 -132°  ／  車: 41.1m → 計測中
1.3|踏切: 検出 -132°  ／  車: 40.4m → 計測中
1.4|踏切: 検出 -132°  ／  車: 39.7m → 計測中
1.5|踏切: 検出 -132°  ／  車: 39.0m → 計測中
1.6|踏切: 検出 -132°  ／  車: 38.3m → 計測中
1.7|踏切: 検出 -132°  ／  車: 37.6m → 計測中
1.8|踏切: 検出 -132°  ／  車: 36.9m → 計測中
1.9|踏切: 検出 -132°  ／  車: 36.2m → 計測中
2.0|踏切: 検出 -132°  ／  車: 35.5m → 計測中
2.1|踏切: 検出 -132°  ／  車: 34.8m → 計測中
2.2|踏切: 検出 -132°  ／  車: 34.1m → 計測中
2.3|踏切: 検出 -132°  ／  車: 33.4m → 計測中
2.4|踏切: 検出 -132°  ／  車: 32.7m → 計測中
2.5|踏切: 検出 -132°  ／  車: 32.0m → 計測中
2.6|踏切: 検出 -132°  ／  車: 31.3m → 計測中
2.7|踏切: 検出 -132°  ／  車: 30.6m → 計測中  ／  自転車ベル: 検出 82°
2.8|踏切: 検出 -132°  ／  車: 29.9m 最接近予測0.0m 到達4.3s → ・抑制(安全)  ／  自転車ベル: 検出 84°
2.9|踏切: 検出 -132°  ／  車: 29.2m 最接近予測4.3m 到達4.1s → ・抑制(安全)  ／  自転車ベル: 検出 86°
3.0|踏切: 検出 -132°  ／  車: 28.6m 最接近予測6.0m 到達3.9s → ・抑制(安全)  ／  自転車ベル: 検出 87°
3.1|踏切: 検出 -132°  ／  車: 27.9m 最接近予測5.7m 到達3.9s → ・抑制(安全)  ／  自転車ベル: 検出 89°
3.2|踏切: 検出 -132°  ／  車: 27.2m 最接近予測3.7m 到達3.8s → ・抑制(安全)  ／  自転車ベル: 検出 91°
3.3|踏切: 検出 -132°  ／  車: 26.5m 最接近予測3.5m 到達3.8s → ・抑制(安全)  ／  自転車ベル: 検出 92°
3.4|踏切: 検出 -132°  ／  車: 25.8m 最接近予測4.9m 到達3.6s → ・抑制(安全)  ／  自転車ベル: 検出 94°
3.5|踏切: 検出 -132°  ／  車: 25.1m 最接近予測4.7m 到達3.5s → ・抑制(安全)  ／  自転車ベル: 検出 96°
3.6|踏切: 検出 -132°  ／  車: 24.4m 最接近予測3.0m 到達3.5s → ・抑制(安全)  ／  自転車ベル: 検出 98°
3.7|踏切: 検出 -132°  ／  車: 23.7m 最接近予測2.8m 到達3.4s → ・抑制(安全)  ／  自転車ベル: 検出 99°
3.8|踏切: 検出 -132°  ／  車: 23.0m 最接近予測4.0m 到達3.2s → ・抑制(安全)  ／  自転車ベル: 検出 101°
3.9|踏切: 検出 -132°  ／  車: 22.3m 最接近予測6.1m 到達3.0s → ・抑制(安全)  ／  自転車ベル: 検出 103°
4.0|踏切: 検出 -132°  ／  車: 21.7m 最接近予測5.7m 到達2.9s → ・抑制(安全)  ／  自転車ベル: 検出 104°
4.1|踏切: 検出 -132°  ／  車: 21.0m 最接近予測3.3m 到達3.0s → ・抑制(安全)  ／  自転車ベル: 検出 106°
4.2|踏切: 検出 -132°  ／  車: 20.3m 最接近予測4.1m 到達2.8s → ・抑制(安全)  ／  自転車ベル: 検出 107°
4.3|踏切: 検出 -132°  ／  車: 19.6m 最接近予測2.9m 到達2.8s → ・抑制(安全)  ／  自転車ベル: 検出 109°
4.4|踏切: 検出 -132°  ／  車: 18.9m 最接近予測4.5m 到達2.6s → ・抑制(安全)  ／  自転車ベル: 検出 110°
4.5|踏切: 検出 -132°  ／  車: 18.2m 最接近予測4.2m 到達2.5s → ・抑制(安全)  ／  自転車ベル: 検出 112°
4.6|踏切: 検出 -132°  ／  車: 17.6m 最接近予測3.9m 到達2.5s → ・抑制(安全)  ／  自転車ベル: 検出 113°
4.7|踏切: 検出 -132°  ／  車: 16.9m 最接近予測4.9m 到達2.3s → ・抑制(安全)  ／  自転車ベル: 検出 115°
4.8|踏切: 検出 -132°  ／  車: 16.2m 最接近予測3.9m 到達2.3s → ・抑制(安全)  ／  自転車ベル: 検出 116°
4.9|踏切: 検出 -132°  ／  車: 15.6m 最接近予測4.2m 到達2.1s → ・抑制(安全)  ／  自転車ベル: 検出 118°
5.0|踏切: 検出 -132°  ／  車: 14.9m 最接近予測3.9m 到達2.1s → ・抑制(安全)  ／  自転車ベル: 検出 119°
5.1|踏切: 検出 -132°  ／  車: 14.2m 最接近予測4.1m 到達2.0s → ・抑制(安全)  ／  自転車ベル: 検出 120°
5.2|踏切: 検出 -132°  ／  車: 13.6m 最接近予測4.6m 到達1.8s → ・抑制(安全)  ／  自転車ベル: 検出 122°
5.3|踏切: 検出 -132°  ／  車: 12.9m 最接近予測4.2m 到達1.8s → ・抑制(安全)  ／  自転車ベル: 検出 123°
5.4|踏切: 検出 -132°  ／  車: 12.3m 最接近予測3.8m 到達1.7s → ・抑制(安全)  ／  自転車ベル: 検出 124°
5.5|踏切: 検出 -132°  ／  車: 11.6m 最接近予測4.1m 到達1.6s → ・抑制(安全)  ／  自転車ベル: 検出 125°
5.6|踏切: 検出 -132°  ／  車: 11.0m 最接近予測4.0m 到達1.5s → ・抑制(安全)  ／  自転車ベル: 検出 126°
5.7|踏切: 検出 -132°  ／  車: 10.4m 最接近予測4.1m 到達1.4s → ・抑制(安全)  ／  自転車ベル: 検出 127°
5.8|踏切: 検出 -132°  ／  車: 9.8m 最接近予測4.1m 到達1.3s → ・抑制(安全)  ／  自転車ベル: 検出 128°
5.9|踏切: 検出 -132°  ／  車: 9.2m 最接近予測3.9m 到達1.2s → ・抑制(安全)  ／  自転車ベル: 検出 129°
6.0|踏切: 検出 -132°  ／  車: 8.6m 最接近予測4.1m 到達1.1s → ・抑制(安全)  ／  自転車ベル: 検出 130°
6.1|踏切: 検出 -132°  ／  車: 8.0m 最接近予測3.8m 到達1.0s → ・抑制(安全)  ／  自転車ベル: 検出 131°
6.2|踏切: 検出 -132°  ／  車: 7.5m 最接近予測3.9m 到達0.9s → ・抑制(安全)  ／  自転車ベル: 検出 132°
6.3|踏切: 検出 -132°  ／  車: 6.9m 最接近予測3.8m 到達0.9s → ・抑制(安全)  ／  自転車ベル: 検出 133°
6.4|踏切: 検出 -132°  ／  車: 6.5m 最接近予測3.9m 到達0.8s → ・抑制(安全)  ／  自転車ベル: 検出 134°
6.5|踏切: 検出 -132°  ／  車: 6.0m 最接近予測4.0m 到達0.7s → ・抑制(安全)  ／  自転車ベル: 検出 135°
6.6|踏切: 検出 -132°  ／  車: 5.6m 最接近予測4.1m 到達0.6s → ・抑制(安全)  ／  自転車ベル: 検出 136°
6.7|踏切: 検出 -132°  ／  車: 5.3m 最接近予測4.2m 到達0.5s → ・抑制(安全)  ／  自転車ベル: 検出 137°
6.8|踏切: 検出 -132°  ／  車: 5.1m 最接近予測4.3m 到達0.4s → ・抑制(安全)  ／  自転車ベル: 検出 137°
6.9|踏切: 検出 -132°  ／  車: 4.9m 最接近予測4.4m 到達0.3s → ・抑制(安全)  ／  自転車ベル: 検出 138°
7.0|踏切: 検出 -132°  ／  車: 4.9m 最接近予測4.6m 到達0.2s → ・抑制(安全)  ／  自転車ベル: 検出 139°
7.1|踏切: 検出 -132°  ／  車: 4.9m 最接近予測4.8m 到達0.1s → ・抑制(安全)  ／  自転車ベル: 検出 140°
7.2|踏切: 検出 -132°  ／  車: 5.0m 最接近予測5.0m 到達0.0s → ・抑制(安全)  ／  自転車ベル: 検出 140°
7.3|踏切: 検出 -132°  ／  車: 5.2m → 計測中  ／  自転車ベル: 検出 141°
7.4|踏切: 検出 -132°  ／  車: 5.5m → 計測中  ／  自転車ベル: 検出 142°
7.5|踏切: 検出 -132°  ／  車: 5.9m → 計測中  ／  自転車ベル: 検出 142°
7.6|踏切: 検出 -132°  ／  車: 6.3m → 計測中
7.7|踏切: 検出 -132°  ／  車: 6.8m → 計測中
7.8|踏切: 検出 -132°  ／  車: 7.3m → 計測中
7.9|踏切: 検出 -132°  ／  車: 7.8m → 計測中
8.0|踏切: 検出 -132°  ／  車: 8.3m → 計測中
8.1|踏切: 検出 -132°  ／  車: 8.9m → 計測中
8.2|踏切: 検出 -132°  ／  車: 9.5m → 計測中
8.3|踏切: 検出 -132°  ／  車: 10.1m → 計測中
8.4|踏切: 検出 -132°  ／  車: 10.6m → 計測中
8.5|踏切: 検出 -132°  ／  車: 11.2m → 計測中
8.6|踏切: 検出 -132°  ／  車: 11.9m → 計測中
8.7|踏切: 検出 -132°  ／  車: 12.5m → 計測中
8.8|踏切: 検出 -132°  ／  車: 13.1m → 計測中
8.9|踏切: 検出 -132°  ／  車: 13.7m → 計測中
9.0|踏切: 検出 -132°  ／  車: 14.4m → 計測中
9.1|踏切: 検出 -132°  ／  車: 15.0m → 計測中
9.2|踏切: 検出 -132°  ／  車: 15.7m → 計測中
9.3|踏切: 検出 -132°  ／  車: 16.3m → 計測中
9.4|踏切: 検出 -132°  ／  車: 16.9m → 計測中
9.5|踏切: 検出 -132°  ／  車: 17.6m → 計測中
9.6|踏切: 検出 -132°  ／  車: 18.2m → 計測中
9.7|踏切: 検出 -132°  ／  車: 18.9m → 計測中
9.8|踏切: 検出 -132°  ／  車: 19.6m → 計測中
9.9|踏切: 検出 -132°  ／  車: 20.2m → 計測中
