frame,class,snr_a_db
0,4,-3.45
1,4,-0.47
2,4,0.09
3,4,-0.06
4,4,0.74
5,4,-0.13
6,4,0.4
7,4,0.09
8,4,0.05
9,4,0.04
10,4,-0.22
11,4,-0.2
12,4,0.29
13,4,0.21
14,4,0.82
15,4,0.76
16,4,1.0
17,4,1.18
18,4,0.89
19,4,1.28
20,4,0.92
21,4,1.21
22,4,2.11
23,4,2.25
24,4,2.43
25,4,2.45
26,4,2.9
27,4,2.86
28,4,2.72
29,4,3.45
30,4,4.59
31,4,3.93
32,4,4.28
33,4,4.55
34,4,4.11
35,4,4.06
36,4,4.33
37,4,5.6
38,4,5.27
39,4,5.33
40,4,6.2
41,4,5.59
42,4,5.35
43,4,6.15
44,4,5.59
45,4,5.66
46,4,5.66
47,4,6.22
48,4,8.06
49,4,7.97
50,4,7.14
51,4,8.37
52,4,8.32
53,4,8.17
54,4,8.45
55,4,9.65
56,4,8.89
57,4,9.54
58,4,10.71
59,4,11.08
60,4,10.0
61,4,10.57
62,4,11.65
63,4,11.49
64,4,12.18
65,4,14.13
66,4,13.38
67,4,13.28
68,4,14.2
69,4,13.52
70,4,14.29
71,4,14.68
72,4,14.38
73,4,16.05
74,4,15.57
75,4,15.62
76,4,16.76
77,4,16.05
78,4,16.66
79,4,16.13
80,4,15.15
81,4,16.02
82,4,14.53
83,4,15.35
84,4,14.54
85,4,14.92
86,4,15.18
87,4,13.82
88,4,13.78
89,4,13.69
90,4,13.09
91,4,12.59
92,4,11.79
93,4,11.68
94,4,10.93
95,4,11.24
96,4,10.5
97,4,9.92
98,4,9.93
99,4,9.68
