frame,class,snr_a_db
0,4,-1.5
1,4,6.55
2,4,6.48
3,4,6.87
4,4,7.27
5,4,7.5
6,4,7.94
7,4,7.85
8,4,7.89
9,4,8.25
10,4,8.85
11,4,8.96
12,4,9.07
13,4,9.44
14,4,9.51
15,4,11.06
16,4,9.8
17,4,10.55
18,4,10.48
19,4,10.12
20,4,11.0
21,4,11.3
22,4,11.62
23,4,11.16
24,4,11.57
25,4,12.03
26,4,10.43
27,4,11.06
28,4,10.66
29,4,10.99
30,4,12.36
31,4,13.77
32,4,12.49
33,4,13.52
34,4,13.12
35,4,12.85
36,4,13.96
37,4,14.98
38,4,14.89
39,4,16.08
40,4,16.08
41,4,15.42
42,4,15.72
43,4,16.51
44,4,16.23
45,4,17.48
46,4,18.13
47,4,18.38
48,4,18.21
49,4,17.99
50,4,18.86
51,4,19.58
52,4,20.53
53,4,20.52
54,4,20.48
55,4,21.14
56,4,21.74
57,4,23.52
58,4,23.67
59,4,24.49
60,4,24.32
61,4,25.31
62,4,27.27
63,4,28.41
64,4,28.85
65,4,31.33
66,4,33.13
67,4,34.46
68,4,35.92
69,4,34.4
70,4,32.06
71,4,30.9
72,4,29.69
73,4,27.43
74,4,26.91
75,4,26.38
76,4,24.75
77,4,23.91
78,4,23.87
79,4,23.07
80,4,22.24
81,4,22.13
82,4,20.64
83,4,20.79
84,4,20.2
85,4,20.21
86,4,19.07
87,4,18.29
88,4,18.48
89,4,17.87
90,4,17.99
91,4,16.95
92,4,15.92
93,4,15.18
94,4,15.53
95,4,15.45
96,4,14.79
97,4,15.03
98,4,14.06
99,4,15.04
0,3,-494.77
1,3,-494.72
2,3,-494.57
3,3,-494.81
4,3,-494.56
5,3,-494.52
6,3,-494.7
7,3,-494.63
8,3,-494.82
9,3,-494.89
10,3,-494.2
11,3,-494.41
12,3,-495.05
13,3,-495.02
14,3,-495.08
15,3,-493.99
16,3,-494.48
17,3,-494.46
18,3,-494.98
19,3,-494.67
20,3,-494.26
21,3,-495.0
22,3,-494.24
23,3,-494.81
24,3,-494.6
25,3,-494.48
26,3,-495.58
27,3,-495.13
28,3,-494.68
29,3,-495.3
30,3,-494.82
31,3,-494.22
32,3,-494.6
33,3,-494.55
34,3,-494.57
35,3,-494.68
36,3,-494.49
37,3,-494.09
38,3,-494.69
39,3,-494.17
40,3,-494.31
41,3,-494.73
42,3,-494.82
43,3,-494.81
44,3,-494.82
45,3,-494.4
46,3,-493.67
47,3,0.09
48,3,15.51
49,3,16.26
50,3,13.16
51,3,9.75
52,3,6.4
53,3,3.14
54,3,-0.13
55,3,-3.09
56,3,-6.76
57,3,-494.59
58,3,-494.59
59,3,-494.35
60,3,-495.0
61,3,-495.14
62,3,-494.62
63,3,-494.5
64,3,-494.93
65,3,-494.69
66,3,-495.02
67,3,-494.86
68,3,-494.26
69,3,-495.02
70,3,-494.98
71,3,-494.34
72,3,-494.59
73,3,-494.74
74,3,-494.72
75,3,-494.48
76,3,-494.51
77,3,-494.58
78,3,-494.63
79,3,-494.17
80,3,-494.65
81,3,-494.79
82,3,-494.87
83,3,-494.33
84,3,-494.09
85,3,-494.55
86,3,-494.93
87,3,-494.58
88,3,-494.04
89,3,-494.44
90,3,-494.0
91,3,-495.11
92,3,-495.19
93,3,-495.39
94,3,-495.06
95,3,-494.86
96,3,-495.1
97,3,-494.52
98,3,-494.79
99,3,-493.92
