frame,class,snr_a_db
0,4,-178.42
1,4,-1.65
2,4,-0.61
3,4,-1.15
4,4,-0.85
5,4,0.16
6,4,0.0
7,4,0.11
8,4,-0.1
9,4,-0.83
10,4,0.65
11,4,1.24
12,4,1.17
13,4,1.9
14,4,2.68
15,4,1.45
16,4,2.08
17,4,3.04
18,4,3.67
19,4,3.66
20,4,4.54
21,4,3.67
22,4,4.31
23,4,4.44
24,4,4.5
25,4,5.03
26,4,5.34
27,4,5.63
28,4,5.11
29,4,5.19
30,4,5.25
31,4,6.36
32,4,7.42
33,4,7.75
34,4,7.76
35,4,8.18
36,4,7.53
37,4,8.18
38,4,8.52
39,4,8.68
40,4,9.38
41,4,10.2
42,4,10.2
43,4,9.65
44,4,12.26
45,4,11.9
46,4,11.07
47,4,11.65
48,4,12.12
49,4,12.22
50,4,12.96
51,4,14.68
52,4,14.89
53,4,15.59
54,4,16.31
55,4,17.49
56,4,17.41
57,4,19.02
58,4,19.5
59,4,19.53
60,4,21.52
61,4,23.06
62,4,24.17
63,4,26.1
64,4,28.23
65,4,29.28
66,4,27.94
67,4,26.42
68,4,24.58
69,4,22.59
70,4,22.03
71,4,20.61
72,4,19.5
73,4,18.47
74,4,17.46
75,4,15.24
76,4,15.38
77,4,16.52
78,4,14.95
79,4,14.14
80,4,14.42
81,4,13.33
82,4,12.65
83,4,12.81
84,4,12.53
85,4,10.46
86,4,10.27
87,4,10.49
88,4,10.4
89,4,9.95
90,4,8.41
91,4,8.8
92,4,9.47
93,4,8.07
94,4,7.47
95,4,7.99
96,4,7.44
97,4,6.77
98,4,6.32
99,4,5.7
