frame,class,snr_a_db
0,4,-503.86
1,4,-503.5
2,4,-5.17
3,4,-4.11
4,4,-3.18
5,4,-4.48
6,4,-4.57
7,4,-4.18
8,4,-3.81
9,4,-4.14
10,4,-4.46
11,4,-4.9
12,4,-2.9
13,4,-3.32
14,4,-3.4
15,4,-3.24
16,4,-2.92
17,4,-3.26
18,4,-3.05
19,4,-3.23
20,4,-2.14
21,4,-2.37
22,4,-2.48
23,4,-2.9
24,4,-3.19
25,4,-3.44
26,4,-2.71
27,4,-3.15
28,4,-2.11
29,4,-2.3
30,4,-1.68
31,4,-2.7
32,4,-1.77
33,4,-1.49
34,4,-1.37
35,4,-2.65
36,4,-2.3
37,4,-2.08
38,4,-1.4
39,4,-0.66
40,4,-1.48
41,4,-1.73
42,4,-1.37
43,4,-2.32
44,4,-0.6
45,4,-1.22
46,4,-0.92
47,4,-1.11
48,4,-1.86
49,4,-0.01
50,4,-0.31
51,4,0.16
52,4,0.4
53,4,0.49
54,4,1.49
55,4,1.48
56,4,1.14
57,4,2.2
58,4,2.76
59,4,3.44
60,4,3.86
61,4,4.33
62,4,6.0
63,4,4.41
64,4,4.95
65,4,7.61
66,4,6.39
67,4,7.84
68,4,7.89
69,4,9.04
70,4,8.42
71,4,9.42
72,4,9.92
73,4,9.31
74,4,11.07
75,4,12.15
76,4,12.47
77,4,11.87
78,4,12.49
79,4,15.4
80,4,15.4
81,4,16.04
82,4,17.71
83,4,18.79
84,4,20.4
85,4,22.27
86,4,21.78
87,4,22.05
88,4,22.0
89,4,21.63
90,4,21.04
91,4,19.21
92,4,17.54
93,4,16.77
94,4,16.49
95,4,14.37
96,4,14.67
97,4,13.72
98,4,13.76
99,4,12.81
