frame,class,snr_a_db
0,4,3.86
1,4,11.61
2,4,13.05
3,4,11.62
4,4,12.48
5,4,12.36
6,4,11.85
7,4,13.11
8,4,11.36
9,4,13.58
10,4,13.12
11,4,13.15
12,4,13.1
13,4,12.86
14,4,13.11
15,4,14.26
16,4,14.62
17,4,14.82
18,4,14.8
19,4,15.29
20,4,14.96
21,4,15.34
22,4,14.74
23,4,16.35
24,4,16.21
25,4,17.28
26,4,17.47
27,4,15.74
28,4,17.75
29,4,18.37
30,4,18.39
31,4,17.66
32,4,18.64
33,4,19.88
34,4,21.12
35,4,19.93
36,4,20.47
37,4,20.86
38,4,21.53
39,4,21.01
40,4,22.13
41,4,20.06
42,4,22.35
43,4,23.07
44,4,23.51
45,4,23.31
46,4,23.75
47,4,22.88
48,4,24.42
49,4,24.68
50,4,25.73
51,4,24.66
52,4,25.24
53,4,27.47
54,4,26.74
55,4,27.76
56,4,28.26
57,4,29.22
58,4,29.27
59,4,30.23
60,4,30.94
61,4,32.24
62,4,32.96
63,4,34.34
64,4,35.83
65,4,36.05
66,4,38.23
67,4,39.89
68,4,41.41
69,4,41.48
70,4,41.86
71,4,38.87
72,4,37.15
73,4,36.64
74,4,35.11
75,4,34.04
76,4,33.04
77,4,31.38
78,4,31.14
79,4,30.58
80,4,30.35
81,4,28.48
82,4,28.22
83,4,27.51
84,4,28.24
85,4,26.81
86,4,25.81
87,4,26.08
88,4,25.32
89,4,24.68
90,4,24.56
91,4,23.16
92,4,23.32
93,4,23.24
94,4,23.47
95,4,22.14
96,4,22.43
97,4,21.92
98,4,21.5
99,4,20.47
0,2,-491.06
1,2,-491.59
2,2,-490.54
3,2,-492.17
4,2,-491.32
5,2,-491.83
6,2,-491.4
7,2,-490.67
8,2,-492.1
9,2,-490.93
10,2,-491.42
11,2,-491.32
12,2,-491.34
13,2,-491.53
14,2,-492.09
15,2,-490.59
16,2,-490.99
17,2,-490.79
18,2,-491.15
19,2,-490.83
20,2,-491.29
21,2,-491.23
22,2,-491.96
23,2,-491.39
24,2,-491.24
25,2,-491.13
26,2,-491.24
27,2,-492.4
28,2,-490.98
29,2,-490.73
30,2,-491.29
31,2,-491.97
32,2,-491.61
33,2,-491.09
34,2,-490.8
35,2,-491.57
36,2,-491.49
37,2,-491.32
38,2,-491.27
39,2,-491.67
40,2,-491.46
41,2,-492.98
42,2,-491.48
43,2,-490.66
44,2,-491.26
45,2,-490.99
46,2,-490.84
47,2,-491.84
48,2,-491.4
49,2,-491.08
50,2,-491.2
51,2,26.33
52,2,27.73
53,2,24.67
54,2,-9.41
55,2,-491.28
56,2,-491.82
57,2,-491.49
58,2,-491.78
59,2,30.23
60,2,32.81
61,2,33.99
62,2,33.8
63,2,33.39
64,2,-391.0
65,2,-491.88
66,2,-490.89
67,2,-491.24
68,2,-141.7
69,2,32.49
70,2,33.31
71,2,32.5
72,2,31.23
73,2,29.7
74,2,-491.18
75,2,-490.57
76,2,-491.33
77,2,-491.56
78,2,2.41
79,2,26.21
80,2,25.48
81,2,24.13
82,2,20.74
83,2,-491.16
84,2,-490.57
85,2,-491.46
86,2,-491.49
87,2,-491.27
88,2,-491.17
89,2,-491.14
90,2,-491.14
91,2,-491.55
92,2,-491.13
93,2,-491.19
94,2,-491.1
95,2,-491.93
96,2,-491.17
97,2,-491.3
98,2,-491.64
99,2,-491.91
0,2,-491.06
1,2,-491.59
2,2,-490.54
3,2,-492.17
4,2,-491.32
5,2,-491.83
6,2,-491.4
7,2,-490.67
8,2,-492.1
9,2,-490.93
10,2,-491.42
11,2,-491.32
12,2,-491.34
13,2,-491.53
14,2,-492.09
15,2,-490.59
16,2,-490.99
17,2,-490.79
18,2,-491.15
19,2,-490.83
20,2,16.19
21,2,18.75
22,2,18.45
23,2,19.44
24,2,19.98
25,2,12.31
26,2,-491.24
27,2,-492.4
28,2,-490.98
29,2,-278.24
30,2,21.04
31,2,21.53
32,2,22.15
33,2,22.93
34,2,23.26
35,2,1.83
36,2,-491.49
37,2,-491.32
38,2,-491.27
39,2,5.93
40,2,23.84
41,2,22.57
42,2,24.2
43,2,25.14
44,2,23.6
45,2,-385.8
46,2,-490.84
47,2,-491.84
48,2,-491.4
49,2,17.39
50,2,25.12
51,2,24.11
52,2,24.13
53,2,25.16
54,2,22.53
55,2,-491.28
56,2,-491.82
57,2,-491.49
58,2,-491.78
59,2,19.59
60,2,24.72
61,2,25.05
62,2,24.23
63,2,24.63
64,2,21.6
65,2,-491.88
66,2,-490.89
67,2,-491.24
68,2,-490.99
69,2,-491.31
70,2,-490.78
71,2,-491.06
72,2,-491.74
73,2,-490.94
74,2,-491.18
75,2,-490.57
76,2,-491.33
77,2,-491.56
78,2,-491.4
79,2,-491.22
80,2,-491.33
81,2,-491.72
82,2,-491.2
83,2,-491.16
84,2,-490.57
85,2,-491.46
86,2,-491.49
87,2,-491.27
88,2,-491.17
89,2,-491.14
90,2,-491.14
91,2,-491.55
92,2,-491.13
93,2,-491.19
94,2,-491.1
95,2,-491.93
96,2,-491.17
97,2,-491.3
98,2,-491.64
99,2,-491.91
