frame,class,snr_a_db
0,7,-496.95
1,7,19.41
2,7,20.03
3,7,14.46
4,7,12.43
5,7,12.53
6,7,12.43
7,7,11.35
8,7,13.78
9,7,15.37
10,7,12.54
11,7,12.41
12,7,17.16
13,7,17.27
14,7,16.17
15,7,13.98
16,7,15.34
17,7,17.53
18,7,15.38
19,7,20.63
20,7,18.4
21,7,17.91
22,7,21.16
23,7,19.06
24,7,23.61
25,7,26.65
26,7,30.47
27,7,29.37
28,7,30.08
29,7,28.39
30,7,29.19
31,7,31.03
32,7,32.72
33,7,33.05
34,7,30.57
35,7,28.79
36,7,28.17
37,7,25.99
38,7,23.17
39,7,23.1
40,7,21.72
41,7,20.91
42,7,18.66
43,7,18.69
44,7,16.36
45,7,17.74
46,7,18.93
47,7,22.54
48,7,22.07
49,7,24.44
50,7,19.09
51,7,16.75
52,7,19.38
53,7,16.73
54,7,13.83
55,7,14.72
56,7,13.09
57,7,14.05
58,7,14.11
59,7,14.2
60,7,12.33
61,7,11.2
62,7,10.7
63,7,10.33
64,7,10.18
65,7,9.66
66,7,11.18
67,7,10.28
68,7,9.88
69,7,9.71
70,7,9.35
71,7,8.88
72,7,9.34
73,7,10.36
74,7,13.47
75,7,15.57
76,7,14.5
77,7,14.49
78,7,14.34
79,7,14.82
80,7,12.94
81,7,11.79
82,7,12.51
83,7,13.22
84,7,12.52
85,7,12.06
86,7,9.71
87,7,12.65
88,7,11.44
89,7,10.93
90,7,8.84
91,7,6.22
92,7,7.6
93,7,7.29
94,7,5.32
95,7,5.4
96,7,5.17
97,7,6.05
98,7,13.76
99,7,13.41
