frame,class,snr_a_db
0,5,-504.28
1,5,-503.83
2,5,-6.0
3,5,11.2
4,5,11.48
5,5,10.64
6,5,10.35
7,5,11.21
8,5,11.29
9,5,12.33
10,5,10.83
11,5,13.12
12,5,14.83
13,5,13.91
14,5,13.1
15,5,11.69
16,5,12.42
17,5,14.13
18,5,13.54
19,5,13.31
20,5,13.92
21,5,15.8
22,5,18.55
23,5,16.28
24,5,15.49
25,5,13.91
26,5,14.77
27,5,19.54
28,5,19.41
29,5,20.21
30,5,18.11
31,5,17.47
32,5,16.22
33,5,16.13
34,5,16.32
35,5,16.52
36,5,17.8
37,5,19.63
38,5,19.06
39,5,18.07
40,5,18.97
41,5,18.62
42,5,18.43
43,5,24.27
44,5,25.83
45,5,24.96
46,5,22.02
47,5,19.46
48,5,23.0
49,5,21.03
50,5,22.14
51,5,23.45
52,5,24.44
53,5,27.81
54,5,26.93
55,5,26.14
56,5,25.5
57,5,27.35
58,5,29.08
59,5,31.19
60,5,34.65
61,5,31.05
62,5,31.07
63,5,28.92
64,5,28.71
65,5,27.9
66,5,25.92
67,5,24.44
68,5,24.07
69,5,25.74
70,5,25.9
71,5,24.02
72,5,21.91
73,5,22.53
74,5,22.04
75,5,24.04
76,5,25.52
77,5,26.04
78,5,22.58
79,5,21.25
80,5,19.81
81,5,18.68
82,5,20.09
83,5,18.35
84,5,18.76
85,5,19.19
86,5,21.48
87,5,18.91
88,5,18.45
89,5,17.11
90,5,16.44
91,5,15.98
92,5,17.96
93,5,20.1
94,5,20.98
95,5,19.42
96,5,16.02
97,5,14.97
98,5,14.45
99,5,14.81
0,5,-504.28
1,5,-503.83
2,5,-504.56
3,5,6.32
4,5,9.75
5,5,8.12
6,5,9.62
7,5,12.55
8,5,12.53
9,5,12.98
10,5,11.54
11,5,12.13
12,5,9.53
13,5,11.14
14,5,10.34
15,5,9.12
16,5,12.79
17,5,16.62
18,5,14.53
19,5,11.91
20,5,11.73
21,5,10.99
22,5,13.22
23,5,13.87
24,5,15.69
25,5,14.16
26,5,12.81
27,5,14.15
28,5,12.25
29,5,11.67
30,5,13.1
31,5,13.49
32,5,15.61
33,5,17.89
34,5,14.79
35,5,14.12
36,5,14.48
37,5,13.9
38,5,18.02
39,5,18.49
40,5,20.58
41,5,17.49
42,5,16.65
43,5,16.05
44,5,15.61
45,5,16.92
46,5,15.74
47,5,17.02
48,5,23.05
49,5,21.99
50,5,20.19
51,5,19.6
52,5,18.01
53,5,17.32
54,5,22.33
