frame,class,snr_a_db
0,5,-504.21
1,5,-504.76
2,5,-504.81
3,5,-504.78
4,5,-0.8
5,5,0.02
6,5,0.65
7,5,-0.38
8,5,-0.25
9,5,0.43
10,5,1.2
11,5,3.22
12,5,3.31
13,5,2.72
14,5,2.4
15,5,1.14
16,5,1.06
17,5,2.08
18,5,11.93
19,5,13.92
20,5,3.05
21,5,3.63
22,5,5.37
23,5,5.6
24,5,3.07
25,5,19.78
26,5,3.97
27,5,6.11
28,5,7.2
29,5,4.94
30,5,3.77
31,5,15.93
32,5,9.61
33,5,6.75
34,5,5.85
35,5,5.73
36,5,5.8
37,5,7.12
38,5,10.87
39,5,9.32
40,5,9.73
41,5,8.0
42,5,11.38
43,5,12.84
44,5,10.28
45,5,9.52
46,5,10.24
47,5,9.86
48,5,10.89
49,5,11.45
50,5,12.06
51,5,11.43
52,5,15.76
53,5,15.67
54,5,14.14
55,5,13.46
56,5,15.34
57,5,14.06
58,5,15.63
59,5,17.76
60,5,18.11
61,5,16.65
62,5,19.74
63,5,24.23
64,5,22.69
65,5,20.21
66,5,20.2
67,5,18.86
68,5,20.2
69,5,20.58
70,5,17.83
71,5,15.44
72,5,14.92
73,5,14.93
74,5,17.27
75,5,18.31
76,5,14.83
77,5,12.36
78,5,11.49
79,5,12.4
80,5,11.95
81,5,12.63
82,5,10.75
83,5,9.58
84,5,9.37
85,5,9.84
86,5,12.19
87,5,9.5
88,5,8.48
89,5,7.05
90,5,6.04
91,5,6.25
92,5,5.77
93,5,7.91
94,5,7.03
95,5,4.46
96,5,6.26
97,5,6.53
98,5,9.79
99,5,8.65
0,5,-504.21
1,5,-504.76
2,5,-504.81
3,5,-504.78
4,5,-4.14
5,5,1.1
6,5,1.92
7,5,1.17
8,5,-0.1
9,5,0.3
10,5,0.2
11,5,1.42
12,5,0.75
13,5,4.72
14,5,7.35
15,5,5.38
16,5,2.44
17,5,3.9
18,5,3.76
19,5,3.39
20,5,5.19
21,5,5.92
22,5,4.29
23,5,5.14
24,5,6.39
25,5,7.57
26,5,5.6
27,5,4.09
28,5,5.74
29,5,5.01
30,5,6.91
31,5,5.54
32,5,5.9
33,5,5.83
34,5,7.75
35,5,8.69
36,5,7.96
37,5,6.31
38,5,6.04
39,5,6.89
40,5,9.58
41,5,7.9
42,5,7.69
43,5,7.96
44,5,9.02
45,5,13.16
46,5,11.91
47,5,9.16
48,5,7.32
49,5,8.33
50,5,11.69
51,5,11.98
52,5,11.6
53,5,10.57
54,5,10.49
55,5,13.58
56,5,15.7
57,5,13.85
58,5,12.43
59,5,13.38
60,5,15.54
61,5,14.72
62,5,14.57
63,5,16.09
64,5,15.59
65,5,18.97
66,5,19.21
67,5,19.75
68,5,18.6
69,5,17.59
70,5,19.39
71,5,23.77
72,5,23.36
73,5,22.41
74,5,21.47
75,5,23.24
76,5,24.7
77,5,24.09
78,5,20.56
79,5,18.46
80,5,17.9
81,5,16.75
82,5,18.88
83,5,18.55
84,5,17.97
85,5,15.38
86,5,15.16
87,5,16.16
88,5,18.47
89,5,15.73
90,5,13.32
91,5,12.89
92,5,10.19
93,5,12.0
94,5,12.86
95,5,10.93
96,5,11.56
97,5,10.37
98,5,10.92
99,5,13.62
0,5,-504.21
1,5,-504.76
2,5,-504.81
3,5,-504.78
4,5,-504.94
5,5,-0.5
6,5,-0.52
7,5,0.8
8,5,0.81
9,5,3.15
10,5,2.68
11,5,1.22
12,5,1.69
13,5,1.86
14,5,2.12
15,5,2.55
16,5,2.66
17,5,2.48
