frame,class,snr_a_db
0,5,29.09
1,5,23.36
2,5,21.9
3,5,22.04
4,5,26.19
5,5,27.25
6,5,19.5
7,5,22.78
8,5,19.92
9,5,29.45
10,5,22.23
11,5,21.47
12,5,22.36
13,5,26.98
14,5,27.09
15,5,19.93
16,5,22.88
17,5,19.87
18,5,29.73
19,5,22.01
20,5,21.46
21,5,21.85
22,5,28.02
23,5,26.72
24,5,20.36
25,5,22.88
26,5,19.67
27,5,29.79
28,5,21.6
29,5,21.91
30,5,21.77
31,5,28.12
32,5,26.26
33,5,19.83
34,5,22.56
35,5,18.94
36,5,29.71
37,5,21.15
38,5,22.3
39,5,21.44
40,5,28.48
41,5,25.97
42,5,20.34
43,5,23.04
44,5,22.9
45,5,29.14
46,5,20.84
47,5,22.31
48,5,21.8
49,5,28.62
50,5,25.12
51,5,20.52
52,5,22.62
53,5,24.02
54,5,29.06
55,5,19.94
56,5,22.48
57,5,21.1
58,5,28.91
59,5,24.51
60,5,20.69
61,5,22.62
62,5,25.37
63,5,28.51
64,5,19.94
65,5,22.35
66,5,20.84
67,5,29.25
68,5,24.4
69,5,21.24
70,5,22.59
71,5,25.86
72,5,28.05
73,5,19.94
74,5,22.37
75,5,20.65
76,5,29.24
77,5,23.47
78,5,21.51
79,5,22.11
80,5,26.58
81,5,27.51
82,5,19.86
83,5,22.49
84,5,20.66
85,5,29.54
86,5,23.06
87,5,21.61
88,5,22.72
89,5,27.08
90,5,27.3
91,5,20.17
92,5,22.69
93,5,19.87
94,5,29.57
95,5,22.39
96,5,21.3
97,5,21.81
98,5,27.75
99,5,26.88
