frame,class,snr_a_db
0,0,-498.91
1,0,-499.19
2,0,-498.85
3,0,-498.97
4,0,-498.65
5,0,-498.93
6,0,-499.15
7,0,-499.42
8,0,-499.02
9,0,-498.58
10,0,-498.51
11,0,-498.62
12,0,-498.84
13,0,-498.97
14,0,-499.22
15,0,-499.2
16,0,-499.21
17,0,-498.98
18,0,-499.0
19,0,-498.71
20,0,-498.88
21,0,-499.05
22,0,-499.05
23,0,-498.82
24,0,-499.32
25,0,-498.73
26,0,-498.87
27,0,-499.16
28,0,-499.1
29,0,-499.07
30,0,10.91
31,0,21.43
32,0,21.63
33,0,21.79
34,0,22.16
35,0,22.21
36,0,22.55
37,0,22.77
38,0,23.42
39,0,23.72
40,0,24.16
41,0,24.1
42,0,24.71
43,0,25.26
44,0,25.37
45,0,25.89
46,0,26.59
47,0,26.92
48,0,27.76
49,0,28.69
50,0,28.89
51,0,28.78
52,0,27.91
53,0,27.82
54,0,27.48
55,0,25.99
56,0,25.38
57,0,25.21
58,0,25.03
59,0,24.55
60,0,24.34
61,0,23.38
62,0,23.05
63,0,23.04
64,0,22.88
65,0,22.8
66,0,21.91
67,0,22.02
68,0,21.85
69,0,21.63
70,0,19.21
71,0,-499.07
72,0,-499.0
73,0,-499.07
74,0,-499.12
75,0,-498.87
76,0,-498.97
77,0,-499.06
78,0,-499.21
79,0,-499.21
80,0,-499.17
81,0,-499.08
82,0,-498.72
83,0,-498.62
84,0,-499.03
85,0,-498.97
86,0,-498.81
87,0,-499.08
88,0,-499.37
89,0,-498.91
90,0,-499.02
91,0,-498.99
92,0,-498.79
93,0,-499.01
94,0,-499.26
95,0,-498.86
96,0,-499.07
97,0,-498.73
98,0,-498.69
99,0,-498.95
