frame,class,snr_a_db
0,2,-498.99
1,2,-499.03
2,2,-499.01
3,2,-498.97
4,2,-499.23
5,2,-498.93
6,2,-499.26
7,2,-498.51
8,2,-499.07
9,2,-498.69
10,2,-498.63
11,2,-498.75
12,2,-498.8
13,2,-498.73
14,2,-498.7
15,2,-498.69
16,2,-498.83
17,2,-499.11
18,2,-498.77
19,2,-499.25
20,2,-498.93
21,2,-498.95
22,2,-498.83
23,2,-498.93
24,2,-498.7
25,2,-498.75
26,2,-498.92
27,2,-498.91
28,2,-499.07
29,2,-498.71
30,2,22.84
31,2,22.86
32,2,19.72
33,2,15.92
34,2,7.51
35,2,-498.97
36,2,-498.98
37,2,-498.95
38,2,-499.19
39,2,23.53
40,2,27.16
41,2,28.62
42,2,29.37
43,2,29.79
44,2,15.55
45,2,-499.0
46,2,-499.09
47,2,-499.03
48,2,-498.8
49,2,30.47
50,2,32.15
51,2,31.85
52,2,31.43
53,2,30.8
54,2,-180.93
55,2,-499.22
56,2,-499.01
57,2,-499.14
58,2,3.44
59,2,27.45
60,2,26.31
61,2,24.83
62,2,23.02
63,2,18.22
64,2,-499.16
65,2,-499.01
66,2,-499.16
67,2,-498.72
68,2,15.37
69,2,25.09
70,2,17.41
71,2,-498.99
72,2,-498.7
73,2,-499.2
74,2,-499.27
75,2,-499.18
76,2,-499.28
77,2,-499.02
78,2,-499.01
79,2,-499.17
80,2,-498.96
81,2,-499.09
82,2,-499.37
83,2,-499.18
84,2,-499.05
85,2,-499.13
86,2,-499.16
87,2,-498.74
88,2,-498.97
89,2,-499.17
90,2,-499.16
91,2,-499.17
92,2,-498.9
93,2,-499.03
94,2,-499.01
95,2,-499.19
96,2,-499.13
97,2,-499.01
98,2,-499.24
99,2,-499.02
