frame,class,snr_a_db
0,4,-498.87
1,4,12.41
2,4,17.33
3,4,16.98
4,4,16.74
5,4,16.43
6,4,17.21
7,4,16.69
8,4,16.81
9,4,16.93
10,4,17.35
11,4,16.55
12,4,16.93
13,4,17.99
14,4,17.2
15,4,17.24
16,4,17.15
17,4,17.47
18,4,17.5
19,4,17.41
20,4,17.72
21,4,17.74
22,4,17.6
23,4,18.02
24,4,18.05
25,4,17.94
26,4,17.77
27,4,17.74
28,4,18.04
29,4,18.69
30,4,18.41
31,4,18.75
32,4,18.27
33,4,19.37
34,4,19.43
35,4,18.94
36,4,19.33
37,4,19.77
38,4,20.28
39,4,20.09
40,4,21.02
41,4,20.2
42,4,20.96
43,4,20.47
44,4,21.21
45,4,21.36
46,4,22.25
47,4,22.72
48,4,22.29
49,4,23.81
50,4,23.95
51,4,24.44
52,4,24.78
53,4,25.29
54,4,25.57
55,4,26.27
56,4,26.67
57,4,25.98
58,4,26.92
59,4,26.61
60,4,26.33
61,4,26.89
62,4,27.66
63,4,27.55
64,4,27.93
65,4,28.62
66,4,28.22
67,4,28.95
68,4,28.99
69,4,29.95
70,4,30.1
71,4,30.41
72,4,31.67
73,4,32.45
74,4,32.48
75,4,32.87
76,4,33.31
77,4,33.31
78,4,33.76
79,4,34.5
80,4,35.52
81,4,35.2
82,4,35.35
83,4,36.84
84,4,36.83
85,4,37.24
86,4,37.74
87,4,37.64
88,4,38.34
89,4,37.54
90,4,38.22
91,4,38.06
92,4,37.6
93,4,36.63
94,4,35.8
95,4,35.42
96,4,35.96
97,4,35.0
98,4,34.49
99,4,33.57
