frame,class,snr_a_db
0,4,-504.79
1,4,0.86
2,4,2.72
3,4,3.23
4,4,3.06
5,4,2.29
6,4,3.01
7,4,2.8
8,4,3.5
9,4,3.51
10,4,3.75
11,4,3.51
12,4,4.35
13,4,5.47
14,4,4.67
15,4,5.26
16,4,5.7
17,4,5.46
18,4,6.56
19,4,7.12
20,4,7.8
21,4,8.32
22,4,9.36
23,4,9.63
24,4,10.04
25,4,10.79
26,4,10.17
27,4,11.42
28,4,11.88
29,4,11.31
30,4,11.7
31,4,12.7
32,4,12.12
33,4,13.25
34,4,13.95
35,4,14.2
36,4,14.71
37,4,16.5
38,4,16.84
39,4,17.49
40,4,18.4
41,4,19.05
42,4,19.91
43,4,21.77
44,4,22.3
45,4,23.65
46,4,25.39
47,4,27.43
48,4,29.54
49,4,32.13
50,4,33.8
51,4,31.56
52,4,29.04
53,4,27.08
54,4,24.89
55,4,22.94
56,4,22.04
57,4,20.99
58,4,20.48
59,4,19.03
60,4,18.45
61,4,18.04
62,4,16.94
63,4,16.16
64,4,15.5
65,4,14.13
66,4,14.07
67,4,13.78
68,4,13.87
69,4,12.38
70,4,12.61
71,4,12.07
72,4,12.36
73,4,10.94
74,4,10.96
75,4,9.9
76,4,9.91
77,4,9.24
78,4,8.96
79,4,8.43
80,4,8.04
81,4,7.07
82,4,6.65
83,4,6.05
84,4,6.14
85,4,5.79
86,4,5.08
87,4,4.44
88,4,4.39
89,4,4.35
90,4,3.95
91,4,4.04
92,4,3.52
93,4,3.38
94,4,3.26
95,4,2.71
96,4,2.78
97,4,2.45
98,4,3.16
99,4,2.89
0,4,-504.79
1,4,-11.82
2,4,2.33
3,4,2.47
4,4,1.97
5,4,2.24
6,4,1.9
7,4,2.59
8,4,2.79
9,4,2.18
10,4,2.57
11,4,2.54
12,4,2.53
13,4,3.4
14,4,2.75
15,4,3.88
16,4,3.28
17,4,3.64
18,4,3.3
19,4,3.65
20,4,3.87
21,4,4.09
22,4,3.98
23,4,4.15
24,4,4.58
25,4,4.13
26,4,4.04
27,4,4.32
28,4,4.47
29,4,4.61
30,4,4.23
31,4,4.57
32,4,4.56
33,4,4.91
34,4,4.4
35,4,5.25
36,4,5.14
37,4,5.92
38,4,6.01
39,4,5.6
40,4,7.11
41,4,7.38
42,4,7.46
43,4,9.12
44,4,8.92
45,4,10.52
46,4,10.33
47,4,11.82
48,4,12.74
49,4,13.19
50,4,13.42
51,4,13.84
52,4,14.75
53,4,15.49
54,4,14.97
55,4,15.41
56,4,17.26
57,4,18.81
58,4,19.95
59,4,20.29
60,4,21.37
61,4,24.18
62,4,24.77
63,4,26.64
64,4,29.5
65,4,33.69
66,4,35.62
67,4,33.0
68,4,29.55
69,4,26.59
70,4,25.41
71,4,23.36
72,4,22.86
73,4,20.83
74,4,19.97
75,4,19.12
76,4,17.2
77,4,16.08
78,4,16.21
79,4,15.11
80,4,14.66
81,4,14.29
82,4,13.29
83,4,13.43
84,4,12.34
85,4,11.09
86,4,11.42
87,4,9.82
88,4,9.43
89,4,8.45
90,4,7.92
91,4,7.54
92,4,7.21
93,4,6.47
94,4,6.24
95,4,5.77
96,4,6.05
97,4,5.15
98,4,5.51
99,4,5.31
0,4,-504.79
1,4,0.82
2,4,2.38
3,4,2.5
4,4,2.18
5,4,2.11
6,4,2.69
7,4,2.84
8,4,3.89
9,4,2.52
10,4,3.6
11,4,3.23
12,4,4.67
13,4,5.31
14,4,5.03
15,4,6.47
16,4,6.6
17,4,6.09
18,4,8.37
19,4,8.38
20,4,8.74
21,4,10.02
22,4,10.47
23,4,11.01
24,4,10.98
25,4,12.14
26,4,11.45
27,4,12.5
28,4,13.01
29,4,13.69
30,4,14.23
31,4,14.21
32,4,16.27
33,4,17.11
34,4,18.62
35,4,18.68
36,4,19.95
37,4,21.02
38,4,23.35
39,4,25.01
40,4,27.72
41,4,30.26
42,4,35.64
43,4,36.32
44,4,31.24
45,4,28.07
46,4,24.92
47,4,22.77
48,4,21.65
49,4,20.54
50,4,19.16
51,4,18.28
52,4,17.07
53,4,16.22
54,4,15.53
55,4,14.29
56,4,13.91
57,4,12.54
58,4,12.57
59,4,12.05
60,4,11.51
61,4,11.46
62,4,11.62
63,4,10.56
64,4,9.83
65,4,9.3
66,4,8.56
67,4,7.99
68,4,7.87
69,4,6.84
70,4,6.76
71,4,5.24
72,4,5.14
73,4,4.81
74,4,4.44
75,4,3.91
76,4,3.61
77,4,3.67
78,4,3.39
79,4,2.48
80,4,3.1
81,4,2.5
82,4,2.57
83,4,1.75
84,4,1.73
85,4,1.88
86,4,2.36
87,4,1.54
88,4,1.96
89,4,1.67
90,4,1.28
91,4,2.28
92,4,2.07
93,4,2.79
94,4,1.63
95,4,1.17
96,4,2.1
97,4,0.49
98,4,1.35
99,4,1.1
