frame,class,snr_a_db
0,4,-513.6
1,4,-513.14
2,4,-12.69
3,4,-12.0
4,4,-11.76
5,4,-11.61
6,4,-11.63
7,4,-10.89
8,4,-10.93
9,4,-11.25
10,4,-11.17
11,4,-10.75
12,4,-11.09
13,4,-10.47
14,4,-10.37
15,4,-9.96
16,4,-10.26
17,4,-10.63
18,4,-10.52
19,4,-10.35
20,4,-10.04
21,4,-10.25
22,4,-10.57
23,4,-10.15
24,4,-9.9
25,4,-9.9
26,4,-9.99
27,4,-10.16
28,4,-9.23
29,4,-8.96
30,4,-9.84
31,4,-9.61
32,4,-9.88
33,4,-9.13
34,4,-9.11
35,4,-8.97
36,4,-8.79
37,4,-9.58
38,4,-9.13
39,4,-8.69
40,4,-8.78
41,4,-9.18
42,4,-9.21
43,4,-8.35
44,4,-8.34
45,4,-8.39
46,4,-8.13
47,4,-8.17
48,4,-8.04
49,4,-7.36
50,4,-6.93
51,4,-6.64
52,4,-6.5
53,4,-6.04
54,4,-5.21
55,4,-5.56
56,4,-4.51
57,4,-3.62
58,4,-3.65
59,4,-3.12
60,4,-2.65
61,4,-1.7
62,4,-0.31
63,4,-0.38
64,4,0.82
65,4,0.89
66,4,1.2
67,4,0.93
68,4,1.85
69,4,2.53
70,4,2.96
71,4,4.66
72,4,5.77
73,4,6.58
74,4,7.12
75,4,7.87
76,4,9.52
77,4,10.57
78,4,12.31
79,4,13.13
80,4,15.34
81,4,16.73
82,4,16.17
83,4,15.53
84,4,15.05
85,4,12.98
86,4,11.84
87,4,11.2
88,4,8.94
89,4,8.27
90,4,6.11
91,4,6.63
92,4,5.91
93,4,4.49
94,4,3.62
95,4,2.7
96,4,2.88
97,4,1.58
98,4,1.16
99,4,1.05
0,3,-513.6
1,3,-513.14
2,3,-513.31
3,3,-513.5
4,3,-513.08
5,3,-513.06
6,3,-513.4
7,3,-513.03
8,3,-513.27
9,3,-513.2
10,3,-512.84
11,3,-513.18
12,3,-513.47
13,3,-513.18
14,3,-512.94
15,3,-512.88
16,3,-513.14
17,3,-513.27
18,3,-513.29
19,3,-513.0
20,3,-513.06
21,3,-513.06
22,3,-513.4
23,3,-513.21
24,3,-512.91
25,3,-513.13
26,3,-513.54
27,3,-513.5
28,3,-513.47
29,3,-513.24
30,3,-512.99
31,3,-513.31
32,3,-513.44
33,3,-513.42
34,3,-513.29
35,3,-39.6
36,3,-26.84
37,3,15.64
38,3,17.25
39,3,17.43
40,3,16.41
41,3,24.2
42,3,24.42
43,3,22.12
44,3,19.3
45,3,16.55
46,3,13.82
47,3,11.05
48,3,8.58
49,3,6.17
50,3,4.01
51,3,1.53
52,3,-1.23
53,3,-4.75
54,3,-8.49
55,3,17.67
56,3,14.82
57,3,4.69
58,3,4.69
59,3,14.63
60,3,11.16
61,3,-513.56
62,3,-512.88
63,3,-513.32
64,3,-512.89
65,3,-513.32
66,3,-513.0
67,3,-513.53
68,3,-513.48
69,3,-513.35
70,3,-513.41
71,3,-513.13
72,3,-513.1
73,3,-513.32
74,3,-513.06
75,3,-513.39
76,3,-512.95
77,3,-512.97
78,3,-513.03
79,3,-513.17
80,3,-513.16
81,3,-512.71
82,3,-513.21
83,3,-513.21
84,3,-513.35
85,3,-513.41
86,3,-513.32
87,3,-513.14
88,3,-513.04
89,3,-513.17
90,3,-513.31
91,3,-513.26
92,3,-513.32
93,3,-513.35
94,3,-512.85
95,3,-513.21
96,3,-512.95
97,3,-513.42
98,3,-513.18
99,3,-513.21
