fold2_room1_mix0023,34,7,0,-1,0,2.56
fold2_room1_mix0023,39,7,0,0,0,3.41
fold2_room1_mix0023,44,4,0,6,0,7.65
fold2_room1_mix0023,46,4,0,10,0,12.87
fold2_room1_mix0023,46,4,0,7,-1,12.39
fold2_room1_mix0023,47,4,0,5,0,9.09
fold2_room1_mix0023,47,4,0,5,-1,9.12
fold2_room1_mix0023,49,4,0,3,-1,16.39
fold2_room1_mix0023,49,4,0,4,-2,15.54
fold2_room1_mix0023,50,4,0,0,0,17.04
fold2_room1_mix0023,50,4,0,1,-1,16.44
fold2_room1_mix0023,51,4,0,2,-1,15.11
fold2_room1_mix0023,51,4,0,3,-1,14.47
fold2_room1_mix0023,52,4,0,0,-2,15.11
fold2_room1_mix0023,52,4,0,2,-1,14.71
fold2_room1_mix0023,53,4,0,-1,-2,13.53
fold2_room1_mix0023,53,4,0,1,-2,12.92
fold2_room1_mix0023,54,4,0,2,-2,12.05
fold2_room1_mix0023,54,4,0,3,-2,11.66
fold2_room1_mix0023,55,4,0,1,-2,10.64
fold2_room1_mix0023,55,4,0,3,-2,10.58
fold2_room1_mix0023,56,4,0,3,-2,10.31
fold2_room1_mix0023,56,4,0,4,-2,10.27
fold2_room1_mix0023,57,4,0,3,-2,9.21
fold2_room1_mix0023,57,4,0,4,-2,9.15
fold2_room1_mix0023,58,4,0,3,-3,9.19
fold2_room1_mix0023,58,4,0,4,-2,9.09
fold2_room1_mix0023,59,4,0,3,-3,8.05
fold2_room1_mix0023,59,4,0,5,-3,7.76
fold2_room1_mix0023,60,4,0,5,-3,7.81
fold2_room1_mix0023,60,4,0,6,-3,7.56
fold2_room1_mix0023,61,4,0,6,-3,7.31
fold2_room1_mix0023,61,4,0,9,-3,7.06
fold2_room1_mix0023,62,4,0,5,-4,6.36
fold2_room1_mix0023,62,4,0,7,-4,6.22
fold2_room1_mix0023,63,4,0,6,-3,5.82
fold2_room1_mix0023,63,4,0,8,-4,5.46
fold2_room1_mix0023,64,4,0,8,-4,5.11
fold2_room1_mix0023,64,4,0,11,-5,4.84
fold2_room1_mix0023,65,4,0,7,-5,4.40
fold2_room1_mix0023,65,4,0,11,-5,4.08
fold2_room1_mix0023,66,4,0,8,-6,5.16
fold2_room1_mix0023,66,4,0,13,-7,4.12
fold2_room1_mix0023,68,4,0,172,-3,11.29
fold2_room1_mix0023,68,4,0,22,-12,1.63
fold2_room1_mix0023,69,4,0,28,-18,2.59
fold2_room1_mix0023,69,4,0,32,-17,1.77
fold2_room1_mix0023,70,4,0,55,-28,1.31
fold2_room1_mix0023,70,4,0,56,-28,0.97
fold2_room1_mix0023,71,4,0,112,-31,1.50
fold2_room1_mix0023,71,4,0,113,-29,0.94
fold2_room1_mix0023,72,4,0,146,-19,1.75
fold2_room1_mix0023,72,4,0,142,-18,1.31
fold2_room1_mix0023,73,4,0,159,-11,3.14
fold2_room1_mix0023,74,4,0,165,-8,3.82
fold2_room1_mix0023,75,4,0,167,-7,4.44
fold2_room1_mix0023,76,4,0,169,-6,4.57
fold2_room1_mix0023,77,4,0,169,-5,5.00
fold2_room1_mix0023,78,4,0,167,-6,5.04
fold2_room1_mix0023,79,4,0,164,-7,5.00
fold2_room1_mix0023,80,4,0,169,-4,7.07
fold2_room1_mix0023,80,4,0,140,-12,2.13
fold2_room1_mix0023,81,4,0,170,-4,7.87
fold2_room1_mix0023,81,4,0,119,-17,1.57
fold2_room1_mix0023,82,4,0,172,-4,8.27
fold2_room1_mix0023,82,4,0,92,-18,1.31
fold2_room1_mix0023,83,4,0,173,-4,8.55
fold2_room1_mix0023,83,4,0,56,-16,1.61
fold2_room1_mix0023,84,4,0,174,-3,8.62
fold2_room1_mix0023,84,4,0,32,-11,2.20
fold2_room1_mix0023,85,4,0,175,-3,8.56
fold2_room1_mix0023,85,4,0,24,-9,2.77
fold2_room1_mix0023,86,4,0,177,-2,9.40
fold2_room1_mix0023,86,4,0,21,-7,3.63
fold2_room1_mix0023,87,4,0,176,-2,9.22
fold2_room1_mix0023,87,4,0,18,-6,4.17
fold2_room1_mix0023,88,4,0,176,-2,9.81
fold2_room1_mix0023,88,4,0,14,-5,5.07
fold2_room1_mix0023,89,4,0,176,-2,10.64
fold2_room1_mix0023,89,4,0,11,-4,5.78
fold2_room1_mix0023,90,4,0,176,-2,11.11
fold2_room1_mix0023,90,4,0,10,-3,6.65
fold2_room1_mix0023,91,4,0,174,-1,12.22
fold2_room1_mix0023,91,4,0,10,-3,7.06
fold2_room1_mix0023,92,4,0,174,-1,13.21
fold2_room1_mix0023,92,4,0,10,-3,8.09
fold2_room1_mix0023,93,4,0,175,-1,13.67
fold2_room1_mix0023,93,4,0,10,-2,8.90
fold2_room1_mix0023,94,4,0,175,-1,14.94
fold2_room1_mix0023,94,4,0,11,-2,9.23
fold2_room1_mix0023,95,4,0,176,-1,15.98
fold2_room1_mix0023,95,4,0,10,-2,9.76
fold2_room1_mix0023,96,4,0,175,-1,16.51
fold2_room1_mix0023,96,4,0,9,-2,10.63
fold2_room1_mix0023,97,4,0,175,-1,18.60
fold2_room1_mix0023,97,4,0,10,-3,10.94
fold2_room1_mix0023,98,4,0,175,0,18.17
fold2_room1_mix0023,98,4,0,8,-2,12.20
fold2_room1_mix0023,99,4,0,174,0,18.71
fold2_room1_mix0023,99,4,0,7,-2,12.41
fold2_room1_mix0023,11,4,0,173,1,1.84
fold2_room1_mix0023,17,4,0,173,1,2.81
fold2_room1_mix0023,48,4,0,176,0,26.64
fold2_room1_mix0023,48,4,0,6,-2,15.45
fold2_room1_mix0023,67,4,0,170,-2,13.54
fold2_room1_mix0023,67,4,0,19,-9,2.57
fold2_room1_mix0023,41,4,0,8,1,1.11
fold2_room1_mix0023,42,4,0,7,0,0.94
