fold2_room1_mix0063,12,3,0,104,-1,3.28
fold2_room1_mix0063,13,3,0,108,-2,9.95
fold2_room1_mix0063,14,3,0,111,-2,18.47
fold2_room1_mix0063,15,3,0,106,-2,6.75
fold2_room1_mix0063,16,3,0,102,-1,1.63
fold2_room1_mix0063,77,4,0,-34,-4,2.16
fold2_room1_mix0063,78,4,0,-39,-4,3.22
fold2_room1_mix0063,79,4,0,-57,-4,2.93
fold2_room1_mix0063,80,4,0,-71,-5,2.52
fold2_room1_mix0063,81,4,0,-85,-6,2.20
fold2_room1_mix0063,82,4,0,-103,-6,2.39
fold2_room1_mix0063,83,4,0,-120,-5,2.71
fold2_room1_mix0063,84,4,0,-133,-4,3.07
fold2_room1_mix0063,85,4,0,-139,-4,3.63
fold2_room1_mix0063,86,4,0,-144,-3,4.37
fold2_room1_mix0063,87,4,0,-151,-3,5.22
fold2_room1_mix0063,88,4,0,-156,-2,3.86
fold2_room1_mix0063,89,4,0,-157,-3,1.56
fold2_room1_mix0090,53,4,0,5,-1,2.35
fold2_room1_mix0090,54,4,0,7,-1,4.83
fold2_room1_mix0090,55,4,0,9,-2,9.12
fold2_room1_mix0090,56,4,0,11,-2,11.16
fold2_room1_mix0090,57,4,0,13,-2,9.09
fold2_room1_mix0090,58,4,0,14,-2,7.37
fold2_room1_mix0090,59,4,0,16,-3,6.03
fold2_room1_mix0090,60,4,0,20,-4,5.04
fold2_room1_mix0090,61,4,0,24,-4,4.20
fold2_room1_mix0090,62,4,0,31,-5,3.47
fold2_room1_mix0090,63,4,0,46,-7,2.81
fold2_room1_mix0090,64,4,0,64,-9,2.25
fold2_room1_mix0090,65,4,0,88,-11,1.84
fold2_room1_mix0090,66,4,0,112,-10,2.09
fold2_room1_mix0090,67,4,0,130,-8,2.55
fold2_room1_mix0090,68,4,0,144,-6,3.08
fold2_room1_mix0090,69,4,0,152,-5,3.79
fold2_room1_mix0090,70,4,0,156,-4,4.68
fold2_room1_mix0090,71,4,0,160,-3,5.74
fold2_room1_mix0090,72,4,0,163,-3,6.83
fold2_room1_mix0090,73,4,0,164,-3,7.90
fold2_room1_mix0090,74,4,0,165,-3,9.12
fold2_room1_mix0090,75,4,0,167,-2,8.71
fold2_room1_mix0090,76,4,0,171,-2,5.55
fold2_room1_mix0090,77,4,0,174,-1,3.37
fold2_room1_mix0102,65,4,0,-7,-5,2.95
fold2_room1_mix0102,66,4,0,-5,-3,3.56
fold2_room1_mix0102,67,4,0,-6,-3,3.80
fold2_room1_mix0102,68,4,0,-8,-4,4.02
fold2_room1_mix0102,69,4,0,-16,-8,3.01
fold2_room1_mix0102,70,4,0,-27,-14,1.81
fold2_room1_mix0102,71,4,0,-44,-22,0.98
fold2_room1_mix0102,72,4,0,-111,-29,0.88
