frame,class,snr_a_db
0,4,-510.93
1,4,-13.17
2,4,-12.18
3,4,-11.45
4,4,-11.23
5,4,-11.8
6,4,-11.36
7,4,-11.87
8,4,-11.14
9,4,-10.42
10,4,-12.14
11,4,-12.31
12,4,-11.26
13,4,-11.05
14,4,-10.61
15,4,-11.27
16,4,-11.44
17,4,-10.77
18,4,-11.02
19,4,-10.13
20,4,-10.5
21,4,-10.34
22,4,-10.11
23,4,-10.27
24,4,-10.25
25,4,-10.2
26,4,-9.66
27,4,-9.2
28,4,-9.07
29,4,-8.8
30,4,-8.74
31,4,-9.01
32,4,-7.76
33,4,-9.13
34,4,-8.51
35,4,-6.8
36,4,-7.7
37,4,-6.8
38,4,-6.17
39,4,-5.8
40,4,-5.39
41,4,-4.97
42,4,-5.22
43,4,-4.85
44,4,-4.12
45,4,-4.34
46,4,-3.49
47,4,-2.91
48,4,-3.71
49,4,-2.87
50,4,-3.36
51,4,-3.08
52,4,-2.36
53,4,-2.04
54,4,-2.16
55,4,-1.99
56,4,-1.64
57,4,-1.65
58,4,-0.73
59,4,-1.26
60,4,-0.25
61,4,-0.8
62,4,-0.17
63,4,0.15
64,4,0.8
65,4,2.56
66,4,1.45
67,4,2.09
68,4,3.05
69,4,3.64
70,4,3.0
71,4,3.3
72,4,3.87
73,4,4.57
74,4,4.62
75,4,4.07
76,4,5.31
77,4,5.49
78,4,7.33
79,4,5.61
80,4,6.95
81,4,7.13
82,4,5.07
83,4,5.67
84,4,7.8
85,4,7.7
86,4,8.32
87,4,6.74
88,4,6.57
89,4,6.07
90,4,6.49
91,4,4.94
92,4,5.62
93,4,5.46
94,4,3.61
95,4,4.62
96,4,3.21
97,4,2.57
98,4,2.75
99,4,2.01
0,0,-510.93
1,0,-511.57
2,0,-512.26
3,0,-510.9
4,0,-510.94
5,0,-511.37
6,0,-510.99
7,0,-511.22
8,0,-510.9
9,0,-510.41
10,0,-511.5
11,0,-511.66
12,0,-511.85
13,0,-511.01
14,0,-510.98
15,0,-511.01
16,0,-511.28
17,0,-511.16
18,0,-510.72
19,0,-510.46
20,0,-511.14
21,0,-510.98
22,0,-511.19
23,0,-511.26
24,0,-511.19
25,0,-511.57
26,0,-60.75
27,0,19.24
28,0,19.13
29,0,19.41
30,0,19.62
31,0,19.5
32,0,20.23
33,0,19.35
34,0,19.9
35,0,21.16
36,0,20.2
37,0,20.56
38,0,20.96
39,0,21.01
40,0,21.45
41,0,21.25
42,0,20.85
43,0,20.88
44,0,21.18
45,0,20.79
46,0,20.78
47,0,20.89
48,0,20.34
49,0,20.99
50,0,19.66
51,0,19.4
52,0,19.82
53,0,19.68
54,0,19.29
55,0,19.43
56,0,19.37
57,0,19.67
58,0,20.35
59,0,19.97
60,0,20.61
61,0,20.22
62,0,20.71
63,0,20.93
64,0,21.3
65,0,21.71
66,0,21.19
67,0,21.62
68,0,21.42
69,0,21.24
70,0,20.78
71,0,21.19
72,0,21.28
73,0,21.18
74,0,21.24
75,0,20.06
76,0,21.12
77,0,20.34
78,0,20.82
79,0,19.72
80,0,20.51
81,0,20.77
82,0,18.3
83,0,18.9
84,0,20.13
85,0,20.69
86,0,21.09
87,0,20.82
88,0,20.97
89,0,21.06
90,0,20.84
91,0,20.58
92,0,22.13
93,0,21.8
94,0,20.43
95,0,21.92
96,0,20.45
97,0,21.3
98,0,20.83
99,0,21.2
