frame,class,snr_a_db
0,4,-505.7
1,4,-5.49
2,4,-4.37
3,4,-4.31
4,4,-4.77
5,4,-3.79
6,4,-4.19
7,4,-3.33
8,4,-3.54
9,4,-3.19
10,4,-2.77
11,4,-3.12
12,4,-3.97
13,4,-2.98
14,4,-2.95
15,4,-3.25
16,4,-3.28
17,4,-3.62
18,4,-3.07
19,4,-3.8
20,4,-2.81
21,4,-3.09
22,4,-3.06
23,4,-1.6
24,4,-1.87
25,4,-2.33
26,4,-2.49
27,4,-1.82
28,4,-2.03
29,4,-1.43
30,4,-0.79
31,4,-1.21
32,4,-0.96
33,4,0.66
34,4,-0.17
35,4,0.5
36,4,0.94
37,4,1.6
38,4,2.41
39,4,2.19
40,4,2.68
41,4,3.62
42,4,3.58
43,4,3.95
44,4,3.47
45,4,4.32
46,4,4.44
47,4,4.82
48,4,5.59
49,4,4.18
50,4,4.45
51,4,5.87
52,4,4.9
53,4,6.0
54,4,6.23
55,4,7.19
56,4,7.11
57,4,7.3
58,4,7.81
59,4,8.71
60,4,8.65
61,4,8.65
62,4,9.18
63,4,10.25
64,4,9.96
65,4,10.78
66,4,12.69
67,4,11.73
68,4,11.85
69,4,12.99
70,4,13.33
71,4,12.92
72,4,13.22
73,4,14.08
74,4,14.54
75,4,15.24
76,4,14.49
77,4,15.11
78,4,15.52
79,4,15.46
80,4,15.4
81,4,14.74
82,4,13.65
83,4,14.15
84,4,12.94
85,4,13.67
86,4,12.89
87,4,12.54
88,4,12.69
89,4,11.97
90,4,11.7
91,4,10.45
92,4,10.99
93,4,9.89
94,4,9.81
95,4,9.22
96,4,9.2
97,4,7.71
98,4,8.21
99,4,7.93
0,0,-505.7
1,0,-505.42
2,0,-506.24
3,0,-506.03
4,0,-506.2
5,0,-505.03
6,0,-505.62
7,0,-505.29
8,0,-505.65
9,0,-505.26
10,0,-505.17
11,0,-505.36
12,0,-505.96
13,0,-505.6
14,0,17.16
15,0,21.02
16,0,21.1
17,0,21.28
18,0,21.29
19,0,21.23
20,0,22.67
21,0,22.47
22,0,23.25
23,0,23.7
24,0,23.48
25,0,23.44
26,0,23.0
27,0,24.07
28,0,23.28
29,0,23.99
30,0,24.01
31,0,23.66
32,0,23.08
33,0,23.81
34,0,22.74
35,0,23.07
36,0,23.33
37,0,23.44
38,0,22.39
39,0,22.2
40,0,22.15
41,0,21.89
42,0,21.92
43,0,21.61
44,0,21.51
45,0,21.99
46,0,22.27
47,0,23.01
48,0,22.82
49,0,22.66
50,0,23.34
51,0,23.63
52,0,23.33
53,0,24.03
54,0,24.06
55,0,24.12
56,0,24.25
57,0,24.32
58,0,24.32
59,0,24.77
60,0,24.62
61,0,24.28
62,0,24.01
63,0,23.94
64,0,23.41
65,0,22.96
66,0,23.49
67,0,22.75
68,0,22.3
69,0,23.1
70,0,22.2
71,0,21.78
72,0,22.17
73,0,22.55
74,0,23.19
75,0,23.35
76,0,22.99
77,0,24.12
78,0,24.8
79,0,24.37
80,0,24.68
81,0,24.76
82,0,24.08
83,0,25.12
84,0,24.59
85,0,25.09
86,0,25.07
87,0,25.21
88,0,24.71
89,0,25.09
90,0,24.55
91,0,24.1
92,0,24.41
93,0,23.42
94,0,23.93
95,0,23.18
96,0,22.86
97,0,22.72
98,0,23.02
99,0,23.29
