frame,class,snr_a_db
0,7,-506.94
1,7,4.02
2,7,4.32
3,7,4.23
4,7,3.23
5,7,6.93
6,7,7.34
7,7,2.76
8,7,6.75
9,7,3.0
10,7,6.04
11,7,6.0
12,7,5.58
13,7,4.74
14,7,6.95
15,7,3.83
16,7,3.86
17,7,4.16
18,7,8.39
19,7,4.58
20,7,2.86
21,7,6.97
22,7,2.66
23,7,8.19
24,7,10.75
25,7,9.01
26,7,10.09
27,7,7.21
28,7,9.22
29,7,8.78
30,7,9.28
31,7,10.09
32,7,6.62
33,7,7.47
34,7,9.83
35,7,10.61
36,7,10.76
37,7,11.12
38,7,9.57
39,7,9.15
40,7,9.84
41,7,10.63
42,7,11.59
43,7,11.85
44,7,12.17
45,7,12.6
46,7,12.71
47,7,12.65
48,7,14.47
49,7,13.49
50,7,14.24
51,7,15.79
52,7,15.31
53,7,16.8
54,7,16.42
55,7,17.41
56,7,17.76
57,7,17.52
58,7,18.53
59,7,19.33
60,7,22.78
61,7,26.22
62,7,24.6
63,7,25.64
64,7,25.06
65,7,21.12
66,7,23.25
67,7,23.39
68,7,22.29
69,7,20.78
70,7,18.47
71,7,16.52
72,7,17.97
73,7,16.02
74,7,15.22
75,7,15.86
76,7,15.47
77,7,12.67
78,7,12.44
79,7,14.31
80,7,14.17
81,7,12.34
82,7,12.82
83,7,12.06
84,7,12.56
85,7,11.23
86,7,10.19
87,7,8.73
88,7,8.71
89,7,6.82
90,7,7.61
91,7,7.33
92,7,6.98
93,7,8.23
94,7,9.54
95,7,10.64
96,7,9.17
97,7,9.3
98,7,11.05
99,7,6.6
