frame,class,snr_a_db
0,4,-496.32
1,4,0.01
2,4,5.38
3,4,3.93
4,4,4.08
5,4,5.09
6,4,4.97
7,4,4.13
8,4,4.04
9,4,3.73
10,4,4.7
11,4,4.51
12,4,5.78
13,4,5.92
14,4,5.93
15,4,4.98
16,4,5.55
17,4,6.01
18,4,6.3
19,4,6.12
20,4,5.97
21,4,5.79
22,4,6.04
23,4,6.48
24,4,7.44
25,4,6.38
26,4,7.9
27,4,6.03
28,4,6.76
29,4,8.84
30,4,8.14
31,4,9.57
32,4,10.65
33,4,11.78
34,4,12.11
35,4,12.39
36,4,12.42
37,4,14.43
38,4,14.47
39,4,15.03
40,4,15.87
41,4,15.65
42,4,15.84
43,4,16.94
44,4,18.09
45,4,18.17
46,4,18.8
47,4,20.34
48,4,21.29
49,4,21.38
50,4,22.68
51,4,24.82
52,4,25.56
53,4,26.9
54,4,30.15
55,4,32.52
56,4,33.35
57,4,34.8
58,4,32.57
59,4,30.03
60,4,28.29
61,4,25.97
62,4,24.57
63,4,23.65
64,4,22.9
65,4,21.54
66,4,20.36
67,4,20.44
68,4,18.17
69,4,17.14
70,4,16.8
71,4,16.05
72,4,15.49
73,4,16.17
74,4,15.28
75,4,15.53
76,4,14.01
77,4,13.26
78,4,12.14
79,4,12.21
80,4,10.84
81,4,10.47
82,4,10.16
83,4,8.93
84,4,9.3
85,4,9.74
86,4,8.1
87,4,9.3
88,4,8.14
89,4,6.72
90,4,6.3
91,4,7.22
92,4,7.27
93,4,6.48
94,4,5.4
95,4,4.78
96,4,6.69
97,4,5.59
98,4,5.57
99,4,4.2
0,4,-496.32
1,4,1.79
2,4,2.93
3,4,2.2
4,4,3.14
5,4,3.56
6,4,3.87
7,4,3.74
8,4,2.75
9,4,2.94
10,4,4.28
11,4,5.13
12,4,5.91
13,4,6.31
14,4,7.01
15,4,5.93
16,4,6.97
17,4,7.83
18,4,7.56
19,4,8.51
20,4,8.86
21,4,8.73
22,4,9.57
23,4,9.4
24,4,11.6
25,4,10.94
26,4,10.65
27,4,10.05
28,4,10.12
29,4,11.74
30,4,11.19
31,4,12.43
32,4,12.18
33,4,13.95
34,4,15.17
35,4,14.94
36,4,14.74
37,4,16.43
38,4,17.52
39,4,17.54
40,4,17.89
41,4,19.35
42,4,19.77
43,4,21.14
44,4,22.55
45,4,23.92
46,4,25.08
47,4,26.24
48,4,29.99
49,4,30.3
50,4,32.65
51,4,33.68
52,4,30.9
53,4,27.29
54,4,26.48
55,4,25.78
56,4,23.23
57,4,22.39
58,4,20.71
59,4,20.75
60,4,19.53
61,4,18.2
62,4,17.41
63,4,17.36
64,4,17.56
65,4,16.33
66,4,15.47
67,4,15.36
68,4,12.99
69,4,13.28
70,4,11.98
71,4,11.92
72,4,11.4
73,4,12.56
74,4,11.43
75,4,11.48
76,4,10.95
77,4,11.01
78,4,9.17
79,4,9.71
80,4,9.02
81,4,9.12
82,4,8.47
83,4,7.18
84,4,8.15
85,4,8.63
86,4,6.53
87,4,7.13
88,4,6.56
89,4,5.63
90,4,4.41
91,4,5.47
92,4,4.84
93,4,4.6
94,4,3.15
95,4,2.38
96,4,3.47
97,4,2.82
98,4,2.63
99,4,2.23
