frame,class,snr_a_db
0,4,-489.8
1,4,6.23
2,4,11.61
3,4,10.62
4,4,11.14
5,4,10.95
6,4,11.3
7,4,11.17
8,4,11.05
9,4,8.75
10,4,10.87
11,4,11.21
12,4,12.25
13,4,11.28
14,4,11.79
15,4,11.81
16,4,12.77
17,4,12.27
18,4,11.27
19,4,12.95
20,4,12.87
21,4,11.56
22,4,11.46
23,4,12.12
24,4,11.27
25,4,10.94
26,4,12.82
27,4,12.01
28,4,11.96
29,4,13.5
30,4,12.43
31,4,12.76
32,4,12.08
33,4,13.27
34,4,14.17
35,4,12.58
36,4,13.28
37,4,14.77
38,4,14.13
39,4,14.62
40,4,15.03
41,4,15.36
42,4,15.38
43,4,16.1
44,4,16.28
45,4,16.36
46,4,16.82
47,4,17.96
48,4,17.23
49,4,18.61
50,4,18.6
51,4,19.01
52,4,20.09
53,4,20.76
54,4,20.77
55,4,21.73
56,4,21.1
57,4,21.58
58,4,21.95
59,4,23.02
60,4,22.71
61,4,22.7
62,4,23.05
63,4,24.41
64,4,24.6
65,4,24.91
66,4,25.89
67,4,26.11
68,4,27.39
69,4,28.23
70,4,29.07
71,4,29.78
72,4,30.36
73,4,30.45
74,4,32.25
75,4,32.96
76,4,33.54
77,4,34.93
78,4,35.35
79,4,36.72
80,4,36.31
81,4,36.27
82,4,33.96
83,4,33.7
84,4,33.59
85,4,32.0
86,4,30.83
87,4,30.62
88,4,29.83
89,4,29.58
90,4,28.11
91,4,28.85
92,4,26.72
93,4,25.67
94,4,24.79
95,4,24.4
96,4,23.07
97,4,23.47
98,4,22.87
99,4,23.64
0,4,-489.8
1,4,9.76
2,4,13.26
3,4,13.4
4,4,13.29
5,4,13.05
6,4,13.66
7,4,14.15
8,4,13.3
9,4,11.36
10,4,13.39
11,4,14.15
12,4,14.02
13,4,13.87
14,4,14.04
15,4,14.58
16,4,14.97
17,4,14.74
18,4,13.91
19,4,15.12
20,4,14.97
21,4,14.91
22,4,14.66
23,4,15.49
24,4,14.8
25,4,14.39
26,4,15.94
27,4,16.51
28,4,15.42
29,4,17.23
30,4,16.79
31,4,17.16
32,4,17.07
33,4,18.11
34,4,18.73
35,4,19.26
36,4,19.9
37,4,21.34
38,4,21.25
39,4,22.37
40,4,22.68
41,4,22.49
42,4,22.74
43,4,23.05
44,4,23.5
45,4,24.14
46,4,24.91
47,4,24.73
48,4,23.76
49,4,25.3
50,4,25.57
51,4,26.18
52,4,26.81
53,4,28.09
54,4,28.13
55,4,29.55
56,4,29.59
57,4,30.35
58,4,31.01
59,4,33.01
60,4,33.1
61,4,33.72
62,4,35.55
63,4,37.72
64,4,39.66
65,4,42.37
66,4,45.56
67,4,47.37
68,4,45.4
69,4,42.18
70,4,40.57
71,4,38.32
72,4,35.96
73,4,33.4
74,4,33.36
75,4,32.13
76,4,30.47
77,4,30.19
78,4,29.9
79,4,29.58
80,4,28.77
81,4,28.41
82,4,27.26
83,4,26.2
84,4,26.86
85,4,25.61
86,4,24.82
87,4,24.06
88,4,24.24
89,4,24.32
90,4,23.82
91,4,24.63
92,4,23.29
93,4,22.69
94,4,21.63
95,4,21.47
96,4,20.85
97,4,20.25
98,4,20.29
99,4,19.58
0,4,4.51
1,4,14.88
2,4,14.4
3,4,14.67
4,4,15.19
5,4,14.84
6,4,15.08
7,4,15.3
8,4,15.7
9,4,13.96
10,4,16.15
11,4,16.82
12,4,17.69
13,4,17.43
14,4,18.2
15,4,18.69
16,4,19.01
17,4,19.16
18,4,19.29
19,4,20.64
20,4,20.91
21,4,20.82
22,4,20.83
23,4,21.62
24,4,21.36
25,4,21.3
26,4,23.02
27,4,22.86
28,4,21.73
29,4,24.34
30,4,23.33
31,4,23.64
32,4,23.4
33,4,24.05
34,4,25.06
35,4,24.42
36,4,24.69
37,4,27.39
38,4,26.99
39,4,28.73
40,4,29.19
41,4,29.29
42,4,28.56
43,4,30.73
44,4,31.25
45,4,32.78
46,4,32.29
47,4,34.26
48,4,33.9
49,4,35.77
50,4,37.1
51,4,38.83
52,4,40.88
53,4,44.61
54,4,45.59
55,4,45.1
56,4,41.51
57,4,39.9
58,4,37.86
59,4,36.86
60,4,35.28
61,4,33.06
62,4,32.35
63,4,31.64
64,4,30.51
65,4,30.97
66,4,29.67
67,4,29.14
68,4,29.04
69,4,28.46
70,4,29.11
71,4,27.35
72,4,26.42
73,4,24.7
74,4,26.2
75,4,24.88
76,4,24.38
77,4,24.14
78,4,24.59
79,4,23.84
80,4,23.3
81,4,23.21
82,4,22.89
83,4,22.03
84,4,23.61
85,4,21.43
86,4,21.79
87,4,20.93
88,4,20.78
89,4,20.24
90,4,20.46
91,4,21.09
92,4,19.4
93,4,18.0
94,4,17.65
95,4,18.3
96,4,17.18
97,4,17.44
98,4,16.82
99,4,16.93
