2,7,0,177,0,66.26
3,7,0,177,0,65.37
4,7,0,177,0,64.48
5,7,0,177,0,63.59
6,7,0,177,0,62.70
7,7,0,177,0,61.81
8,7,0,177,0,60.92
9,7,0,177,0,60.03
10,7,0,177,0,59.15
11,7,0,177,0,58.26
12,7,0,177,0,57.37
13,7,0,177,0,56.48
14,7,0,177,0,55.59
15,7,0,177,0,54.70
16,7,0,177,0,53.81
17,7,0,177,0,52.92
18,7,0,177,0,52.03
19,7,0,177,0,51.15
20,7,0,177,0,50.26
21,7,0,177,0,49.37
22,7,0,177,0,48.48
23,7,0,176,0,47.59
24,7,0,176,0,46.70
25,7,0,176,0,45.82
26,7,0,176,0,44.93
27,7,0,176,0,44.04
28,7,0,176,0,43.15
29,7,0,176,0,42.26
30,7,0,176,0,41.38
31,7,0,176,0,40.49
32,7,0,176,0,39.60
33,7,0,176,0,38.71
34,7,0,176,0,37.83
35,7,0,175,0,36.94
36,7,0,175,0,36.05
37,7,0,175,0,35.16
38,7,0,175,0,34.28
39,7,0,175,0,33.39
40,7,0,175,0,32.50
41,7,0,175,0,31.62
42,7,0,175,0,30.73
43,7,0,174,0,29.85
44,7,0,174,0,28.96
45,7,0,174,0,28.08
46,7,0,174,0,27.19
47,7,0,174,0,26.31
48,7,0,173,0,25.42
49,7,0,173,0,24.54
50,7,0,173,0,23.65
51,7,0,173,0,22.77
52,7,0,172,0,21.89
53,7,0,172,0,21.01
54,7,0,172,0,20.13
55,7,0,171,0,19.25
56,7,0,171,0,18.37
57,7,0,170,0,17.49
58,7,0,170,0,16.61
59,7,0,169,0,15.74
60,7,0,169,0,14.87
61,7,0,168,0,13.99
62,7,0,167,0,13.13
63,7,0,166,0,12.26
64,7,0,165,0,11.40
65,7,0,164,0,10.54
66,7,0,162,0,9.69
67,7,0,161,0,8.85
68,7,0,159,0,8.01
69,7,0,156,0,7.19
70,7,0,153,0,6.39
71,7,0,149,0,5.62
72,7,0,143,0,4.88
73,7,0,136,0,4.21
74,7,0,126,0,3.62
75,7,0,114,0,3.18
76,7,0,98,0,2.94
77,7,0,81,0,2.95
78,7,0,65,0,3.21
79,7,0,53,0,3.65
80,7,0,44,0,4.22
81,7,0,37,0,4.87
82,7,0,32,0,5.57
83,7,0,28,0,6.31
84,7,0,24,0,7.07
85,7,0,22,0,7.85
86,7,0,20,0,8.64
87,7,0,18,0,9.45
88,7,0,17,0,10.25
89,7,0,15,0,11.07
90,7,0,14,0,11.89
91,7,0,13,0,12.71
92,7,0,12,0,13.54
93,7,0,12,0,14.36
94,7,0,11,0,15.19
95,7,0,10,0,16.03
96,7,0,10,0,16.86
97,7,0,9,0,17.69
98,7,0,9,0,18.53
99,7,0,9,0,19.36
