frame,class,snr_a_db
0,4,-508.28
1,4,-11.29
2,4,-3.9
3,4,-4.15
4,4,-3.84
5,4,-3.29
6,4,-4.21
7,4,-3.7
8,4,-3.46
9,4,-2.65
10,4,-3.01
11,4,-2.92
12,4,-3.21
13,4,-3.34
14,4,-2.5
15,4,-2.85
16,4,-2.69
17,4,-2.06
18,4,-2.9
19,4,-2.43
20,4,-2.19
21,4,-2.59
22,4,-2.39
23,4,-2.46
24,4,-2.08
25,4,-2.09
26,4,-2.36
27,4,-2.31
28,4,-2.12
29,4,-1.36
30,4,-1.69
31,4,-1.86
32,4,-1.72
33,4,-1.72
34,4,-1.41
35,4,-1.8
36,4,-1.67
37,4,-1.0
38,4,-1.7
39,4,-1.03
40,4,-1.16
41,4,-1.1
42,4,-0.57
43,4,-1.32
44,4,-0.75
45,4,0.4
46,4,-0.43
47,4,0.07
48,4,0.4
49,4,0.5
50,4,1.16
51,4,1.26
52,4,2.29
53,4,2.59
54,4,2.81
55,4,3.67
56,4,4.06
57,4,4.6
58,4,5.91
59,4,6.27
60,4,5.98
61,4,7.44
62,4,8.17
63,4,8.53
64,4,8.52
65,4,8.24
66,4,9.34
67,4,9.71
68,4,10.57
69,4,11.07
70,4,11.49
71,4,12.91
72,4,14.4
73,4,13.19
74,4,14.96
75,4,15.82
76,4,17.06
77,4,18.57
78,4,20.02
79,4,20.63
80,4,21.38
81,4,22.23
82,4,21.85
83,4,21.05
84,4,20.63
85,4,19.51
86,4,18.38
87,4,16.97
88,4,15.9
89,4,15.57
90,4,14.39
91,4,13.38
92,4,12.03
93,4,12.07
94,4,11.19
95,4,9.78
96,4,10.13
97,4,8.55
98,4,8.41
99,4,8.89
0,0,-508.28
1,0,-508.37
2,0,-508.33
3,0,-508.48
4,0,-508.46
5,0,-508.48
6,0,-508.29
7,0,-508.36
8,0,-508.33
9,0,-508.01
10,0,-508.3
11,0,-507.92
12,0,-508.46
13,0,-508.55
14,0,-508.32
15,0,43.34
16,0,60.02
17,0,60.47
18,0,60.67
19,0,61.18
20,0,61.59
21,0,61.92
22,0,62.55
23,0,63.21
24,0,63.52
25,0,64.11
26,0,64.85
27,0,65.72
28,0,66.67
29,0,68.09
30,0,69.45
31,0,70.79
32,0,72.0
33,0,72.27
34,0,72.75
35,0,72.58
36,0,71.66
37,0,71.37
38,0,69.62
39,0,68.66
40,0,67.05
41,0,66.35
42,0,65.27
43,0,64.28
44,0,63.72
45,0,63.13
46,0,62.36
47,0,62.2
48,0,61.52
49,0,61.14
50,0,61.19
51,0,60.59
52,0,60.21
53,0,60.3
54,0,59.86
55,0,59.71
56,0,59.04
57,0,59.17
58,0,58.88
59,0,58.6
60,0,58.87
61,0,58.8
62,0,58.57
63,0,58.37
64,0,58.35
65,0,57.87
66,0,57.87
67,0,57.76
68,0,57.87
69,0,57.44
70,0,57.03
71,0,55.57
72,0,-508.25
73,0,-508.8
74,0,-508.27
75,0,-508.39
76,0,-508.61
77,0,-508.08
78,0,-508.3
79,0,-508.21
80,0,-508.26
81,0,-508.38
82,0,-508.54
83,0,-508.59
84,0,-508.11
85,0,-508.39
86,0,-508.09
87,0,-508.37
88,0,-508.37
89,0,-508.38
90,0,-508.28
91,0,-508.45
92,0,-508.49
93,0,-508.34
94,0,-508.37
95,0,-508.47
96,0,-508.43
97,0,-508.27
98,0,-508.37
99,0,-508.47
0,3,-508.28
1,3,-508.37
2,3,-508.33
3,3,-508.48
4,3,-508.46
5,3,-508.48
6,3,-508.29
7,3,-508.36
8,3,-508.33
9,3,-508.01
10,3,-508.3
11,3,-507.92
12,3,-508.46
13,3,-508.55
14,3,-2.36
15,3,-0.67
16,3,-3.16
17,3,-5.7
18,3,-7.53
19,3,-8.91
20,3,-14.58
21,3,-19.76
22,3,-25.36
23,3,-31.47
24,3,-38.39
25,3,-8.93
26,3,4.77
27,3,8.73
28,3,10.63
29,3,11.42
30,3,12.07
31,3,12.08
32,3,6.92
33,3,-1.38
34,3,-9.1
35,3,-17.1
36,3,-25.53
37,3,-33.01
38,3,3.15
39,3,11.7
40,3,13.36
41,3,14.46
42,3,14.42
43,3,13.99
44,3,13.1
45,3,5.8
46,3,-2.83
47,3,-10.97
48,3,-19.79
49,3,-28.36
50,3,-36.59
51,3,5.05
52,3,10.04
53,3,11.44
54,3,10.76
55,3,10.42
56,3,8.85
57,3,5.66
58,3,-4.14
59,3,-14.01
60,3,-23.66
61,3,-34.11
62,3,-45.6
63,3,-21.41
64,3,-8.3
65,3,-6.8
66,3,-3.12
67,3,-0.43
68,3,1.87
69,3,3.77
70,3,0.08
71,3,-7.19
72,3,-14.15
73,3,-26.99
74,3,-508.27
75,3,-508.39
76,3,-508.61
77,3,-508.08
78,3,-508.3
79,3,-508.21
80,3,-508.26
81,3,-508.38
82,3,-508.54
83,3,-508.59
84,3,-508.11
85,3,-508.39
86,3,-508.09
87,3,-508.37
88,3,-508.37
89,3,-508.38
90,3,-508.28
91,3,-508.45
92,3,-508.49
93,3,-508.34
94,3,-508.37
95,3,-508.47
96,3,-508.43
97,3,-508.27
98,3,-508.37
99,3,-508.47
