frame,class,snr_a_db
0,4,-503.0
1,4,4.33
2,4,4.93
3,4,4.7
4,4,5.18
5,4,5.92
6,4,5.24
7,4,5.78
8,4,6.22
9,4,5.68
10,4,5.55
11,4,6.32
12,4,6.04
13,4,6.36
14,4,6.05
15,4,6.15
16,4,5.75
17,4,6.21
18,4,6.28
19,4,6.23
20,4,6.23
21,4,6.68
22,4,6.32
23,4,6.57
24,4,6.92
25,4,7.11
26,4,7.63
27,4,7.82
28,4,8.46
29,4,7.94
30,4,7.8
31,4,8.56
32,4,9.04
33,4,8.94
34,4,9.3
35,4,10.15
36,4,9.81
37,4,10.6
38,4,11.05
39,4,11.84
40,4,12.04
41,4,12.73
42,4,12.44
43,4,13.63
44,4,14.36
45,4,13.45
46,4,14.26
47,4,14.48
48,4,15.25
49,4,15.59
50,4,15.49
51,4,16.71
52,4,16.07
53,4,16.78
54,4,16.8
55,4,17.03
56,4,16.81
57,4,17.61
58,4,18.28
59,4,19.39
60,4,19.29
61,4,20.63
62,4,21.02
63,4,21.44
64,4,22.32
65,4,23.03
66,4,23.69
67,4,24.25
68,4,25.22
69,4,25.98
70,4,27.21
71,4,27.47
72,4,28.69
73,4,29.87
74,4,29.63
75,4,30.26
76,4,29.92
77,4,29.39
78,4,28.16
79,4,26.93
80,4,27.1
81,4,25.19
82,4,24.55
83,4,23.93
84,4,24.33
85,4,23.48
86,4,22.32
87,4,21.53
88,4,20.98
89,4,20.83
90,4,19.9
91,4,19.29
92,4,18.73
93,4,17.88
94,4,17.72
95,4,18.25
96,4,16.8
97,4,16.45
98,4,16.2
99,4,16.67
0,5,10.69
1,5,9.98
2,5,3.19
3,5,5.32
4,5,2.92
5,5,12.74
6,5,6.85
7,5,6.26
8,5,6.52
9,5,1.21
10,5,13.04
11,5,5.69
12,5,6.62
13,5,5.74
14,5,8.61
15,5,11.42
16,5,4.09
17,5,6.53
18,5,4.16
19,5,10.42
20,5,9.17
21,5,3.72
22,5,5.98
23,5,1.89
24,5,10.51
25,5,5.48
26,5,3.62
27,5,4.16
28,5,-0.31
29,5,10.0
30,5,2.32
31,5,2.57
32,5,1.53
33,5,2.97
34,5,7.24
35,5,0.23
36,5,0.69
37,5,-1.14
38,5,3.47
39,5,3.32
40,5,-1.78
41,5,-2.05
42,5,-4.83
43,5,4.07
44,5,1.31
45,5,-1.18
46,5,-1.25
47,5,-5.36
48,5,7.21
49,5,2.25
50,5,2.51
51,5,2.15
52,5,3.79
53,5,10.56
54,5,4.31
55,5,6.6
56,5,4.67
57,5,11.09
58,5,11.53
59,5,6.85
60,5,8.81
61,5,6.2
62,5,14.85
63,5,11.88
64,5,9.57
65,5,10.39
66,5,5.96
67,5,17.28
68,5,11.63
69,5,11.06
70,5,11.43
71,5,9.3
72,5,18.31
73,5,10.33
74,5,12.28
75,5,10.65
76,5,14.5
77,5,16.78
78,5,10.54
79,5,12.21
80,5,9.84
81,5,16.76
82,5,13.85
83,5,9.91
84,5,11.97
85,5,8.15
86,5,16.88
87,5,11.36
88,5,10.25
89,5,10.37
90,5,4.95
91,5,16.51
92,5,8.17
93,5,9.48
94,5,8.63
95,5,11.79
96,5,14.24
97,5,6.99
98,5,9.01
99,5,7.06
