frame,class,snr_a_db
0,4,-507.3
1,4,-507.22
2,4,-17.7
3,4,-3.47
4,4,-2.63
5,4,-2.68
6,4,-2.67
7,4,-2.72
8,4,-2.22
9,4,-1.73
10,4,-1.96
11,4,-2.32
12,4,-1.3
13,4,-1.1
14,4,-1.77
15,4,-1.45
16,4,-1.03
17,4,-1.3
18,4,-0.96
19,4,-0.76
20,4,-0.66
21,4,-0.83
22,4,-0.79
23,4,-0.73
24,4,-0.74
25,4,-0.15
26,4,-0.93
27,4,-0.24
28,4,-0.14
29,4,-0.09
30,4,-0.68
31,4,-0.11
32,4,0.06
33,4,0.1
34,4,0.58
35,4,0.52
36,4,0.04
37,4,0.59
38,4,1.51
39,4,1.08
40,4,0.83
41,4,0.77
42,4,1.9
43,4,1.99
44,4,2.54
45,4,2.52
46,4,3.37
47,4,3.8
48,4,4.7
49,4,5.4
50,4,6.04
51,4,6.65
52,4,7.68
53,4,9.05
54,4,9.83
55,4,10.86
56,4,11.05
57,4,11.42
58,4,11.7
59,4,13.12
60,4,14.99
61,4,16.59
62,4,16.69
63,4,18.74
64,4,19.88
65,4,22.71
66,4,26.26
67,4,30.18
68,4,31.66
69,4,28.18
70,4,24.95
71,4,22.52
72,4,20.46
73,4,18.09
74,4,17.44
75,4,15.37
76,4,15.16
77,4,13.91
78,4,12.51
79,4,12.11
80,4,11.73
81,4,10.68
82,4,10.17
83,4,9.14
84,4,7.74
85,4,7.59
86,4,6.67
87,4,5.55
88,4,5.16
89,4,4.71
90,4,3.39
91,4,3.24
92,4,2.48
93,4,2.94
94,4,2.6
95,4,1.51
96,4,1.01
97,4,1.41
98,4,1.69
99,4,1.32
0,5,14.78
1,5,12.41
2,5,6.41
3,5,8.88
4,5,6.93
5,5,16.87
6,5,9.94
7,5,9.11
8,5,8.64
9,5,14.78
10,5,14.68
11,5,8.24
12,5,9.57
13,5,7.25
14,5,16.79
15,5,10.96
16,5,8.55
17,5,8.75
18,5,13.87
19,5,15.47
20,5,8.74
21,5,9.32
22,5,7.45
23,5,16.31
24,5,12.0
25,5,8.25
26,5,9.06
27,5,12.46
28,5,15.69
29,5,8.89
30,5,8.68
31,5,7.99
32,5,15.88
33,5,13.12
34,5,8.18
35,5,9.29
36,5,8.63
37,5,16.46
38,5,9.84
39,5,8.7
40,5,8.45
41,5,15.32
42,5,13.61
43,5,8.09
44,5,9.48
45,5,6.73
46,5,16.8
47,5,10.78
48,5,9.08
49,5,8.86
50,5,14.3
51,5,14.51
52,5,8.08
53,5,9.21
54,5,7.52
55,5,16.33
56,5,11.43
57,5,8.47
58,5,8.71
59,5,12.87
60,5,16.09
61,5,8.89
62,5,9.12
63,5,8.13
64,5,16.2
65,5,12.41
66,5,8.28
67,5,9.37
68,5,10.51
69,5,16.46
70,5,9.45
71,5,9.3
72,5,8.68
73,5,15.42
74,5,13.47
75,5,7.94
76,5,9.44
77,5,7.52
78,5,16.86
79,5,10.02
80,5,9.4
81,5,8.57
82,5,14.49
83,5,14.1
84,5,8.33
85,5,9.24
86,5,6.84
87,5,16.77
88,5,11.06
89,5,8.82
90,5,8.88
91,5,13.98
92,5,15.03
93,5,8.9
94,5,9.63
95,5,7.25
96,5,16.26
97,5,12.0
98,5,8.51
99,5,9.09
