frame,class,snr_a_db
0,4,-491.84
1,4,2.23
2,4,4.97
3,4,4.01
4,4,3.85
5,4,5.76
6,4,5.35
7,4,5.15
8,4,4.64
9,4,3.38
10,4,4.8
11,4,5.71
12,4,4.76
13,4,5.97
14,4,6.33
15,4,5.05
16,4,5.67
17,4,6.65
18,4,6.92
19,4,7.31
20,4,7.86
21,4,7.23
22,4,8.62
23,4,8.23
24,4,8.57
25,4,8.94
26,4,9.58
27,4,10.0
28,4,9.3
29,4,9.4
30,4,10.03
31,4,11.86
32,4,12.28
33,4,12.6
34,4,13.13
35,4,13.62
36,4,13.38
37,4,14.38
38,4,14.45
39,4,14.89
40,4,14.7
41,4,14.89
42,4,14.95
43,4,13.91
44,4,16.76
45,4,16.88
46,4,16.36
47,4,16.97
48,4,17.28
49,4,18.27
50,4,18.37
51,4,20.18
52,4,20.04
53,4,21.27
54,4,21.98
55,4,23.3
56,4,22.94
57,4,24.68
58,4,25.17
59,4,25.5
60,4,27.97
61,4,29.56
62,4,30.76
63,4,34.2
64,4,37.61
65,4,40.51
66,4,37.28
67,4,34.17
68,4,31.37
69,4,28.93
70,4,27.84
71,4,26.03
72,4,25.32
73,4,24.22
74,4,22.88
75,4,21.87
76,4,21.03
77,4,21.98
78,4,19.84
79,4,20.1
80,4,19.71
81,4,19.88
82,4,18.46
83,4,17.73
84,4,17.85
85,4,15.59
86,4,14.94
87,4,14.26
88,4,15.36
89,4,14.64
90,4,14.59
91,4,14.52
92,4,15.4
93,4,14.06
94,4,13.73
95,4,13.91
96,4,13.68
97,4,12.32
98,4,11.78
99,4,10.75
