frame,class,snr_a_db
0,4,-505.69
1,4,-506.28
2,4,-13.55
3,4,-10.13
4,4,-10.73
5,4,-9.27
6,4,-10.44
7,4,-8.73
8,4,-9.26
9,4,-9.0
10,4,-9.1
11,4,-10.29
12,4,-9.95
13,4,-8.28
14,4,-9.28
15,4,-8.55
16,4,-8.44
17,4,-8.54
18,4,-8.66
19,4,-9.08
20,4,-8.73
21,4,-8.21
22,4,-7.68
23,4,-8.07
24,4,-8.59
25,4,-8.51
26,4,-7.88
27,4,-7.91
28,4,-8.31
29,4,-7.59
30,4,-7.04
31,4,-7.38
32,4,-7.67
33,4,-6.74
34,4,-8.05
35,4,-7.96
36,4,-7.16
37,4,-6.49
38,4,-7.47
39,4,-6.29
40,4,-6.17
41,4,-6.94
42,4,-6.33
43,4,-7.17
44,4,-6.1
45,4,-6.48
46,4,-6.61
47,4,-6.01
48,4,-6.16
49,4,-5.69
50,4,-6.3
51,4,-5.48
52,4,-6.27
53,4,-6.7
54,4,-6.09
55,4,-5.06
56,4,-4.17
57,4,-5.12
58,4,-5.31
59,4,-4.02
60,4,-4.17
61,4,-2.78
62,4,-3.13
63,4,-2.87
64,4,-1.16
65,4,-1.07
66,4,0.18
67,4,0.89
68,4,2.76
69,4,2.79
70,4,2.43
71,4,4.08
72,4,5.19
73,4,5.01
74,4,5.76
75,4,5.57
76,4,6.67
77,4,8.1
78,4,10.07
79,4,9.7
80,4,11.44
81,4,13.05
82,4,14.47
83,4,17.42
84,4,19.33
85,4,23.81
86,4,24.14
87,4,21.35
88,4,17.46
89,4,16.06
90,4,14.62
91,4,13.52
92,4,10.4
93,4,9.68
94,4,9.3
95,4,7.71
96,4,6.47
97,4,6.98
98,4,5.27
99,4,5.31
0,3,-505.69
1,3,-506.28
2,3,-505.95
3,3,-505.79
4,3,-506.32
5,3,-505.54
6,3,-506.65
7,3,-505.06
8,3,-505.41
9,3,-505.36
10,3,-505.72
11,3,-506.84
12,3,-505.8
13,3,-505.06
14,3,-506.18
15,3,-505.87
16,3,-505.49
17,3,-505.35
18,3,-505.08
19,3,-506.38
20,3,-506.2
21,3,-505.93
22,3,-505.54
23,3,-505.53
24,3,-506.19
25,3,-505.99
26,3,-506.09
27,3,-505.55
28,3,-506.25
29,3,-505.54
30,3,-505.22
31,3,-506.05
32,3,-505.81
33,3,-505.64
34,3,-506.62
35,3,-506.7
36,3,-505.69
37,3,-505.63
38,3,-506.27
39,3,-505.86
40,3,-505.72
41,3,-506.17
42,3,-505.94
43,3,-24.89
44,3,23.93
45,3,22.87
46,3,20.95
47,3,18.72
48,3,16.23
49,3,13.95
50,3,10.42
51,3,7.88
52,3,4.62
53,3,-0.66
54,3,-506.96
55,3,-506.11
56,3,-505.23
57,3,-506.06
58,3,-506.31
59,3,-505.54
60,3,-506.37
61,3,-505.64
62,3,-506.07
63,3,-506.82
64,3,-505.42
65,3,-506.06
66,3,-505.64
67,3,-506.43
68,3,-505.44
69,3,-505.79
70,3,-505.66
71,3,-505.94
72,3,-505.05
73,3,-505.65
74,3,-504.75
75,3,-505.72
76,3,-505.52
77,3,-505.96
78,3,-505.31
79,3,-505.95
80,3,-506.27
81,3,-505.73
82,3,-505.73
83,3,-505.53
84,3,-506.45
85,3,-505.31
86,3,-506.29
87,3,-505.9
88,3,-506.12
89,3,-505.61
90,3,-505.73
91,3,-505.29
92,3,-506.16
93,3,-506.1
94,3,-505.86
95,3,-505.91
96,3,-505.65
97,3,-505.32
98,3,-505.75
99,3,-505.34
