frame,class,snr_a_db
0,4,-488.24
1,4,-172.53
2,4,11.43
3,4,11.04
4,4,10.89
5,4,10.91
6,4,10.44
7,4,11.11
8,4,10.59
9,4,11.05
10,4,10.76
11,4,10.85
12,4,11.81
13,4,11.09
14,4,12.05
15,4,12.01
16,4,11.81
17,4,12.75
18,4,12.26
19,4,11.15
20,4,11.71
21,4,11.7
22,4,11.69
23,4,13.02
24,4,12.43
25,4,13.11
26,4,11.07
27,4,10.12
28,4,12.15
29,4,11.75
30,4,11.19
31,4,12.25
32,4,12.39
33,4,12.83
34,4,13.7
35,4,13.98
36,4,12.78
37,4,12.8
38,4,13.28
39,4,13.25
40,4,13.72
41,4,14.02
42,4,14.17
43,4,14.89
44,4,15.38
45,4,16.66
46,4,16.88
47,4,17.47
48,4,17.35
49,4,17.24
50,4,18.2
51,4,19.5
52,4,18.37
53,4,19.75
54,4,21.05
55,4,21.38
56,4,21.38
57,4,22.58
58,4,22.19
59,4,22.51
60,4,22.61
61,4,23.11
62,4,24.05
63,4,23.62
64,4,25.37
65,4,26.12
66,4,26.81
67,4,27.73
68,4,28.16
69,4,28.68
70,4,30.42
71,4,32.82
72,4,32.48
73,4,35.42
74,4,37.28
75,4,38.46
76,4,41.29
77,4,45.89
78,4,45.11
79,4,42.33
80,4,38.0
81,4,35.73
82,4,34.29
83,4,32.99
84,4,31.39
85,4,31.2
86,4,29.05
87,4,28.27
88,4,27.86
89,4,27.21
90,4,26.41
91,4,24.77
92,4,25.18
93,4,24.79
94,4,23.57
95,4,23.61
96,4,23.3
97,4,23.27
98,4,22.2
99,4,22.86
0,0,39.62
1,0,40.36
2,0,40.61
3,0,40.63
4,0,40.32
5,0,39.44
6,0,39.34
7,0,39.78
8,0,39.78
9,0,39.61
10,0,39.54
11,0,39.51
12,0,40.12
13,0,39.91
14,0,40.16
15,0,40.37
16,0,40.63
17,0,40.76
18,0,40.79
19,0,40.4
20,0,40.97
21,0,40.84
22,0,39.72
23,0,40.74
24,0,40.67
25,0,40.96
26,0,38.81
27,0,38.62
28,0,40.56
29,0,40.4
30,0,39.73
31,0,40.65
32,0,40.76
33,0,40.74
34,0,41.34
35,0,41.5
36,0,40.79
37,0,40.34
38,0,40.49
39,0,39.86
40,0,40.34
41,0,40.7
42,0,40.41
43,0,41.05
44,0,41.13
45,0,41.86
46,0,41.77
47,0,41.84
48,0,41.31
49,0,40.74
50,0,41.03
51,0,41.4
52,0,39.94
53,0,40.59
54,0,41.41
55,0,41.3
56,0,41.48
57,0,41.63
58,0,41.58
59,0,41.58
60,0,41.18
61,0,41.42
62,0,41.89
63,0,40.92
64,0,41.7
65,0,41.41
66,0,41.08
67,0,41.68
68,0,41.92
69,0,41.16
70,0,42.24
71,0,43.44
72,0,42.15
73,0,43.23
74,0,42.67
75,0,42.18
76,0,42.37
77,0,42.64
78,0,42.44
79,0,42.81
80,0,41.94
81,0,42.02
82,0,42.35
83,0,42.45
84,0,42.17
85,0,42.71
86,0,42.32
87,0,42.65
88,0,42.7
89,0,43.25
90,0,42.68
91,0,42.27
92,0,42.91
93,0,43.12
94,0,42.85
95,0,42.87
96,0,43.35
97,0,43.27
98,0,43.39
99,0,43.66
0,1,-488.24
1,1,-487.64
2,1,-487.56
3,1,-487.59
4,1,-487.91
5,1,-488.82
6,1,-488.97
7,1,-488.55
8,1,-488.5
9,1,-488.53
10,1,-488.63
11,1,-488.7
12,1,-488.11
13,1,-488.35
14,1,-488.13
15,1,-488.12
16,1,-487.98
17,1,-487.9
18,1,-487.88
19,1,-488.31
20,1,-487.78
21,1,-487.93
22,1,-488.92
23,1,-487.84
24,1,-487.95
25,1,-487.69
26,1,-489.86
27,1,-490.09
28,1,-488.19
29,1,-488.6
30,1,-489.33
31,1,-488.47
32,1,-488.37
33,1,-488.42
34,1,-487.86
35,1,-487.73
36,1,-488.21
37,1,-488.7
38,1,-488.58
39,1,-489.23
40,1,38.39
41,1,65.62
42,1,66.89
43,1,68.7
44,1,66.27
45,1,-487.73
46,1,-487.83
47,1,-487.8
48,1,-488.36
49,1,-488.89
50,1,-488.45
51,1,-488.11
52,1,-489.6
53,1,-488.98
54,1,-488.2
55,1,-488.35
56,1,-488.33
57,1,-488.39
58,1,-488.44
59,1,-488.51
60,1,-488.92
61,1,-488.71
62,1,-488.27
63,1,-489.13
64,1,-488.27
65,1,-488.59
66,1,-488.95
67,1,-488.38
68,1,-488.2
69,1,-488.99
70,1,-488.15
71,1,-487.09
72,1,-488.38
73,1,-487.37
74,1,-487.94
75,1,-488.47
76,1,-488.31
77,1,-487.85
78,1,-488.05
79,1,-487.71
80,1,-488.61
81,1,-488.57
82,1,-488.29
83,1,-488.24
84,1,-488.81
85,1,-488.34
86,1,-488.74
87,1,-488.48
88,1,-488.44
89,1,-487.95
90,1,-488.49
91,1,-488.71
92,1,-488.11
93,1,-487.94
94,1,-488.25
95,1,-488.27
96,1,-487.83
97,1,-488.06
98,1,-488.15
99,1,-487.94
