clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed
fold1_room1_mix001,fold1,walk,2,siren,R,backup_beep,R,safe,R,normal,12419821973
fold1_room1_mix002,fold1,static,1,bike_bell,R,,,critical,R,normal,12419821974
fold1_room1_mix003,fold1,walk,0,,,,,safe,L,normal,12419821975
fold1_room1_mix004,fold1,static,0,,,,,safe,L,normal,12419821976
fold1_room1_mix005,fold1,static,1,crossing,R,,,caution,R,normal,12419821977
fold1_room1_mix006,fold1,static,0,,,,,critical,L,normal,12419821978
fold1_room1_mix007,fold1,static,1,crossing,R,,,safe,L,normal,12419821979
fold1_room1_mix008,fold1,static,1,bike_bell,R,,,safe,L,normal,12419821980
fold1_room1_mix009,fold1,static,0,,,,,safe,L,normal,12419821981
fold1_room1_mix010,fold1,walk,0,,,,,caution,R,normal,12419821982
fold1_room1_mix011,fold1,walk,1,bike_bell,L,,,safe,R,normal,12419821983
fold1_room1_mix012,fold1,static,1,backup_beep,R,,,caution,L,normal,12419821984
fold1_room1_mix013,fold1,walk,0,,,,,caution,R,normal,12419821985
fold1_room1_mix014,fold1,walk,0,,,,,safe,L,normal,12419821986
fold1_room1_mix015,fold1,walk,0,,,,,caution,R,normal,12419821987
fold1_room1_mix016,fold1,static,1,siren,R,,,safe,R,normal,12419821988
fold1_room1_mix017,fold1,walk,1,crossing,L,,,caution,R,normal,12419821989
fold1_room1_mix018,fold1,static,0,,,,,safe,R,normal,12419821990
fold1_room1_mix019,fold1,walk,0,,,,,caution,L,normal,12419821991
fold1_room1_mix020,fold1,walk,0,,,,,caution,L,normal,12419821992
fold1_room1_mix021,fold1,walk,2,siren,L,backup_beep,L,safe,L,normal,12419821993
fold1_room1_mix022,fold1,walk,1,bike_bell,L,,,critical,L,normal,12419821994
fold1_room1_mix023,fold1,static,0,,,,,caution,L,normal,12419821995
fold1_room1_mix024,fold1,walk,1,horn,L,,,safe,L,normal,12419821996
fold1_room1_mix025,fold1,walk,1,crossing,L,,,critical,R,normal,12419821997
fold1_room1_mix026,fold1,static,1,bike_bell,L,,,safe,R,normal,12419821998
fold1_room1_mix027,fold1,walk,1,bike_bell,L,,,critical,L,normal,12419821999
fold1_room1_mix028,fold1,static,1,crossing,R,,,critical,R,normal,12419822000
fold1_room1_mix029,fold1,walk,1,siren,L,,,critical,R,normal,12419822001
fold1_room1_mix030,fold1,walk,0,,,,,critical,L,normal,12419822002
fold1_room1_mix031,fold1,static,0,,,,,caution,L,normal,12419822003
fold1_room1_mix032,fold1,walk,1,horn,L,,,safe,L,normal,12419822004
fold1_room1_mix033,fold1,walk,1,siren,L,,,safe,L,normal,12419822005
fold1_room1_mix034,fold1,static,0,,,,,safe,L,normal,12419822006
fold1_room1_mix035,fold1,static,1,horn,L,,,safe,R,normal,12419822007
fold1_room1_mix036,fold1,static,1,bike_bell,L,,,caution,L,normal,12419822008
fold1_room1_mix037,fold1,walk,1,crossing,L,,,safe,L,normal,12419822009
fold1_room1_mix038,fold1,static,2,horn,L,backup_beep,R,caution,L,normal,12419822010
fold1_room1_mix039,fold1,walk,1,bike_bell,L,,,safe,R,normal,12419822011
fold1_room1_mix040,fold1,walk,1,bike_bell,L,,,caution,L,normal,12419822012
fold1_room1_mix041,fold1,static,1,backup_beep,L,,,caution,R,normal,12419822013
fold1_room1_mix042,fold1,walk,2,horn,R,bike_bell,L,caution,L,normal,12419822014
fold1_room1_mix043,fold1,walk,1,siren,R,,,critical,L,normal,12419822015
fold1_room1_mix044,fold1,walk,0,,,,,safe,L,normal,12419822016
fold1_room1_mix045,fold1,walk,0,,,,,safe,R,normal,12419822017
fold1_room1_mix046,fold1,static,0,,,,,caution,L,normal,12419822018
fold1_room1_mix047,fold1,static,0,,,,,safe,R,normal,12419822019
fold1_room1_mix048,fold1,static,0,,,,,critical,R,normal,12419822020
fold1_room1_mix049,fold1,walk,0,,,,,safe,L,normal,12419822021
fold1_room1_mix050,fold1,walk,1,horn,L,,,safe,L,normal,12419822022
fold1_room1_mix051,fold1,static,2,horn,L,bike_bell,L,critical,L,normal,12419822023
fold1_room1_mix052,fold1,static,1,backup_beep,L,,,caution,R,normal,12419822024
fold1_room1_mix053,fold1,walk,1,bike_bell,R,,,safe,L,normal,12419822025
fold1_room1_mix054,fold1,static,1,backup_beep,L,,,critical,R,normal,12419822026
fold1_room1_mix055,fold1,static,1,backup_beep,L,,,critical,R,normal,12419822027
fold1_room1_mix056,fold1,static,1,bike_bell,R,,,critical,R,normal,12419822028
fold1_room1_mix057,fold1,static,1,siren,R,,,caution,L,normal,12419822029
fold1_room1_mix058,fold1,walk,1,bike_bell,R,,,critical,R,normal,12419822030
fold1_room1_mix059,fold1,static,0,,,,,caution,L,normal,12419822031
fold1_room1_mix060,fold1,static,1,bike_bell,R,,,safe,L,normal,12419822032
fold1_room1_mix061,fold1,walk,1,bike_bell,R,,,caution,R,normal,12419822033
fold1_room1_mix062,fold1,static,1,siren,L,,,caution,R,normal,12419822034
fold1_room1_mix063,fold1,walk,1,backup_beep,L,,,safe,L,normal,12419822035
fold1_room1_mix064,fold1,static,1,siren,L,,,caution,R,normal,12419822036
fold1_room1_mix065,fold1,walk,1,bike_bell,R,,,safe,L,normal,12419822037
fold1_room1_mix066,fold1,walk,1,crossing,L,,,safe,L,normal,12419822038
fold1_room1_mix067,fold1,static,2,siren,L,bike_bell,R,safe,L,normal,12419822039
fold1_room1_mix068,fold1,static,2,backup_beep,R,bike_bell,L,caution,L,normal,12419822040
fold1_room1_mix069,fold1,walk,0,,,,,caution,L,normal,12419822041
fold1_room1_mix070,fold1,static,1,horn,L,,,critical,L,normal,12419822042
fold1_room1_mix071,fold1,walk,0,,,,,safe,R,normal,12419822043
fold1_room1_mix072,fold1,walk,0,,,,,critical,L,normal,12419822044
fold1_room1_mix073,fold1,static,0,,,,,caution,L,normal,12419822045
fold1_room1_mix074,fold1,static,0,,,,,safe,R,normal,12419822046
fold1_room1_mix075,fold1,static,1,backup_beep,R,,,critical,L,normal,12419822047
fold1_room1_mix076,fold1,walk,1,bike_bell,L,,,caution,L,normal,12419822048
fold1_room1_mix077,fold1,walk,2,backup_beep,R,bike_bell,L,caution,L,normal,12419822049
fold1_room1_mix078,fold1,static,1,bike_bell,L,,,critical,L,normal,12419822050
fold1_room1_mix079,fold1,static,2,horn,R,bike_bell,R,critical,R,normal,12419822051
fold1_room1_mix080,fold1,walk,1,horn,R,,,caution,L,normal,12419822052
fold1_room1_mix081,fold1,static,1,siren,L,,,caution,R,normal,12419822053
fold1_room1_mix082,fold1,static,1,backup_beep,L,,,critical,R,normal,12419822054
fold1_room1_mix083,fold1,static,1,bike_bell,L,,,caution,L,normal,12419822055
fold1_room1_mix084,fold1,walk,2,horn,R,crossing,R,safe,R,normal,12419822056
fold1_room1_mix085,fold1,walk,0,,,,,caution,L,normal,12419822057
fold1_room1_mix086,fold1,walk,2,siren,R,horn,R,critical,L,normal,12419822058
fold1_room1_mix087,fold1,static,1,siren,R,,,caution,L,normal,12419822059
fold1_room1_mix088,fold1,walk,0,,,,,caution,L,normal,12419822060
fold1_room1_mix089,fold1,static,0,,,,,safe,L,normal,12419822061
fold1_room1_mix090,fold1,walk,1,bike_bell,R,,,critical,R,normal,12419822062
fold1_room1_mix091,fold1,static,1,horn,L,,,critical,L,normal,12419822063
fold1_room1_mix092,fold1,static,0,,,,,critical,L,normal,12419822064
fold1_room1_mix093,fold1,walk,2,horn,R,bike_bell,L,safe,R,normal,12419822065
fold1_room1_mix094,fold1,static,1,horn,R,,,caution,R,normal,12419822066
fold1_room1_mix095,fold1,static,0,,,,,safe,R,normal,12419822067
fold1_room1_mix096,fold1,static,0,,,,,safe,R,normal,12419822068
