27,1,0,-87,-2
28,1,0,-89,-2
29,1,0,-91,-2
30,1,0,-93,-2
31,1,0,-94,-2
32,1,0,-96,-2
33,1,0,-98,-2
34,1,0,-99,-2
35,1,0,-101,-2
36,1,0,-102,-2
37,1,0,-104,-2
38,1,0,-106,-2
39,1,0,-107,-2
40,1,0,-109,-1
41,1,0,-110,-1
42,1,0,-112,-1
43,1,0,-113,-1
44,1,0,-114,-1
45,1,0,-116,-1
46,1,0,-117,-1
46,4,0,-7,-1
47,4,0,-7,-1
48,4,0,-8,-1
49,4,0,-8,-1
50,4,0,-8,-1
51,4,0,-8,-1
52,4,0,-9,-1
53,4,0,-9,-1
54,4,0,-9,-2
55,4,0,-10,-2
56,4,0,-10,-2
57,4,0,-11,-2
58,4,0,-11,-2
59,4,0,-12,-2
60,4,0,-12,-2
61,4,0,-13,-2
62,4,0,-14,-2
63,4,0,-15,-2
64,4,0,-16,-2
65,4,0,-17,-3
66,4,0,-18,-3
67,4,0,-19,-3
68,4,0,-21,-3
69,4,0,-23,-4
70,4,0,-25,-4
71,4,0,-28,-4
72,4,0,-31,-5
73,4,0,-35,-5
74,4,0,-40,-6
75,4,0,-46,-7
76,4,0,-54,-7
77,4,0,-64,-8
78,4,0,-76,-9
79,4,0,-89,-9
80,4,0,-102,-9
81,4,0,-114,-8
82,4,0,-124,-8
83,4,0,-132,-7
84,4,0,-139,-6
85,4,0,-144,-5
86,4,0,-148,-5
87,4,0,-151,-4
88,4,0,-154,-4
89,4,0,-156,-4
90,4,0,-158,-3
91,4,0,-160,-3
92,4,0,-161,-3
93,4,0,-163,-3
94,4,0,-164,-3
95,4,0,-165,-2
96,4,0,-165,-2
97,4,0,-166,-2
98,4,0,-167,-2
99,4,0,-168,-2
