2,5,0,6,-1,58.07
3,5,0,7,-1,56.52
3,5,1,4,0,98.33
4,5,0,7,-1,54.97
4,5,1,4,0,96.78
4,5,2,3,0,138.69
5,5,0,7,-1,53.42
5,5,1,4,0,95.22
5,5,2,3,0,137.13
6,5,0,7,-1,51.87
6,5,1,4,0,93.66
6,5,2,3,0,135.57
7,5,0,7,-1,50.32
7,5,1,4,0,92.11
7,5,2,3,0,134.01
8,5,0,8,-1,48.78
8,5,1,4,0,90.55
8,5,2,3,0,132.45
9,5,0,8,-1,47.23
9,5,1,4,0,88.99
9,5,2,3,0,130.90
10,5,0,8,-1,45.69
10,5,1,4,0,87.44
10,5,2,3,0,129.34
11,5,0,8,-1,44.15
11,5,1,4,0,85.88
11,5,2,3,0,127.78
12,5,0,9,-1,42.60
12,5,1,4,0,84.33
12,5,2,3,0,126.22
13,5,0,9,-1,41.06
13,5,1,4,0,82.77
13,5,2,3,0,124.66
14,5,0,9,-1,39.52
14,5,1,5,0,81.22
14,5,2,3,0,123.10
15,5,0,10,-1,37.99
15,5,1,5,0,79.66
15,5,2,3,0,121.55
16,5,0,10,-1,36.45
16,5,1,5,0,78.11
16,5,2,3,0,119.99
17,5,0,11,-1,34.92
17,5,1,5,0,76.55
17,5,2,3,0,118.43
18,5,0,11,-1,33.39
18,5,1,5,0,75.00
18,5,2,3,0,116.87
19,5,0,12,-1,31.86
19,5,1,5,0,73.44
19,5,2,3,0,115.32
20,5,0,12,-1,30.33
20,5,1,5,0,71.89
20,5,2,3,0,113.76
21,5,0,13,-1,28.81
21,5,1,5,0,70.34
21,5,2,3,0,112.20
22,5,0,14,-1,27.30
22,5,1,5,0,68.78
22,5,2,3,0,110.64
23,5,0,14,-1,25.79
23,5,1,6,0,67.23
23,5,2,3,0,109.09
24,5,0,15,-1,24.28
24,5,1,6,-1,65.68
24,5,2,3,0,107.53
25,5,0,16,-1,22.78
25,5,1,6,-1,64.13
25,5,2,3,0,105.97
26,5,0,18,-2,21.30
26,5,1,6,-1,62.57
26,5,2,4,0,104.41
27,5,0,19,-2,19.82
27,5,1,6,-1,61.02
27,5,2,4,0,102.86
28,5,0,21,-2,18.35
28,5,1,6,-1,59.47
28,5,2,4,0,101.30
29,5,0,22,-2,16.91
29,5,1,6,-1,57.92
29,5,2,4,0,99.74
30,5,0,25,-2,15.48
30,5,1,7,-1,56.37
30,5,2,4,0,98.19
31,5,0,27,-2,14.09
31,5,1,7,-1,54.82
31,5,2,4,0,96.63
32,5,0,30,-3,12.73
32,5,1,7,-1,53.27
32,5,2,4,0,95.07
33,5,0,34,-3,11.42
33,5,1,7,-1,51.73
33,5,2,4,0,93.52
34,5,0,39,-3,10.18
34,5,1,7,-1,50.18
34,5,2,4,0,91.96
35,5,0,46,-4,9.05
35,5,1,8,-1,48.63
35,5,2,4,0,90.40
36,5,0,53,-4,8.05
36,5,1,8,-1,47.09
36,5,2,4,0,88.85
37,5,0,63,-5,7.24
37,5,1,8,-1,45.54
37,5,2,4,0,87.29
38,5,0,75,-5,6.69
38,5,1,8,-1,44.00
38,5,2,4,0,85.74
39,5,0,88,-5,6.46
39,5,1,9,-1,42.46
39,5,2,4,0,84.18
40,5,0,101,-5,6.57
40,5,1,9,-1,40.92
40,5,2,4,0,82.63
41,5,0,113,-5,6.99
41,5,1,9,-1,39.38
41,5,2,5,0,81.07
