frame,class,snr_a_db
0,4,-505.36
1,4,-7.02
2,4,-4.23
3,4,-3.94
4,4,-4.0
5,4,-3.56
6,4,-3.92
7,4,-3.66
8,4,-4.17
9,4,-4.58
10,4,-3.81
11,4,-4.03
12,4,-3.53
13,4,-3.91
14,4,-3.39
15,4,-2.96
16,4,-2.5
17,4,-2.49
18,4,-3.24
19,4,-3.11
20,4,-2.48
21,4,-2.85
22,4,-2.28
23,4,-1.47
24,4,-1.22
25,4,-1.78
26,4,-1.51
27,4,-1.3
28,4,-0.75
29,4,-0.19
30,4,-0.62
31,4,0.23
32,4,0.15
33,4,0.11
34,4,1.42
35,4,1.75
36,4,2.22
37,4,2.24
38,4,2.53
39,4,2.84
40,4,4.12
41,4,3.76
42,4,4.13
43,4,4.92
44,4,5.97
45,4,5.43
46,4,5.7
47,4,5.53
48,4,6.27
49,4,6.58
50,4,6.69
51,4,6.38
52,4,7.29
53,4,7.05
54,4,8.42
55,4,8.64
56,4,9.02
57,4,9.35
58,4,10.95
59,4,10.86
60,4,10.58
61,4,11.93
62,4,11.96
63,4,12.81
64,4,13.23
65,4,13.97
66,4,13.97
67,4,15.24
68,4,14.98
69,4,16.48
70,4,16.19
71,4,16.56
72,4,18.37
73,4,17.91
74,4,16.91
75,4,17.39
76,4,16.97
77,4,17.02
78,4,16.34
79,4,15.25
80,4,15.19
81,4,14.43
82,4,13.66
83,4,12.72
84,4,12.96
85,4,11.64
86,4,11.25
87,4,10.45
88,4,11.35
89,4,10.6
90,4,9.49
91,4,9.23
92,4,8.3
93,4,8.27
94,4,7.7
95,4,7.26
96,4,6.72
97,4,6.17
98,4,6.47
99,4,5.96
0,2,-505.36
1,2,-505.09
2,2,-505.4
3,2,-505.22
4,2,-505.23
5,2,-505.16
6,2,-505.38
7,2,-505.49
8,2,-505.62
9,2,-505.51
10,2,-505.43
11,2,-505.42
12,2,-505.57
13,2,-505.86
14,2,-505.41
15,2,-505.65
16,2,-505.25
17,2,-505.48
18,2,-505.29
19,2,-505.49
20,2,-505.61
21,2,-505.54
22,2,-505.48
23,2,-505.53
24,2,-505.18
25,2,-505.6
26,2,-505.69
27,2,-505.66
28,2,-505.62
29,2,-505.56
30,2,-505.48
31,2,-505.5
32,2,-505.48
33,2,-505.96
34,2,-505.32
35,2,-505.27
36,2,-505.44
37,2,-505.1
38,2,-505.64
39,2,-6.15
40,2,0.57
41,2,0.98
42,2,0.68
43,2,-184.21
44,2,-505.2
45,2,-505.38
46,2,-505.14
47,2,-17.55
48,2,3.52
49,2,3.96
50,2,4.24
51,2,4.16
52,2,-0.55
53,2,-505.42
54,2,-505.33
55,2,-505.23
56,2,-505.16
57,2,1.17
58,2,4.64
59,2,4.36
60,2,3.98
61,2,3.16
62,2,-373.11
63,2,-505.47
64,2,-505.65
65,2,-505.2
66,2,-15.43
67,2,1.51
68,2,0.95
69,2,-2.78
70,2,-505.49
71,2,-505.68
72,2,-504.81
73,2,-505.61
74,2,-505.47
75,2,-505.28
76,2,-505.11
77,2,-505.05
78,2,-505.51
79,2,-505.25
80,2,-505.51
81,2,-505.58
82,2,-505.36
83,2,-505.38
84,2,-505.53
85,2,-505.32
86,2,-505.66
87,2,-505.34
88,2,-505.35
89,2,-505.37
90,2,-505.62
91,2,-505.48
92,2,-505.72
93,2,-505.41
94,2,-505.49
95,2,-505.46
96,2,-505.34
97,2,-505.37
98,2,-505.39
99,2,-505.74
