frame,class,snr_a_db
0,4,-495.21
1,4,-5.8
2,4,6.14
3,4,6.67
4,4,6.56
5,4,6.23
6,4,5.43
7,4,6.34
8,4,6.32
9,4,6.68
10,4,6.8
11,4,7.3
12,4,7.29
13,4,6.93
14,4,7.72
15,4,6.43
16,4,7.22
17,4,7.11
18,4,7.31
19,4,7.58
20,4,7.33
21,4,7.29
22,4,7.87
23,4,7.61
24,4,7.54
25,4,7.45
26,4,7.95
27,4,7.65
28,4,8.19
29,4,7.26
30,4,7.74
31,4,7.75
32,4,7.87
33,4,8.28
34,4,8.17
35,4,8.31
36,4,8.49
37,4,8.99
38,4,8.74
39,4,9.43
40,4,9.37
41,4,9.78
42,4,10.05
43,4,9.85
44,4,9.68
45,4,10.62
46,4,11.28
47,4,11.01
48,4,11.52
49,4,11.7
50,4,12.32
51,4,13.46
52,4,13.36
53,4,13.35
54,4,13.62
55,4,13.95
56,4,14.5
57,4,15.54
58,4,16.22
59,4,16.09
60,4,16.32
61,4,16.73
62,4,16.59
63,4,17.46
64,4,17.49
65,4,17.31
66,4,17.42
67,4,17.34
68,4,18.2
69,4,18.54
70,4,18.03
71,4,18.13
72,4,18.4
73,4,18.61
74,4,18.99
75,4,18.71
76,4,18.61
77,4,18.84
78,4,18.88
79,4,18.71
80,4,19.41
81,4,19.43
82,4,18.93
83,4,18.61
84,4,18.78
85,4,18.59
86,4,18.93
87,4,18.56
88,4,18.21
89,4,17.74
90,4,18.49
91,4,18.17
92,4,18.21
93,4,18.43
94,4,17.09
95,4,17.56
96,4,17.71
97,4,16.7
98,4,17.05
99,4,16.48
0,3,-495.21
1,3,-495.41
2,3,-495.08
3,3,-494.75
4,3,-495.21
5,3,-495.32
6,3,-495.43
7,3,-494.94
8,3,-495.03
9,3,-495.02
10,3,-495.0
11,3,-494.85
12,3,-495.03
13,3,-495.19
14,3,-495.03
15,3,-495.26
16,3,-495.05
17,3,-495.25
18,3,-495.23
19,3,-495.21
20,3,-495.01
21,3,-494.98
22,3,-495.05
23,3,16.93
24,3,31.41
25,3,29.3
26,3,27.25
27,3,32.89
28,3,34.83
29,3,32.0
30,3,29.55
31,3,26.47
32,3,24.34
33,3,21.58
34,3,19.24
35,3,16.52
36,3,13.73
37,3,10.96
38,3,7.52
39,3,4.02
40,3,-0.07
41,3,-4.52
42,3,-10.32
43,3,-17.47
44,3,20.44
45,3,22.47
46,3,24.32
47,3,24.84
48,3,24.83
49,3,34.37
50,3,36.66
51,3,35.42
52,3,33.45
53,3,31.43
54,3,29.06
55,3,26.4
56,3,23.6
57,3,21.21
58,3,18.57
59,3,15.85
60,3,12.96
61,3,10.06
62,3,6.99
63,3,4.26
64,3,0.79
65,3,-1.75
66,3,37.09
67,3,37.91
68,3,35.17
69,3,33.38
70,3,30.77
71,3,39.27
72,3,39.96
73,3,37.71
74,3,35.67
75,3,32.75
76,3,29.68
77,3,26.26
78,3,22.98
79,3,19.21
80,3,16.41
81,3,11.46
82,3,-495.36
83,3,-495.01
84,3,-495.2
85,3,-495.22
86,3,-495.37
87,3,-494.94
88,3,-495.36
89,3,-495.47
90,3,-494.91
91,3,-495.16
92,3,-495.28
93,3,-495.03
94,3,-495.2
95,3,-495.01
96,3,-494.94
97,3,-494.86
98,3,-494.77
99,3,-495.24
