frame,class,snr_a_db
0,4,-8.58
1,4,2.92
2,4,2.08
3,4,2.72
4,4,3.04
5,4,2.83
6,4,3.21
7,4,3.31
8,4,3.27
9,4,3.91
10,4,4.45
11,4,4.07
12,4,4.83
13,4,4.36
14,4,5.28
15,4,5.39
16,4,5.79
17,4,5.92
18,4,6.43
19,4,6.62
20,4,7.52
21,4,7.72
22,4,7.91
23,4,7.61
24,4,7.91
25,4,8.5
26,4,8.85
27,4,9.75
28,4,9.89
29,4,9.96
30,4,10.42
31,4,11.01
32,4,10.93
33,4,11.08
34,4,11.58
35,4,11.79
36,4,11.55
37,4,12.17
38,4,12.56
39,4,12.58
40,4,13.31
41,4,13.78
42,4,13.17
43,4,14.28
44,4,14.35
45,4,15.33
46,4,16.09
47,4,16.34
48,4,16.69
49,4,17.56
50,4,17.6
51,4,17.96
52,4,19.92
53,4,19.67
54,4,20.91
55,4,20.75
56,4,22.11
57,4,23.53
58,4,24.27
59,4,25.29
60,4,26.0
61,4,26.59
62,4,27.67
63,4,28.07
64,4,28.49
65,4,27.62
66,4,25.9
67,4,25.43
68,4,24.03
69,4,24.0
70,4,22.17
71,4,21.66
72,4,20.38
73,4,20.53
74,4,19.84
75,4,19.37
76,4,17.66
77,4,17.12
78,4,16.64
79,4,16.41
80,4,16.29
81,4,15.54
82,4,15.25
83,4,14.39
84,4,13.93
85,4,13.4
86,4,12.86
87,4,13.04
88,4,12.39
89,4,12.83
90,4,12.62
91,4,11.63
92,4,11.67
93,4,11.27
94,4,11.15
95,4,10.89
96,4,10.37
97,4,10.5
98,4,10.74
99,4,10.01
0,5,11.11
1,5,9.34
2,5,2.61
3,5,6.04
4,5,5.76
5,5,12.3
6,5,5.24
7,5,5.6
8,5,3.92
9,5,11.73
10,5,8.32
11,5,3.8
12,5,4.9
13,5,7.48
14,5,11.01
15,5,3.88
16,5,4.06
17,5,2.13
18,5,10.61
19,5,6.14
20,5,2.57
21,5,2.75
22,5,7.05
23,5,8.5
24,5,0.9
25,5,1.46
26,5,-0.42
27,5,8.68
28,5,2.23
29,5,-0.47
30,5,-0.87
31,5,4.75
32,5,3.53
33,5,-1.49
34,5,-2.68
35,5,-1.87
36,5,4.0
37,5,-0.34
38,5,-3.04
39,5,-5.01
40,5,3.53
41,5,1.7
42,5,-1.28
43,5,-1.9
44,5,1.84
45,5,5.89
46,5,0.97
47,5,1.45
48,5,0.02
49,5,8.79
50,5,5.27
51,5,2.69
52,5,4.0
53,5,8.72
54,5,10.31
55,5,4.24
56,5,6.41
57,5,4.16
58,5,13.45
59,5,8.52
60,5,7.09
61,5,7.16
62,5,12.8
63,5,13.15
64,5,7.74
65,5,9.11
66,5,6.27
67,5,16.15
68,5,10.08
69,5,9.02
70,5,9.21
71,5,15.39
72,5,13.78
73,5,8.96
74,5,10.4
75,5,10.4
76,5,16.81
77,5,10.04
78,5,10.44
79,5,9.3
80,5,16.91
81,5,13.62
82,5,10.16
83,5,10.82
84,5,12.7
85,5,17.18
86,5,10.31
87,5,10.71
88,5,9.32
89,5,17.34
90,5,13.36
91,5,10.2
92,5,10.72
93,5,14.61
94,5,16.43
95,5,9.84
96,5,10.81
97,5,8.5
98,5,17.59
99,5,12.19
0,1,-508.95
1,1,-508.81
2,1,-509.03
3,1,-508.61
4,1,-509.13
5,1,-509.15
6,1,-509.0
7,1,-508.71
8,1,-509.28
9,1,-508.84
10,1,-508.86
11,1,-509.19
12,1,-508.86
13,1,-509.12
14,1,-508.82
15,1,-509.0
16,1,-508.92
17,1,-509.19
18,1,-509.02
19,1,-509.09
20,1,-508.78
21,1,-508.86
22,1,-508.95
23,1,-508.86
24,1,-509.13
25,1,-508.96
26,1,-509.05
27,1,-508.74
28,1,-509.15
29,1,-509.05
30,1,-508.99
31,1,-509.11
32,1,-509.24
33,1,-509.13
34,1,-509.0
35,1,-509.14
36,1,-509.2
37,1,-509.09
38,1,-509.09
39,1,-509.33
40,1,-508.86
41,1,-509.0
42,1,-509.17
43,1,-509.23
44,1,-509.02
45,1,-509.12
46,1,-509.2
47,1,-509.04
48,1,-509.05
49,1,-509.13
50,1,-508.99
51,1,-509.41
52,1,-508.88
53,1,-508.9
54,1,-509.0
55,1,-509.29
56,1,-508.85
57,1,-508.88
58,1,-508.95
59,1,-508.75
60,1,-508.92
61,1,-508.87
62,1,-508.9
63,1,-508.85
64,1,-508.8
65,1,-508.65
66,1,-508.96
67,1,-509.0
68,1,-508.84
69,1,-509.01
70,1,-508.67
71,1,-509.07
72,1,-509.06
73,1,45.48
74,1,48.67
75,1,48.7
76,1,45.04
77,1,-509.23
78,1,45.76
79,1,47.91
80,1,47.91
81,1,43.9
82,1,-508.94
83,1,45.98
84,1,47.46
85,1,47.33
86,1,42.06
87,1,-351.7
88,1,45.82
89,1,46.74
90,1,46.75
91,1,40.29
92,1,-7.25
93,1,41.52
94,1,-508.89
95,1,-508.92
96,1,-509.09
97,1,-509.07
98,1,-508.84
99,1,-509.05
