frame,class,snr_a_db
0,4,-499.5
1,4,-1.93
2,4,6.77
3,4,7.12
4,4,6.44
5,4,6.86
6,4,6.94
7,4,6.34
8,4,6.77
9,4,6.59
10,4,6.93
11,4,6.9
12,4,6.98
13,4,6.95
14,4,7.46
15,4,6.63
16,4,6.84
17,4,7.11
18,4,7.81
19,4,6.62
20,4,7.65
21,4,7.25
22,4,7.83
23,4,6.81
24,4,7.91
25,4,7.97
26,4,7.82
27,4,7.28
28,4,7.83
29,4,8.39
30,4,8.46
31,4,8.73
32,4,7.91
33,4,8.62
34,4,8.1
35,4,8.19
36,4,8.64
37,4,9.27
38,4,8.23
39,4,8.47
40,4,8.86
41,4,9.4
42,4,9.0
43,4,8.73
44,4,8.99
45,4,10.23
46,4,10.27
47,4,10.81
48,4,10.52
49,4,10.76
50,4,11.63
51,4,11.56
52,4,12.37
53,4,12.64
54,4,13.25
55,4,13.7
56,4,13.29
57,4,14.9
58,4,15.08
59,4,15.95
60,4,16.07
61,4,16.3
62,4,16.53
63,4,16.98
64,4,18.85
65,4,17.73
66,4,19.18
67,4,17.79
68,4,18.47
69,4,18.54
70,4,19.45
71,4,19.89
72,4,20.05
73,4,20.84
74,4,21.93
75,4,22.84
76,4,23.59
77,4,23.24
78,4,23.97
79,4,24.99
80,4,25.85
81,4,26.63
82,4,27.16
83,4,28.5
84,4,29.65
85,4,32.13
86,4,33.31
87,4,34.86
88,4,35.07
89,4,35.19
90,4,35.09
91,4,33.4
92,4,32.13
93,4,30.24
94,4,29.26
95,4,27.83
96,4,27.15
97,4,27.07
98,4,25.33
99,4,24.78
0,3,-499.5
1,3,-499.67
2,3,-499.32
3,3,-499.26
4,3,-499.43
5,3,-499.48
6,3,-499.23
7,3,-499.43
8,3,-499.73
9,3,-499.52
10,3,-499.34
11,3,-499.61
12,3,-499.22
13,3,-499.7
14,3,-499.31
15,3,-499.41
16,3,-499.47
17,3,-499.52
18,3,-499.3
19,3,-499.67
20,3,-499.26
21,3,-499.61
22,3,-499.41
23,3,-499.77
24,3,-499.3
25,3,-0.53
26,3,18.95
27,3,19.21
28,3,19.66
29,3,19.68
30,3,12.08
31,3,3.8
32,3,-4.89
33,3,-12.97
34,3,-21.36
35,3,-30.02
36,3,20.22
37,3,19.69
38,3,19.13
39,3,17.25
40,3,15.77
41,3,11.91
42,3,-1.71
43,3,-12.63
44,3,-11.43
45,3,-14.48
46,3,-19.99
47,3,-26.02
48,3,27.85
49,3,26.22
50,3,26.59
51,3,26.09
52,3,23.51
53,3,18.48
54,3,-3.36
55,3,-499.44
56,3,-499.6
57,3,-499.76
58,3,-499.46
59,3,-499.53
60,3,-499.34
61,3,-499.46
62,3,-499.81
63,3,-499.24
64,3,-499.2
65,3,-499.55
66,3,-499.38
67,3,-499.71
68,3,-499.41
69,3,-499.47
70,3,-499.29
71,3,-499.39
72,3,-499.68
73,3,-499.61
74,3,-499.51
75,3,-499.27
76,3,-499.23
77,3,-499.6
78,3,-499.56
79,3,-499.64
80,3,-499.86
81,3,-499.4
82,3,-499.7
83,3,-499.57
84,3,-499.88
85,3,-499.32
86,3,-499.36
87,3,-499.31
88,3,-499.28
89,3,-499.65
90,3,-499.44
91,3,-499.52
92,3,-499.49
93,3,-499.54
94,3,-499.55
95,3,-499.69
96,3,-499.68
97,3,-499.44
98,3,-499.63
99,3,-499.29
