frame,class,snr_a_db
0,4,1.2
1,4,9.67
2,4,10.65
3,4,10.98
4,4,10.78
5,4,10.58
6,4,10.5
7,4,11.05
8,4,11.49
9,4,10.39
10,4,10.99
11,4,11.53
12,4,11.8
13,4,12.04
14,4,11.78
15,4,12.46
16,4,13.01
17,4,13.13
18,4,13.53
19,4,13.3
20,4,13.98
21,4,14.4
22,4,14.12
23,4,15.2
24,4,14.58
25,4,15.0
26,4,15.42
27,4,16.37
28,4,16.1
29,4,16.01
30,4,16.84
31,4,16.74
32,4,17.21
33,4,17.66
34,4,17.82
35,4,17.44
36,4,17.72
37,4,18.77
38,4,18.44
39,4,18.72
40,4,19.08
41,4,19.85
42,4,19.36
43,4,18.74
44,4,19.39
45,4,20.57
46,4,20.29
47,4,20.7
48,4,20.96
49,4,21.03
50,4,21.18
51,4,22.01
52,4,22.26
53,4,22.41
54,4,23.01
55,4,23.51
56,4,24.0
57,4,24.28
58,4,24.5
59,4,24.14
60,4,24.89
61,4,25.33
62,4,26.11
63,4,26.77
64,4,27.85
65,4,27.93
66,4,27.54
67,4,29.93
68,4,29.3
69,4,30.46
70,4,32.11
71,4,32.87
72,4,32.54
73,4,34.74
74,4,36.03
75,4,36.62
76,4,37.67
77,4,39.06
78,4,38.15
79,4,37.44
80,4,36.02
81,4,34.88
82,4,33.83
83,4,33.45
84,4,32.82
85,4,30.99
86,4,30.5
87,4,29.83
88,4,28.3
89,4,28.65
90,4,28.1
91,4,27.78
92,4,26.73
93,4,25.9
94,4,26.03
95,4,25.04
96,4,24.81
97,4,24.56
98,4,23.58
99,4,24.51
0,5,13.68
1,5,11.51
2,5,5.65
3,5,8.46
4,5,4.65
5,5,15.79
6,5,9.83
7,5,8.08
8,5,8.36
9,5,12.73
10,5,14.42
11,5,7.33
12,5,8.61
13,5,6.74
14,5,15.41
15,5,11.19
16,5,7.46
17,5,8.49
18,5,10.6
19,5,15.36
20,5,8.17
21,5,8.96
22,5,7.27
23,5,14.93
24,5,12.44
25,5,7.32
26,5,8.66
27,5,5.84
28,5,16.19
29,5,8.98
30,5,8.23
31,5,7.81
32,5,13.83
33,5,13.79
34,5,7.48
35,5,8.48
36,5,6.2
37,5,15.8
38,5,10.16
39,5,7.45
40,5,8.09
41,5,12.07
42,5,14.89
43,5,7.47
44,5,8.11
45,5,7.23
46,5,15.14
47,5,12.02
48,5,7.17
49,5,8.34
50,5,8.34
51,5,15.63
52,5,8.87
53,5,8.21
54,5,7.77
55,5,14.27
56,5,13.2
57,5,7.2
58,5,8.74
59,5,6.26
60,5,15.72
61,5,9.92
62,5,7.3
63,5,7.97
64,5,12.33
65,5,14.77
66,5,7.36
67,5,8.69
68,5,7.03
69,5,15.0
70,5,11.82
71,5,7.16
72,5,8.3
73,5,8.9
74,5,15.54
75,5,8.68
76,5,7.99
77,5,7.91
78,5,14.15
79,5,13.17
80,5,7.09
81,5,8.6
82,5,6.07
83,5,15.79
84,5,9.97
85,5,7.93
86,5,8.18
87,5,12.69
88,5,14.46
89,5,7.34
90,5,9.06
91,5,6.81
92,5,15.06
93,5,11.79
94,5,7.5
95,5,8.31
96,5,9.76
97,5,15.41
98,5,8.18
99,5,8.68
