name,motion,tier,scenario,n_src,peak,recon_err,noise_dba_target,noise_dba_meas,az_med_max,el_med_max,cpa_rel_dist_m,cpa_rel_time_s,car_audible_frac,recv_ok,mask_ok,result
fold1_room1_mix001,walk,safe,normal,3,0.0328,2.27e-07,48.66190058621078,48.66,0.304,0.334,11.302,8.91,0.98,True,True,PASS
fold1_room1_mix002,static,critical,normal,2,0.0052,1.77e-07,63.47313449600369,63.47,0.337,0.325,0.708,7.92,0.27,True,True,PASS
fold1_room1_mix003,walk,safe,normal,1,0.0015,1.19e-07,63.70616505552232,63.71,0.226,0.297,4.933,7.05,0.37,True,True,PASS
fold1_room1_mix004,static,safe,normal,1,0.0013,1.19e-07,43.35814354292957,43.36,0.277,0.257,6.876,7.65,1.0,True,True,PASS
fold1_room1_mix005,static,caution,normal,2,0.0036,1.78e-07,56.970606180047255,56.97,0.352,0.477,1.992,8.2,0.7,True,True,PASS
fold1_room1_mix006,static,critical,normal,1,0.0017,1.19e-07,63.58572869672835,63.59,0.342,0.33,1.483,8.59,0.19,True,True,PASS
fold1_room1_mix007,static,safe,normal,2,0.0007,1.77e-07,55.71213357979831,55.71,0.242,0.238,12.044,6.78,0.99,True,True,PASS
fold1_room1_mix008,static,safe,normal,2,0.0026,1.76e-07,47.13756235160604,47.14,0.369,0.296,10.636,7.09,0.99,True,True,PASS
fold1_room1_mix009,static,safe,normal,1,0.0014,1.19e-07,41.686801888731445,41.69,0.29,0.265,3.41,7.92,0.99,True,True,PASS
fold1_room1_mix010,walk,caution,normal,1,0.002,1.19e-07,55.96265040091743,55.96,0.318,0.213,1.971,6.02,0.62,True,True,PASS
fold1_room1_mix011,walk,safe,normal,2,0.0013,1.76e-07,63.79200032721896,63.79,0.348,0.425,14.231,8.56,0.16,True,True,PASS
fold1_room1_mix012,static,caution,normal,2,0.0024,1.77e-07,43.820822054518366,43.82,0.278,0.321,1.905,6.4,0.99,True,True,PASS
fold1_room1_mix013,walk,caution,normal,1,0.0021,1.19e-07,40.86460676538263,40.86,0.215,0.228,1.742,8.23,1.0,True,True,PASS
fold1_room1_mix014,walk,safe,normal,1,0.0006,1.19e-07,51.11998596413484,51.12,0.229,0.334,12.812,8.1,0.95,True,True,PASS
fold1_room1_mix015,walk,caution,normal,1,0.0023,1.19e-07,58.030736383861424,58.03,0.278,0.205,2.183,6.45,0.54,True,True,PASS
fold1_room1_mix016,static,safe,normal,2,0.0386,1.76e-07,60.53265984824728,60.53,0.242,0.319,11.369,6.78,0.36,True,True,PASS
fold1_room1_mix017,walk,caution,normal,2,0.0027,1.77e-07,63.48407540222304,63.48,0.198,0.32,2.562,8.08,0.34,True,True,PASS
fold1_room1_mix018,static,safe,normal,1,0.001,1.19e-07,48.422542789623854,48.42,0.26,0.212,6.552,7.21,0.99,True,True,PASS
fold1_room1_mix019,walk,caution,normal,1,0.0028,1.19e-07,61.987809978755244,61.99,0.369,0.215,2.234,8.25,0.41,True,True,PASS
fold1_room1_mix020,walk,caution,normal,1,0.0024,1.19e-07,54.16683006786304,54.17,0.276,0.261,2.111,7.68,0.69,True,True,PASS
fold1_room1_mix021,walk,safe,normal,3,0.3463,2.25e-07,56.733479973674676,56.73,0.379,0.307,11.985,6.71,0.62,True,True,PASS
fold1_room1_mix022,walk,critical,normal,2,0.0067,1.77e-07,45.52472633195137,45.52,0.328,0.288,0.961,7.71,1.0,True,True,PASS
fold1_room1_mix023,static,caution,normal,1,0.0025,1.19e-07,43.82876549491475,43.83,0.266,0.278,2.632,8.86,0.98,True,True,PASS
fold1_room1_mix024,walk,safe,normal,2,0.0079,1.76e-07,42.554684443789235,42.56,0.286,0.223,6.388,6.81,0.99,True,True,PASS
fold1_room1_mix025,walk,critical,normal,2,0.0031,1.78e-07,57.86502573417745,57.87,0.291,0.258,1.101,6.81,0.6,True,True,PASS
fold1_room1_mix026,static,safe,normal,2,0.0008,1.77e-07,55.46349800239189,55.46,0.326,0.305,8.632,8.93,0.7,True,True,PASS
fold1_room1_mix027,walk,critical,normal,2,0.004,1.76e-07,62.78732198513099,62.79,0.328,0.33,0.693,7.32,0.34,True,True,PASS
fold1_room1_mix028,static,critical,normal,2,0.0027,1.77e-07,42.64483875568747,42.65,0.273,0.25,1.292,6.23,0.99,True,True,PASS
fold1_room1_mix029,walk,critical,normal,2,0.1592,1.84e-07,43.81765779623785,43.82,0.291,0.339,0.78,8.17,0.98,True,True,PASS
fold1_room1_mix030,walk,critical,normal,1,0.0021,1.19e-07,49.716255784259644,49.72,0.239,0.233,1.227,6.61,0.95,True,True,PASS
fold1_room1_mix031,static,caution,normal,1,0.002,1.19e-07,47.942269341509736,47.94,0.249,0.256,2.149,8.63,0.99,True,True,PASS
fold1_room1_mix032,walk,safe,normal,2,0.0204,1.76e-07,50.7789264535414,50.78,0.292,0.233,6.812,8.1,1.0,True,True,PASS
fold1_room1_mix033,walk,safe,normal,2,0.0047,1.76e-07,50.47435058797231,50.47,0.286,0.262,8.746,8.38,0.98,True,True,PASS
fold1_room1_mix034,static,safe,normal,1,0.001,1.19e-07,59.670648272948696,59.67,0.264,0.24,5.539,8.92,0.29,True,True,PASS
fold1_room1_mix035,static,safe,normal,2,0.0155,1.77e-07,58.462553654966754,58.46,0.359,0.293,6.006,7.73,0.42,True,True,PASS
fold1_room1_mix036,static,caution,normal,2,0.0022,1.77e-07,45.91252383013029,45.91,0.249,0.269,2.69,6.31,0.99,True,True,PASS
fold1_room1_mix037,walk,safe,normal,2,0.0018,1.78e-07,45.43043865376058,45.43,0.297,0.318,5.165,7.53,0.98,True,True,PASS
fold1_room1_mix038,static,caution,normal,3,0.0065,2.21e-07,47.3210332853196,47.32,0.363,0.321,2.033,7.53,0.99,True,True,PASS
fold1_room1_mix039,walk,safe,normal,2,0.0011,1.77e-07,63.437283988450744,63.44,0.347,0.29,7.213,6.96,0.44,True,True,PASS
fold1_room1_mix040,walk,caution,normal,2,0.0031,1.78e-07,44.10161030394195,44.1,0.288,0.271,2.375,6.07,0.99,True,True,PASS
fold1_room1_mix041,static,caution,normal,2,0.0017,1.77e-07,43.87081486819753,43.87,0.289,0.309,2.179,8.59,0.98,True,True,PASS
fold1_room1_mix042,walk,caution,normal,3,0.0432,2.26e-07,50.12480952176979,50.12,0.709,0.372,2.305,7.51,0.98,True,True,PASS
fold1_room1_mix043,walk,critical,normal,2,0.0074,1.76e-07,45.88484369994582,45.89,0.266,0.251,1.166,6.48,0.99,True,True,PASS
fold1_room1_mix044,walk,safe,normal,1,0.0006,1.19e-07,57.78736555237449,57.79,0.301,0.249,13.884,6.64,0.68,True,True,PASS
fold1_room1_mix045,walk,safe,normal,1,0.0008,1.19e-07,64.33757711927632,64.34,0.374,0.247,6.914,7.6,0.14,True,True,PASS
fold1_room1_mix046,static,caution,normal,1,0.0021,1.19e-07,59.7474641682084,59.75,0.26,0.23,2.21,6.81,0.53,True,True,PASS
fold1_room1_mix047,static,safe,normal,1,0.0008,1.19e-07,40.533812298724044,40.53,0.291,0.227,8.104,7.33,0.99,True,True,PASS
fold1_room1_mix048,static,critical,normal,1,0.0037,1.19e-07,61.54211432533151,61.54,0.285,0.283,1.448,6.89,0.39,True,True,PASS
fold1_room1_mix049,walk,safe,normal,1,0.001,1.19e-07,40.65358635107019,40.65,0.258,0.261,9.806,6.54,0.99,True,True,PASS
fold1_room1_mix050,walk,safe,normal,2,0.0164,1.77e-07,41.32489463323355,41.33,0.254,0.259,14.611,6.19,0.99,True,True,PASS
fold1_room1_mix051,static,critical,normal,3,0.0061,2.29e-07,49.31836009420006,49.32,0.24,0.303,0.955,7.36,0.98,True,True,PASS
fold1_room1_mix052,static,caution,normal,2,0.0039,1.74e-07,50.72737757290221,50.73,0.265,0.424,2.096,6.95,0.99,True,True,PASS
fold1_room1_mix053,walk,safe,normal,2,0.0011,1.77e-07,58.095100928345616,58.1,0.463,0.253,7.095,7.15,0.62,True,True,PASS
fold1_room1_mix054,static,critical,normal,2,0.0052,1.74e-07,60.34347163091403,60.34,0.348,0.323,1.172,8.62,0.68,True,True,PASS
fold1_room1_mix055,static,critical,normal,2,0.007,1.75e-07,49.266375078677136,49.27,0.412,0.3,0.631,7.23,1.0,True,True,PASS
fold1_room1_mix056,static,critical,normal,2,0.0046,1.76e-07,42.54966091204133,42.55,0.356,0.349,0.69,8.96,0.98,True,True,PASS
fold1_room1_mix057,static,caution,normal,2,0.0441,1.76e-07,58.79238826080966,58.79,0.237,0.278,2.568,7.52,0.53,True,True,PASS
fold1_room1_mix058,walk,critical,normal,2,0.0034,1.77e-07,51.492531016634324,51.49,0.27,0.363,1.429,8.71,0.92,True,True,PASS
fold1_room1_mix059,static,caution,normal,1,0.0025,1.19e-07,49.15097057494407,49.15,0.27,0.257,2.429,6.08,0.99,True,True,PASS
fold1_room1_mix060,static,safe,normal,2,0.0017,1.77e-07,51.92419868429103,51.92,0.355,0.309,4.135,7.05,0.99,True,True,PASS
fold1_room1_mix061,walk,caution,normal,2,0.0023,1.77e-07,51.0163581245704,51.02,0.318,0.268,2.09,7.78,0.99,True,True,PASS
fold1_room1_mix062,static,caution,normal,2,0.0541,1.77e-07,64.66679155709815,64.67,0.254,0.232,1.881,7.26,0.65,True,True,PASS
fold1_room1_mix063,walk,safe,normal,2,0.0009,1.75e-07,41.33266181729652,41.33,0.364,0.344,12.701,7.39,0.99,True,True,PASS
fold1_room1_mix064,static,caution,normal,2,0.0152,1.78e-07,41.9718475539821,41.97,0.269,0.346,2.712,8.36,0.98,True,True,PASS
fold1_room1_mix065,walk,safe,normal,2,0.0018,1.78e-07,58.75332164030147,58.75,0.243,0.381,5.357,6.98,0.67,True,True,PASS
fold1_room1_mix066,walk,safe,normal,2,0.0014,1.77e-07,47.061161101533074,47.06,0.254,0.302,7.271,8.94,0.97,True,True,PASS
fold1_room1_mix067,static,safe,normal,3,0.0121,2.28e-07,61.046556631125235,61.05,0.324,0.329,3.49,8.85,0.28,True,True,PASS
fold1_room1_mix068,static,caution,normal,3,0.0017,2.27e-07,47.62051256645184,47.62,0.304,0.358,2.325,7.94,0.98,True,True,PASS
fold1_room1_mix069,walk,caution,normal,1,0.0026,1.19e-07,48.250576408417835,48.25,0.265,0.258,1.932,7.22,0.99,True,True,PASS
fold1_room1_mix070,static,critical,normal,2,0.0265,1.77e-07,64.51222402645243,64.51,0.338,0.235,1.368,7.0,0.19,True,True,PASS
