frame,class,snr_a_db
0,0,-504.31
1,0,-504.46
2,0,-504.78
3,0,-504.44
4,0,-504.09
5,0,-504.33
6,0,-504.6
7,0,-504.29
8,0,-504.61
9,0,-504.34
10,0,-504.6
11,0,-504.49
12,0,-504.32
13,0,-504.33
14,0,-504.59
15,0,-504.26
16,0,-504.78
17,0,-504.74
18,0,-504.33
19,0,-504.68
20,0,-504.44
21,0,-504.25
22,0,-504.51
23,0,-504.34
24,0,-504.23
25,0,-504.16
26,0,-504.33
27,0,-504.51
28,0,-504.46
29,0,-504.54
30,0,-504.48
31,0,-504.42
32,0,-504.56
33,0,-504.36
34,0,-504.6
35,0,-504.83
36,0,-504.25
37,0,-504.32
38,0,-504.62
39,0,-504.15
40,0,-504.4
41,0,-504.35
42,0,-504.45
43,0,-504.44
44,0,-504.67
45,0,-504.76
46,0,62.09
47,0,67.89
48,0,68.01
49,0,68.17
50,0,68.29
51,0,69.37
52,0,70.05
53,0,70.12
54,0,70.51
55,0,70.6
56,0,70.88
57,0,70.6
58,0,69.64
59,0,69.4
60,0,69.43
61,0,69.66
62,0,68.8
63,0,69.01
64,0,69.02
65,0,69.08
66,0,68.3
67,0,68.02
68,0,67.82
69,0,67.64
70,0,66.99
71,0,67.04
72,0,66.54
73,0,66.35
74,0,66.1
75,0,66.06
76,0,65.77
77,0,65.47
78,0,65.12
79,0,64.65
80,0,64.72
81,0,64.66
82,0,64.33
83,0,64.39
84,0,64.44
85,0,64.32
86,0,64.32
87,0,63.97
88,0,64.08
89,0,63.69
90,0,63.3
91,0,63.41
92,0,63.24
93,0,63.3
94,0,62.78
95,0,60.14
96,0,-504.48
97,0,-504.57
98,0,-504.19
99,0,-504.31
