frame,class,snr_a_db
0,4,-506.52
1,4,-2.54
2,4,-0.29
3,4,-0.57
4,4,-0.9
5,4,-0.57
6,4,-0.31
7,4,-0.05
8,4,-0.63
9,4,0.21
10,4,-0.04
11,4,-0.36
12,4,-0.27
13,4,-0.32
14,4,-0.07
15,4,0.9
16,4,0.59
17,4,1.28
18,4,1.58
19,4,1.15
20,4,1.21
21,4,2.21
22,4,2.57
23,4,3.2
24,4,3.38
25,4,3.82
26,4,4.03
27,4,4.5
28,4,5.41
29,4,6.14
30,4,6.37
31,4,6.93
32,4,7.48
33,4,8.34
34,4,8.35
35,4,8.6
36,4,9.82
37,4,10.23
38,4,9.32
39,4,11.37
40,4,10.53
41,4,11.94
42,4,11.77
43,4,12.4
44,4,13.44
45,4,13.98
46,4,14.62
47,4,15.81
48,4,16.81
49,4,18.02
50,4,19.14
51,4,20.16
52,4,21.07
53,4,23.18
54,4,23.89
55,4,25.25
56,4,24.6
57,4,23.48
58,4,22.55
59,4,21.51
60,4,20.89
61,4,18.32
62,4,18.31
63,4,16.59
64,4,16.74
65,4,15.98
66,4,14.28
67,4,13.82
68,4,13.54
69,4,12.51
70,4,11.63
71,4,10.18
72,4,11.04
73,4,10.27
74,4,9.25
75,4,9.85
76,4,8.45
77,4,9.26
78,4,7.29
79,4,7.54
80,4,6.89
81,4,7.14
82,4,5.21
83,4,5.31
84,4,4.9
85,4,3.93
86,4,3.37
87,4,3.39
88,4,3.2
89,4,2.72
90,4,1.52
91,4,1.54
92,4,1.9
93,4,0.83
94,4,0.15
95,4,0.7
96,4,0.31
97,4,0.58
98,4,0.9
99,4,0.44
0,4,1.46
1,4,7.08
2,4,8.46
3,4,7.9
4,4,7.98
5,4,8.75
6,4,8.87
7,4,9.32
8,4,8.99
9,4,9.12
10,4,9.96
11,4,9.66
12,4,9.83
13,4,10.5
14,4,11.44
15,4,11.34
16,4,11.43
17,4,11.77
18,4,12.62
19,4,12.8
20,4,13.33
21,4,13.33
22,4,14.71
23,4,15.09
24,4,15.01
25,4,15.27
26,4,16.24
27,4,16.13
28,4,16.48
29,4,18.12
30,4,18.36
31,4,18.7
32,4,20.26
33,4,20.13
34,4,21.05
35,4,21.75
36,4,23.81
37,4,25.02
38,4,26.29
39,4,28.03
40,4,29.23
41,4,31.32
42,4,32.22
43,4,30.85
44,4,29.11
45,4,27.32
46,4,25.51
47,4,24.84
48,4,23.11
49,4,22.77
50,4,22.21
51,4,19.95
52,4,19.85
53,4,19.01
54,4,18.61
55,4,17.89
56,4,17.26
57,4,15.9
58,4,16.24
59,4,15.88
60,4,16.0
61,4,15.31
62,4,14.78
63,4,14.11
64,4,13.08
65,4,13.26
66,4,11.88
67,4,12.19
68,4,11.98
69,4,11.23
70,4,11.44
71,4,10.75
72,4,10.18
73,4,10.72
74,4,10.33
75,4,10.05
76,4,9.19
77,4,9.61
78,4,9.12
79,4,8.93
80,4,8.98
81,4,8.88
82,4,8.09
83,4,7.69
84,4,7.4
85,4,6.48
86,4,6.69
87,4,6.12
88,4,6.47
89,4,6.32
90,4,5.65
91,4,5.1
92,4,5.01
93,4,4.46
94,4,3.86
95,4,4.49
96,4,3.23
97,4,3.65
98,4,3.85
99,4,2.7
