1,5,0,11,3
2,4,0,1,0
2,5,0,11,3
3,4,0,1,0
3,5,0,11,3
4,4,0,1,0
4,5,0,12,3
5,4,0,1,0
5,5,0,12,3
6,4,0,1,0
6,5,0,12,3
7,4,0,1,0
7,5,0,12,3
8,4,0,1,0
8,5,0,12,3
9,4,0,1,0
9,5,0,12,3
10,4,0,1,0
10,5,0,12,3
11,4,0,1,0
11,5,0,12,3
12,4,0,1,0
12,5,0,12,3
13,4,0,1,0
13,5,0,12,3
14,4,0,1,0
14,5,0,12,3
15,4,0,1,0
15,5,0,12,3
16,4,0,1,0
16,5,0,12,3
17,4,0,1,0
17,5,0,12,3
18,4,0,1,0
18,5,0,13,3
19,4,0,1,-1
19,5,0,13,3
20,4,0,1,-1
20,5,0,13,3
21,4,0,1,-1
21,5,0,13,3
22,4,0,1,-1
22,5,0,13,3
23,4,0,1,-1
23,5,0,13,3
24,4,0,1,-1
24,5,0,13,3
25,4,0,1,-1
25,5,0,13,3
26,4,0,1,-1
26,5,0,13,3
27,4,0,1,-1
27,5,0,13,3
28,4,0,1,-1
28,5,0,13,3
29,4,0,1,-1
29,5,0,13,3
30,4,0,1,-1
30,5,0,14,3
31,4,0,1,-1
31,5,0,14,3
32,4,0,1,-1
32,5,0,14,3
33,4,0,1,-1
33,5,0,14,3
34,4,0,1,-1
34,5,0,14,3
35,4,0,1,-1
35,5,0,14,4
36,4,0,1,-1
36,5,0,14,4
37,4,0,1,-1
37,5,0,14,4
38,4,0,1,-1
38,5,0,14,4
39,4,0,1,-1
39,5,0,14,4
40,4,0,1,-1
40,5,0,15,4
41,4,0,2,-1
41,5,0,15,4
42,4,0,2,-1
42,5,0,15,4
43,4,0,2,-1
43,5,0,15,4
44,4,0,2,-1
44,5,0,15,4
45,4,0,2,-1
45,5,0,15,4
46,4,0,2,-1
46,5,0,15,4
47,4,0,2,-1
47,5,0,15,4
48,4,0,2,-1
48,5,0,15,4
49,4,0,2,-1
49,5,0,16,4
50,4,0,2,-1
50,5,0,16,4
51,4,0,2,-1
51,5,0,16,4
52,4,0,2,-1
52,5,0,16,4
53,4,0,2,-1
53,5,0,16,4
54,4,0,3,-2
54,5,0,16,4
55,4,0,3,-2
55,5,0,16,4
56,4,0,3,-2
56,5,0,16,4
57,4,0,3,-2
57,5,0,17,4
58,4,0,3,-2
58,5,0,17,4
59,4,0,4,-2
59,5,0,17,4
60,4,0,4,-2
60,5,0,17,4
61,4,0,4,-3
61,5,0,17,4
62,4,0,5,-3
62,5,0,17,4
63,4,0,6,-3
63,5,0,17,4
64,4,0,6,-4
64,5,0,18,4
65,4,0,7,-4
65,5,0,18,4
66,4,0,9,-5
66,5,0,18,4
67,4,0,11,-6
67,5,0,18,4
68,4,0,14,-8
68,5,0,18,4
69,4,0,21,-12
69,5,0,18,5
70,4,0,36,-19
70,5,0,19,5
71,4,0,83,-30
71,5,0,19,5
72,4,0,138,-22
72,5,0,19,5
73,4,0,157,-13
73,5,0,19,5
74,4,0,164,-9
74,5,0,19,5
75,4,0,168,-7
75,5,0,19,5
76,4,0,170,-6
76,5,0,20,5
77,4,0,172,-5
77,5,0,20,5
78,4,0,173,-4
78,5,0,20,5
79,4,0,174,-4
79,5,0,20,5
80,4,0,175,-3
80,5,0,20,5
81,4,0,175,-3
81,5,0,21,5
82,4,0,176,-3
82,5,0,21,5
83,4,0,176,-2
83,5,0,21,5
84,4,0,176,-2
84,5,0,21,5
85,4,0,177,-2
85,5,0,21,5
86,4,0,177,-2
86,5,0,22,5
87,4,0,177,-2
87,5,0,22,5
88,4,0,177,-2
88,5,0,22,5
89,4,0,177,-2
89,5,0,22,5
90,4,0,177,-1
90,5,0,23,6
91,4,0,178,-1
91,5,0,23,6
92,4,0,178,-1
92,5,0,23,6
93,4,0,178,-1
93,5,0,23,6
94,4,0,178,-1
94,5,0,24,6
95,4,0,178,-1
95,5,0,24,6
96,4,0,178,-1
96,5,0,24,6
97,4,0,178,-1
97,5,0,24,6
98,4,0,178,-1
98,5,0,25,6
99,4,0,178,-1
99,5,0,25,6
